sentence,prediction,gold,is_same
[CLS] Ernst Ahl:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Eugene Odum:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,ecology:2 | Ecology | Environmental sciences | ecology:2,False
[CLS] MI5:2 works in the field of [MASK] [MASK] . [SEP],intelligence intelligence,counterintelligence:4 | counter - espionage:3 | counterintelligence:4,False
[CLS] Paul Henri Lecomte:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Boudewijn:4 Sirks:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,Roman law | Roman law,False
[CLS] James George Frazer:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,anthropology:4 | Anthropology | anthropology:4,False
[CLS] Karl Hermann Zahn:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Karl Weierstraß:4 works in the field of [MASK] [MASK] . [SEP],astronomy:2,complex analysis | complex analysis,False
[CLS] The Designers:2 Republic works in the field of [MASK] [MASK] [MASK] . [SEP],Designers:2 Republic,graphic design | graphic design,False
[CLS] Tommaso Realfonso:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Stephen Hawking:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,general relativity:2 | GR | GTR:2 | general relativity:2 | general theory of relativity:2,False
[CLS] Robert Edwards works in the field of [MASK] [MASK] . [SEP],astronomy:2,reproductive:3 medicine | reproductive:3 medicine,False
[CLS] Volodymyr:4 Pidvysotskyi:6 works in the field of [MASK] [MASK] [MASK] . [SEP],archaeology:3,pathology:2 | Pathology:2 | pathology:2,False
[CLS] František Šorm:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,biochemistry:4 | Biochemistry | biochemistry:4 | biological chemistry,False
[CLS] Arturo Molina Sosa:2 works in the field of [MASK] [MASK] [MASK] . [SEP],social . social,gynecology:3 | Gynecology:3 and obstetrics:4 | gynaecology:4 | gynecology:3,False
[CLS] Chandra Muzaffar:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],P . P . P,political science | Political science | Political science ( General ) | polisci:2 | political science | political studies,False
[CLS] James Munkres:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,topology:2 | topology:2,False
[CLS] Klaus Wagner works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,graph theory | graph theory,False
[CLS] Jiang Fan works in the field of [MASK] [MASK] [MASK] . [SEP],e . g,110 metres hurdles:2 | 110 m hurdles:2 | 110 meter hurdles:2 | 110 meters hurdles:2 | 110 metre hurdle:2 | 110 metre hurdles:2 | 110 metres hurdles:2 | 110 - meter hurdles:2,False
[CLS] Charles François Antoine Morren:2 works in the field of [MASK] [MASK] . [SEP],Morren:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Olga Arsenievna:3 Oleinik:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,theory of elasticity:3 | linear elasticity:3 | theory of elasticity:3,False
[CLS] Minnesota School of Cosmetology:4 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],Cosmetology:4,cosmetology:3 | cosmetology:3,True
[CLS] James Kennedy works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,particle swarm:3 optimization:3 | particle swarm:3 optimization:3,False
[CLS] Emil von Sydow:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,geography:2 | Geography | Geography ( General ) | geographical science | geography:2,False
[CLS] Ann Dunham:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],women ' s literature,anthropology:4 | Anthropology | anthropology:4,False
[CLS] Rafael Lopez Guzman:3 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,art history | History of the arts | art history | history of art,False
[CLS] Benjamin Fillon:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,numismatics:3 | coin collecting | numismatics:3,False
[CLS] Natalia Bekhtereva:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,neurophysiology:4 | neurophysiology:4,False
[CLS] Carlo Maderno:2 works in the field of [MASK] [MASK] [MASK] . [SEP],painting and painting,baroque architecture | baroque architecture,False
[CLS] Arnošt:3 Lustig:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,The Holocaust | Holocaust | Shoah:3 | The Holocaust | the Holocaust | the Shoah:3,False
[CLS] Constitutional Convention works in the field of [MASK] [MASK] . [SEP],Constitutional Convention,United States Constitution | Constitution of the USA | Constitution of the United States | U . S . Constitution | US Constitution | United States Constitution,False
[CLS] Alexander Varchenko:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,mathematical physics | mathematical physics,False
[CLS] Moriz:2 Kaposi:2 works in the field of [MASK] [MASK] [MASK] . [SEP],media and media,dermatology:3 | Dermatology:3 | Hand foot and mouth | dermatology:3,False
[CLS] Paul Friedrich August Ascherson:2 works in the field of [MASK] [MASK] . [SEP],myth:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Cornelius Lott:2 Shear:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,mycology:2 | mycology:2,False
[CLS] Bas Jan Ader:2 works in the field of [MASK] [MASK] [MASK] . [SEP],co - operation,conceptual:2 art | Photoconceptualism:5 | conceptual:2 art | conceptualism:3,False
[CLS] Louis Nirenberg:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,partial differential equation | PDE:2 | partial differential equation,False
[CLS] Bunzō:3 Hayata:2 works in the field of [MASK] [MASK] . [SEP],visual arts,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Alexander Adriaenssen:4 works in the field of [MASK] [MASK] . [SEP],astronomy:2,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Hrachia:3 Adjarian:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,philology:3 | Philology:2 . Linguistics | philology:3,False
[CLS] Howard H . Aiken works in the field of [MASK] [MASK] . [SEP],astronomy:2,applied mathematics | applied mathematics,False
[CLS] Calliope:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,epic poem | Epic | epic | epic poem | epic poetry,False
[CLS] Safi:2 - ad - din Ardabili:3 works in the field of [MASK] [MASK] [MASK] . [SEP],shariah:3,Sufism:3 | Sufi:2 | Sufi:2 ( person ) | Sufism:3,False
[CLS] Domenico Cirillo:2 works in the field of [MASK] [MASK] . [SEP],Cirillo:2,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Gaetano Fichera:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,mathematical analysis | Analysis | analysis | mathematical analysis,False
[CLS] W . B . R . Lickorish:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,topology:2 | topology:2,False
[CLS] Georg August Goldfuss:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Johannes Sobotta:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,anatomy:3 | anatomy:3 | general anatomy:3,False
[CLS] Fazle:2 Hussain:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,mechanical engineering | Mechanical engineering and machinery | mechanical engineering,False
[CLS] Rudolf Halin:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,graph theory | graph theory,False
[CLS] Guido Zappa works in the field of [MASK] [MASK] [MASK] . [SEP],Co - Co,group theory | Symmetry:3 point group | group theory,False
[CLS] Arnold Chikobava:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,philology:3 | Philology:2 . Linguistics | philology:3,False
[CLS] Charles Baron Clarke works in the field of [MASK] [MASK] . [SEP],science fiction,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Seminars:2 in Ophthalmology:5 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],Ophthalmol:4,ophthalmology:5 | Ophthalmology:5 | eye care | eye medicine | ophthalmology:5,False
[CLS] Jules Paul Benjamin Delessert:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Kathrin:3 Bringmann:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,number theory | arithmetic:4 | number theory,False
[CLS] Robert Louis Dressler:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] George Szekeres:3 works in the field of [MASK] [MASK] . [SEP],science fiction,combinatorics:4 | combinatorics:4,False
[CLS] Grigor:3 Gurzadyan:5 works in the field of [MASK] [MASK] . [SEP],literary criticism,astrophysics:5 | Astrophysics | astrophysics:5,False
[CLS] Joram:2 Lindenstrauss:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,functional analysis | functional analysis,False
[CLS] Katherine Esau:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,plant anatomy:3 | phytotomy:4 | plant anatomy:3,False
[CLS] Mathukumalli:4 V . Subbarao:3 works in the field of [MASK] [MASK] [MASK] . [SEP],Coefficients:3,number theory | arithmetic:4 | number theory,False
[CLS] Vladimir Arnold works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,topology:2 | topology:2,False
[CLS] William S . Burroughs works in the field of [MASK] [MASK] [MASK] . [SEP],science - fiction,satire:2 | satire:2,False
[CLS] Zinaida:3 Botschantzeva:5 works in the field of [MASK] [MASK] [MASK] . [SEP],Art . Art,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] frame language works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,artificial intelligence | A . I . | A . I . | AI | MI | artificial intelligence | cognitive computing,False
[CLS] DARPA:3 works in the field of [MASK] [MASK] [MASK] . [SEP],DA DA DA,research and development | R & D | Research and development 、 R & D | research and development,False
[CLS] Guiscardo:4 Améndola:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,art of painting | art of painting | painting,False
[CLS] William Turner Thiselton:3 - Dyer:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Niels Henrik Abel works in the field of [MASK] [MASK] . [SEP],astronomy:2,group theory | Symmetry:3 point group | group theory,False
[CLS] Karl Friedrich Theodor Krause works in the field of [MASK] [MASK] . [SEP],astronomy:2,anatomy:3 | anatomy:3 | general anatomy:3,False
[CLS] Carl Sigismund Kunth works in the field of [MASK] [MASK] . [SEP],zoology:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] David de Gorter:2 works in the field of [MASK] [MASK] . [SEP],the arts,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Boris Uvarov:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] John B . Conway works in the field of [MASK] [MASK] . [SEP],astronomy:2,topology:2 | topology:2,False
[CLS] James D . Watson works in the field of [MASK] [MASK] [MASK] . [SEP],pharmacy:3,molecular biology | molecular biology,False
[CLS] Tomasz Kitliński:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,critical theory | critical theory,False
[CLS] Alfred Clebsch:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,algebraic:2 geometry | algebraic:2 geometry,False
[CLS] John R . Ross works in the field of [MASK] [MASK] . [SEP],sociology:2,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Paul Erdmann:3 Isert:2 works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Jan Śleszyński:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,proof theory | proof theory,False
[CLS] Vladimir Drinfeld:3 works in the field of [MASK] [MASK] [MASK] . [SEP],physicist:3,mathematical physics | mathematical physics,False
[CLS] Kohji:3 Matsumoto:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Kohji:3,number theory | arithmetic:4 | number theory,False
[CLS] William Isaac Thomas works in the field of [MASK] [MASK] [MASK] . [SEP],the same name,sociology:2 | Sociology ( General ) | Subject:2 : Sociology | sociology:2,False
[CLS] Gabriel Bibron:2 works in the field of [MASK] [MASK] . [SEP],Bibron:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Henry Friesen:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,endocrinology:4 | endocrinology:4,False
[CLS] Ed Perkins works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,probability theory | probability theory,False
[CLS] Carl Rogers works in the field of [MASK] [MASK] . [SEP],astronomy:2,psychotherapy:5 | psychotherapy:5 | therapy,False
[CLS] Arnold Lang works in the field of [MASK] [MASK] . [SEP],astronomy:2,comparative anatomy:3 | comparative anatomy:3,False
[CLS] Kiiti:2 Morita:2 works in the field of [MASK] [MASK] [MASK] . [SEP],visual visual visual,topology:2 | topology:2,False
[CLS] John Ruskin:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,art criticism | art criticism,False
[CLS] Robert Campbell Gunn works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Oskar Perron:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,partial differential equation | PDE:2 | partial differential equation,False
[CLS] August Kanitz:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Wolfgang Stechow:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,history of art | art history | history of art,False
[CLS] Giovanni Antonio Amedeo:3 Plana works in the field of [MASK] [MASK] . [SEP],astronomy:2,astronomy:2 | Astronomy | astronomy:2,True
[CLS] Frederick William Hope works in the field of [MASK] [MASK] . [SEP],astronomy:2,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] H . F . Baker works in the field of [MASK] [MASK] . [SEP],astronomy:2,partial differential equation | PDE:2 | partial differential equation,False
[CLS] Antonio Krapovickas:4 works in the field of [MASK] [MASK] . [SEP],the arts,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Johann Anton Weinmann:2 works in the field of [MASK] [MASK] [MASK] . [SEP],pharmacy:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Newton Chandler works in the field of [MASK] [MASK] . [SEP],astronomy:2,Australian rules football | Aussie:2 rules | Aussie:2 rules football | Australian football | Australian rules football | football | footy:2,False
[CLS] Frans Reinhold Kjellman:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Alexander K . Becker works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Alexander Razborov:4 works in the field of [MASK] [MASK] . [SEP],sodom:2,computational:3 complexity theory | complexity theory | computational:3 complexity theory,False
[CLS] Muhammad al - Shaybani:3 works in the field of [MASK] [MASK] [MASK] . [SEP],Muslim and Urdu,fiqh:3 | fiqh:3,False
[CLS] Air Accidents:4 Investigation Branch works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],air Accidents:4,aviation safety | air safety | aviation safety | flight safety,False
[CLS] Marvin Knopp:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,number theory | arithmetic:4 | number theory,False
[CLS] Jane Cooke Wright works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,chemotherapy:4 | Katsilouse:3 | chemotherapy:4,False
[CLS] Greg Hjorth:3 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,mathematical logic | formal logic | logic | mathematical logic | modern logic | symbolic:2 logic,False
[CLS] R . M . Wilson works in the field of [MASK] [MASK] . [SEP],astronomy:2,combinatorics:4 | combinatorics:4,False
[CLS] Franz Georg Philipp Buchenau:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Roger Sperry:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,neuropsychology:5 | neuropsychology:5,False
[CLS] Max Planck works in the field of [MASK] [MASK] . [SEP],astronomy:2,theoretical physics | theoretical physics,False
[CLS] T . M . Scanlon:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,proof theory | proof theory,False
[CLS] Jan Jansz:2 den Uyl:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Carl Neuberg:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,biochemistry:4 | Biochemistry | biochemistry:4 | biological chemistry,False
[CLS] Julius Adams Stratton:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,electrical engineering | electrical and electronic engineering | electrical engineering,False
[CLS] Oktawiusz:3 Wincenty:3 Bourmeister:3 - Radoszkowski:3 works in the field of [MASK] [MASK] [MASK] . [SEP],archaeology:3,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Lars Hörmander:4 works in the field of [MASK] [MASK] [MASK] . [SEP],psychologists:3,partial differential equation | PDE:2 | partial differential equation,False
[CLS] Boris Evseevitch:4 Bychowsky:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,parasitology:2 | parasitology:2,False
[CLS] Joseph Gerhard Zuccarini:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Duncan Haldane:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,condensed:3 matter physics | condensed:3 matter physics,False
[CLS] Pierre Millière:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Wesley J . Smith works in the field of [MASK] [MASK] . [SEP],astronomy:2,bioethics:3 | bioethics:3,False
[CLS] Petter Adolf Karsten:2 works in the field of [MASK] [MASK] . [SEP],Karsten:2,mycology:2 | mycology:2,False
[CLS] Adolph Eduard Grube works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Paul Ariste:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Claudio Naranjo:2 works in the field of [MASK] [MASK] . [SEP],the arts,Gestalt therapy | Gestalt psychotherapy:5 | Gestalt therapy,False
[CLS] Wilhelm Sievers:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,geography:2 | Geography | Geography ( General ) | geographical science | geography:2,False
[CLS] Vsevolod:4 Klechkovsky:4 works in the field of [MASK] [MASK] [MASK] . [SEP],pharmacy:3,agricultural chemistry | agricultural chemistry,False
[CLS] Gottfried Wilhelm Leibniz works in the field of [MASK] [MASK] . [SEP],astronomy:2,mathematical analysis | Analysis | analysis | mathematical analysis,False
[CLS] Boris Struminsky:4 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,particle physics | particle physics | subatomic:3 physics,False
[CLS] Louis Claude Richard works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Sylvain Cappell:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,topology:2 | topology:2,False
[CLS] Eduard Friedrich Poeppig:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] list of botany:2 journals works in the field of [MASK] [MASK] . [SEP],botany:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,True
[CLS] George Wald works in the field of [MASK] [MASK] . [SEP],astronomy:2,biochemistry:4 | Biochemistry | biochemistry:4 | biological chemistry,False
[CLS] Andrei Linde:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,theoretical physics | theoretical physics,False
[CLS] Edward Blyth:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Dmitry:3 Okhotsimsky:4 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,celestial:2 mechanics | celestial:2 mechanics,False
[CLS] Friedrich Gottlob:2 Hayne:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Ludwig Ruetimeyer:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Gerardus:2 Mercator:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,cartography:2 | Cartography:2 | cartography:2 | map making | maps,False
[CLS] Paul Berg works in the field of [MASK] [MASK] . [SEP],Tongue:2,biochemistry:4 | Biochemistry | biochemistry:4 | biological chemistry,False
[CLS] Carl Hindenburg works in the field of [MASK] [MASK] . [SEP],swim:2,combinatorics:4 | combinatorics:4,False
[CLS] Stanley S . Ballard works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,optics:2 | optics:2,False
[CLS] Nan Hoover works in the field of [MASK] [MASK] [MASK] . [SEP],invertebrata:3,video art | video art,False
[CLS] Paul Finsler:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,differential geometry | differential geometry,False
[CLS] Franz Xaver Fieber:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Andrey:2 Kolmogorov:4 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,mathematical logic | formal logic | logic | mathematical logic | modern logic | symbolic:2 logic,False
[CLS] Mardy:2 Scales:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,"100 metres | 100 m | 100 meter | 100 meters | 100 metre | 100 metres | 100 metres run | 100 metres , 100 - metre dash:2 | 100 - metre dash:2 | 100 - metre run",False
[CLS] Paul Krugman:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,macroeconomics:4 | macroeconomics:4,False
[CLS] Gaetano Fichera:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,partial differential equation | PDE:2 | partial differential equation,False
[CLS] Roman Jakobson:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,structuralism:2 | structuralism:2,False
[CLS] Bernard Comrie:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] James Collins works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,biomedical:3 engineering | Biomedical:3 engineering | biomedical:3 engineering | medical electronics | medical engineering,False
[CLS] Ivan Petrovsky:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,partial differential equation | PDE:2 | partial differential equation,False
[CLS] Anatoly:3 Zubkov:3 works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,physiology:3 | Physiology | physiology:3,False
[CLS] Stefan Mazurkiewicz:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,mathematical analysis | Analysis | analysis | mathematical analysis,False
[CLS] Alexander H . Smith works in the field of [MASK] [MASK] . [SEP],astronomy:2,mycology:2 | mycology:2,False
[CLS] Claire of Luxembourg works in the field of [MASK] [MASK] . [SEP],inheritance:2,bioethics:3 | bioethics:3,False
[CLS] Nachman:2 Aronszajn:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,mathematical analysis | Analysis | analysis | mathematical analysis,False
[CLS] Giovanni Domenico Cassini works in the field of [MASK] . [SEP],Cassini,astronomy:2 | Astronomy | astronomy:2,False
[CLS] Ron Aharoni:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,combinatorics:4 | combinatorics:4,False
[CLS] Valerius:2 Cordus:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Roman . Roman,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Société botanique:2 de France works in the field of [MASK] [MASK] . [SEP],botanique:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Nikolai Dmitriev:2 works in the field of [MASK] [MASK] [MASK] . [SEP],physicist:3,philology:3 | Philology:2 . Linguistics | philology:3,False
[CLS] Kōsaku:4 Hamada:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,archaeology:3 | Archaeology | archaeology:3 | archeology:3 | archæology:3 | excavation:3,False
[CLS] Alexei Abrikosov:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,theoretical physics | theoretical physics,False
[CLS] Hermann Wendland:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Luca Forte works in the field of [MASK] [MASK] [MASK] . [SEP],scenics:3,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Georges Duby:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,Middle Ages | Middle Ages | medieval period,False
[CLS] Louis - Marie Aubert:2 du Petit - Thouars:3 works in the field of [MASK] [MASK] . [SEP],inheritance:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Johan Andreas Murray works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Vladimir Zherikhin:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,paleontology:3 | palaeontology:4 | paleontology:3 | palæontology:4,False
[CLS] Anne McLaren works in the field of [MASK] [MASK] [MASK] . [SEP],Skeeping:3,developmental:2 biology | developmental:2 biology,False
[CLS] Robert John Braidwood:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,archaeology:3 | Archaeology | archaeology:3 | archeology:3 | archæology:3 | excavation:3,False
[CLS] Max Vasmer:2 works in the field of [MASK] [MASK] [MASK] . [SEP],physicist:3,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Fang Lizhi:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Art . Art,astrophysics:5 | Astrophysics | astrophysics:5,False
[CLS] Felix Adler works in the field of [MASK] [MASK] . [SEP],myth:2,ethics:3 | Ethics | ethical:2 theory | ethics:3,False
[CLS] Władysław Orlicz:3 works in the field of [MASK] [MASK] . [SEP],Polish art,functional analysis | functional analysis,False
[CLS] Jonas Jablonskis:4 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Paul Dognin:2 works in the field of [MASK] [MASK] . [SEP],pedagogue:2,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Charles Carmichael:3 Lacaita:3 works in the field of [MASK] [MASK] [MASK] . [SEP],Carmichael:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Henri Marie Ducrotay:3 de Blainville:3 works in the field of [MASK] [MASK] [MASK] . [SEP],conjurious:3,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
