Q31	बेल्जियम
Q170385	पोप लुशियस दुसरा
Q170514	चौथा मेहमेद, ओस्मानी सम्राट
Q170790	गणितज्ञ
Q171001	पोप तिसरा क्लेमेंट
Q171038	सॉफ्टबॉल
Q171866	मिडल्सब्रो
Q172030	मॅकलारेन
Q172383	पोप सिल्व्हेस्टर दुसरा
Q172740	कॉसवर्थ
Q172792	डॅरेन फ्लेचर
Q173407	तेर्नोपिल ओब्लास्त
Q174231	मैजी
Q174736	विनाशिका
Q176186	लेमेन्ड
Q179201	जयंत विष्णू नारळीकर
Q180233	पोरी
Q182852	कुन्मिंग
Q183266	सॅम्युएल जॉन्सन
Q183279	झोर्स इव्हानोविच आल्फेरोव्ह
Q183314	खैबर पख्तूनख्वा
Q183551	वॉटरफोर्ड
Q184267	आंद्रेइ ग्रोमिको
Q185111	टोबॅगो
Q185741	अर्न्स्ट-हॅपल-स्टेडियोन
Q188676	गरुड वैनतेय
Q188801	केन्सिंग्टन व चेल्सी
Q190131	सालादिन गोव्हर्नोरेट
Q192733	शेरेमेत्येवो आंतरराष्ट्रीय विमानतळ
Q192959	मिन्स्क प्रदेश
Q193116	खालिद होसेनी
Q193431	पार्क दे प्रेंस
Q193452	अर्माघ
Q193592	मिडफील्डर
Q193968	मुल्ला उमर
Q196305	विंडोज एक्सप्लोरर
Q199739	अमार शोणार बांगला
Q199841	दक्षिण येमेन
Q206277	कोपनहेगन विमानतळ
Q206763	फ्लोवरबॉल
Q211795	लिमा प्रदेश
Q214094	होम्स गोव्हर्नोरेट
Q217365	बेल प्रयोगशाळा
Q217776	ईएसपीएन
Q231200	नेटबॉल
Q232399	रिफ डिमशक गव्हर्नोरेट
Q236006	हैती फुटबॉल संघ
Q265852	टिम कूक
Q278667	हैदराबाद आंतरराष्ट्रीय विमानतळ
Q287027	सोरा ओइ
Q296837	अँड्रियास इव्हांशित्झ
Q312510	मार्क ब्रेसियानो
Q316527	टोलेडो
Q331050	धनुष (अभिनेता)
Q331067	अब्राम इयॉफ
Q331556	बोस्यासो
Q337641	फर्मि राष्ट्रीय प्रयोगशाळा
Q360071	अ‍ॅडोबे कॅप्टिव्हेट
Q377789	दिलीप कुमार
Q383295	विंडोज अपडेट
Q386021	कंब रामायणम
Q392599	इवरेट
Q403671	लिस्बन पोर्तेला विमानतळ
Q427761	कमिल पिन
Q454674	अमर अकबर अ ॅन्थनी
Q461793	कैरो आंतरराष्ट्रीय विमानतळ
Q466797	योगासन
Q469942	इव्हान दियास
Q483501	कलाकार
Q486479	रोचेस्टर
Q487439	ओरल
Q488978	विंडोज एनटी ४.०
Q489048	मायक्रोसॉफ्ट सिल्व्हरलाइट
Q490434	वेंटूरा
Q493840	लॉरेन्स
Q494817	गूगल स्कॉलर
Q498465	मारीब गव्हर्नोरेट
Q582159	सिरी
Q584601	बास्किन-रॉबिन्स
Q590866	तेहरान प्रांत
Q606287	कोलंबो जिल्हा
Q618779	पुरस्कार
Q622460	कार्बनची अपरूपे
Q639611	महापुरुष
Q639669	संगीतकार
Q666831	फ्लिं फ्लॉन
Q671288	बेंड
Q688596	हॅथॉर्न
Q688626	लरिक जिल्हा
Q696772	हिटाचिनाका
Q715228	लिंबडी
Q737711	तिबेस्टी प्रदेश
Q740392	सारायेव्हो आंतरराष्ट्रीय विमानतळ
Q751802	२००७ ऑस्ट्रेलियन ओपन
Q755566	सॅल्जिबरी
Q766445	ओकिनावा
Q782245	२००१ ऑस्ट्रेलियन ओपन
Q787034	दीवार
Q838380	इराणचे राष्ट्राध्यक्ष
Q849784	लॉस एंजेल्स मेमोरिअल कोलेझियम
Q856788	प्रीई वेंग प्रांत
Q858368	विंडोज एनटी ३.५१
Q858387	सीरियल एक्सपेरिमेन्ट्‌स लेन
Q863432	बिमान बांगलादेश एअरलाइन्स
Q979507	हिंदू देवता
Q984448	तोमा पिकेती
Q1114448	व्यंगचित्रकार
Q1209367	विंडोज २.१क्ष
Q1240096	हैदराबाद संस्थान
Q1249801	पाकपट्टण
Q1255269	उक्ब्याची मशीद
Q1323122	पश्चिम तोक्यो
Q1348677	वेस्टपॅक मैदान
Q1479952	कदम्ब
Q1480985	मोनॅर्कस मोरेलीया
Q1529219	मंडकळ्ळी विमानतळ
Q1550922	बर्लिंग्टन, न्यू जर्सी
Q1606679	स्वायत्त जिल्हा
Q1634751	नोकिया इ७१
Q1708098	होन्नावर
Q1797336	पुणे जिल्हा
Q1854639	करंजी
Q2088496	कोलकाता जिल्हा
Q2724236	पोहे
Q3109117	मायकेल आथरटन
Q3143159	हुमायून् अब्दुलअली
Q3413655	राम लखन
Q3519776	कलानिधी मारन
Q3630679	अरुण कांबळे
Q3707847	पुस्तपालन
Q3764382	एन. जनार्दन रेड्डी
Q5289407	नोकिया एन८०
Q7285832	राजस्थान विधानसभा
Q7929306	विजयवाडा रेल्वे स्थानक
Q8641370	ऑपरेशन ओव्हरलॉर्ड
Q12562251	Balak-Palak
Q17150957	सुमन पोखरेळ
Q33	फिनलंड
Q55	नेदरलँड्स
Q62	सॅन फ्रान्सिस्को
Q99	कॅलिफोर्निया
Q100	बॉस्टन
Q216	व्हिल्नियस
Q217	मोल्दोव्हा
Q218	रोमेनिया
Q220	रोम
Q228	अँडोरा
Q244	बार्बाडोस
Q286	चामडे
Q291	रतिचित्रण
Q327	ब्रत्तान्य
Q332	नेपच्यून ग्रह
Q403	सर्बिया
Q414	आर्जेन्टिना
Q419	पेरू
Q424	कंबोडिया
Q495	तोरिनो
Q538	ओशनिया
Q584	र्‍हाइन नदी
Q592	गे
Q656	सेंट पीटर्सबर्ग
Q683	सामोआ
Q685	सॉलोमन द्वीपसमूह
Q701	नूर्द-हॉलंड
Q726	घोडा
Q735	कला
Q744	निकेल
Q757	सेंट व्हिन्सेंट आणि ग्रेनेडीन्स
Q763	सेंट किट्स आणि नेव्हिस
Q770	फ्रीसलंड
Q777	गूगल क्रोम
Q816	ॲरिझोना
Q847	टेनिस
Q866	यूट्यूब
Q870	रेल्वे
Q876	सेलेनियम
Q905	फ्रांत्स काफ्का
Q909	होर्हे लुइस बोर्गेस
Q917	भूतान
Q937	अल्बर्ट आइनस्टाइन
Q977	जिबूती
Q1009	कामेरून
Q1014	लायबेरिया
Q1025	मॉरिटानिया
Q1029	मोझांबिक
Q1045	सोमालिया
Q1098	युरेनियम
Q1107	अॅनिमे
Q1115	थोरियम
Q1156	मुंबई
Q1171	गोवा
Q1173	बूर्गान्य
Q1193	मणिपूर
Q1216	प्यिमाँत
Q1256	लिगुरिया
Q1284	आब्रुत्सो
Q1339	योहान सेबास्टियन बाख
Q1341	तोल्याटी
Q1348	कोलकाता
Q1397	ओहायो
Q1398	व्हर्जिल
Q1471	सीन नदी
Q1486	बुएनोस आइरेस
Q1490	तोक्यो
Q1520	अस्ताना
Q1530	बगदाद
Q1537	विस्कॉन्सिन
Q1555	ग्वातेमाला सिटी
Q1599	नागालँड
Q1649	ओक्लाहोमा
Q1748	कोपनहेगन
Q1835	झिनेदिन झिदान
Q1914	कॅरेलिया प्रजासत्ताक
Q1948	मॅनिटोबा
Q2009	युकॉन
Q2025	कार्बन मोनॉक्साईड
Q2079	लाइपझिश
Q2110	लांपुंग
Q2131	सांतियागो महानगरीय प्रदेश
Q2492	कोन्राड आडेनाउअर
Q2494	पोप बेनेडिक्ट सोळावा
Q2656	पालेर्मो
Q2684	व्लादिमीर
Q2773	ब्राउनश्वाइग
Q2842	कालुगा ओब्लास्त
Q2966	हायडेलबर्ग
Q3037	काठमांडू
Q3083	एन, फ्रान्स
Q3125	ऑत-आल्प
Q3183	पर्थ
Q3235	नॉर्दर्न टेरिटोरी
Q3659	इंजामिना
Q3818	मलाबो
Q3876	लिलाँग्वे
Q3899	पूर्व कालिमांतान
Q3918	विद्यापीठ
Q3919	गॅबारोनी
Q3930	टेबल टेनिस
Q3962	लॅपटॉप
Q4040	आरागोन
Q4127	बोडन से
Q4191	लुत्सर्न
Q5113	पक्षी
Q5117	युगेन पोलंस्की
Q5219	इंगुशेतिया
Q5375	क्रिकेट
Q5400	पर्म क्राय
Q5468	डर्बन
Q5481	तातरस्तान
Q5513	बैकाल सरोवर
Q5582	फिंसेंत फान घो
Q5673	हान्स क्रिस्चियन अँडरसन
Q5684	बॅबिलोन
Q5788	पेट्रा
Q5994	पियानो
Q6481	एअर बस ए-३४०
Q6527	ज्यां-जाक रूसो
Q6649	लेस्बिअन
Q6809	बुर्यातिया
Q6838	झबायकल्स्की क्राय
Q7174	लोकशाही
Q7243	ल्येव तल्स्तोय
Q7283	दहशतवाद
Q7317	ज्युझेप्पे व्हेर्दी
Q7397	सॉफ्टवेअर
Q7913	रोमेनियन भाषा
Q8054	प्रथिने
Q8072	ज्वालामुखी
Q8078	तर्कशास्त्र
Q8097	तेलुगू भाषा
Q8142	चलन
Q8366	अल्गोरिदम
Q8385	ओस्त्राव्हा
Q8452	गर्भपात
Q8514	वाळवंट
Q8646	हाँग काँग
Q8717	सेबिया
Q8778	गालेन
Q8828	मायोर्का
Q8928	तारकासमूह
Q9129	ग्रीक भाषा
Q9141	ताजमहाल
Q9199	व्हियेतनामी भाषा
Q9211	लाओ भाषा
Q9248	बाकू
Q9299	सर्बियन भाषा
Q9334	जीमेल
Q9340	Google Drive
Q9368	यकृत
Q9531	बीबीसी
Q9734	सिंफनी
Q9779	मुळाक्षर
Q10305	सारागोसा
Q10987	मध
Q11158	आम्ल
Q11230	विंडोज व्हिस्टा
Q11261	मायक्रोसॉफ्ट वर्ड
Q11276	गोलाकार तारकागुच्छ
Q11631	अंतराळयात्री
Q11720	षन्यांग
Q11751	नागोया
Q11910	गांधीनगर
Q11911	बर्न
Q11972	आर्गाउ
Q12107	ब्रेतॉन भाषा
Q12130	ब्रत्तान्य
Q12140	औषध
Q12271	वास्तुशास्त्र
Q12479	अंकशास्त्र
Q12538	ऑत-गारोन
Q12543	ऑत-दे-सीन
Q12640	फ्रिबोर्ग
Q12697	शाफहाउजन
Q12745	साव्वा
Q12837	इबेरियन द्वीपकल्प
Q13201	रोमानी भाषा
Q13317	दही
Q14279	गिओवानी डॉमिनिको कॅसिनी
Q14294	ताहो नदी
Q14674	पेन्सिल
Q16520	बुसान
Q16556	फीनिक्स
Q16557	डॅलस
Q16957	पूर्व जर्मनी
Q17151	थेसालोनिकी
Q17943	आर्लिंग्टन
Q19686	थेम्स नदी
Q19689	तिराना
Q19786	जुना करार
Q21196	ईस्टर
Q23135	वूस्टरशायर
Q23183	विल्टशायर
Q23306	ग्रेटर लंडन
Q23317	ऑडी
Q23681	उत्तर सायप्रस
Q23767	कॅल्शियम कार्बोनेट
Q24905	क्रियापद
Q25228	अँग्विला
Q25257	वर्षाव
Q25271	आंतरराष्ट्रीय अंतराळ स्थानक
Q26076	इरावती नदी
Q26678	बीएमडब्ल्यू
Q26793	बार्गन
Q27038	झगाबेब काउंटी
Q28198	जॅक्सन
Q28515	स्प्रिंगफील्ड
Q30985	हॅमिल्टन
Q32999	व्हियेना आंतरराष्ट्रीय विमानतळ
Q33760	बर्ट्रांड रसेल
Q33788	न्यू कॅलिडोनिया
Q33999	अभिनेता
Q34038	धबधबा
Q34109	फार्गो
Q34271	तिबेटी भाषा
Q34589	युफ्रेटिस नदी
Q34670	आल्बेर काम्यू
Q34679	वाळू
Q34713	जाल्त्सबुर्ग
Q34749	सामाजिक शास्त्र
Q34863	ओक्लाहोमा सिटी
Q35086	साउथ जॉर्जिया व साउथ सँडविच द्वीपसमूह
Q35178	कुवेत शहर
Q35509	गुहा
Q35760	निबंध
Q36107	महम्मद अली
Q36168	ब्रिजटाउन
Q36823	टोकेलाउ
Q37100	ऑकलंड
Q37211	सिंध
Q37226	शिक्षक
Q37951	सप्पोरो
Q38511	तुर्कू
Q38695	स्वयंपाक
Q38733	हेलेना
Q39061	उत्तर गोलार्ध
Q39782	पितळ
Q39816	दरी
Q39864	पेंटेकोस्ट
Q40244	मॅरॅथॉन
Q40435	बफेलो
Q40747	पियेर, साउथ डकोटा
Q40821	शल्यचिकित्सा
Q40970	आंतरराष्ट्रीय ऑलिंपिक समिती
Q41116	लाल चौक
Q41228	दक्षिण गोलार्ध
Q41284	जॉन डाल्टन
Q41470	कुर्दिस्तान
Q41585	डेव्हिड हिल्बर्ट
Q41975	मंगोल
Q43631	लेडन
Q43720	पोप पायस नववा
Q43739	पोप पायस दहावा
Q43788	मॅडिसन
Q43926	आंद्रेआ पिर्लो
Q44377	भुयार
Q46033	फ्रांकफुर्ट आम माइन आंतरराष्ट्रीय विमानतळ
Q46052	अँडर्स फोउ रासमुसेन
Q46633	चार्ल्स बॅबेज
Q47315	घोडदळ
Q47703	द गॉडफादर
Q47778	गॅरी लिनेकर
Q48256	द्नेप्रोपेत्रोव्स्क
Q48461	न्यू होरायझन्स
Q49108	मॅसेच्युसेट्स इन्स्टिट्यूट ऑफ टेक्नॉलॉजी
Q49111	केंब्रिज, मॅसेच्युसेट्स
Q49158	स्प्रिंगफील्ड
Q49237	पोप लिओ दहावा
Q50625	हॉर्डालँड
Q52139	वातावरणशास्त्र
Q57261	गेओर्गी पार्व्हानोव्ह
Q57325	वेनाईस
Q58559	पोप लिओ नववा
Q60040	एर्नान्दो दि सोतो
Q71032	रोबेर्ट बोश
Q77274	जॉर्ज विल्हेल्म फॉन सीमेन्स
Q79784	फ्रेंड्स
Q79931	प्रेस्कॉट
Q80088	बुर्दुर प्रांत
Q80434	ऐची
Q80989	भोपाळ
Q81054	vadal
Q81875	मांसभक्षक प्राणी
Q81952	तुर्कस्तानचा ध्वज
Q83380	अ‍ॅडोबे आफ्टर इफेक्ट्स
Q83672	शाह जहान
Q93189	अंडी
Q93301	रेल्वे इंजिन
Q100120	सहर्सा जिल्हा
Q101437	पोप पायस दुसरा
Q106039	ख्रिश्चन
Q106807	मॅग्नस कार्लसन
Q107130	राजेश खन्ना
Q107397	काउंटी लीट्रिम
Q117096	रमोन मॅग्सेसे
Q118081	पोप सेलेस्टीन पाचवा
Q122304	नितीश कुमार
Q125761	आंतरराष्ट्रीय नागरी उड्डाण संस्था
Q127091	पर्ल हार्बर
Q127167	वेस्टर्न केप
Q127974	युक्रेनचा ध्वज
Q128593	पुनर्जन्म
Q129286	ब्रिटिश भारत
Q129967	पोप क्लेमेंट अकरावा
Q130873	मेनाकेम बेगिन
Q131210	द्नीस्तर नदी
Q132845	पोप एड्रियान चौथा
Q133009	ग्रो हार्लेम ब्रुंड्टलँड
Q133046	पोप अर्बन पाचवा
Q133073	ड्युनेडिन
Q133108	पोप क्लेमेंट बारावा
Q134672	एक्सेटर
Q153194	एडवर्ड ॲपलटन
Q155890	जड पाणी
Q155956	पोप क्लेमेंट दहावा
Q156511	पिएर मॉरोय
Q159979	जुळे
Q160278	जॉन डी. रॉकफेलर पहिला
Q160420	सागा
Q161351	पोप इनोसंट आठवा
Q162279	क्यूआपियो
Q164676	माकोतो हसीबी
Q165352	कर्मान प्रांत
Q165784	पश्चिम
Q167639	विजयनगर साम्राज्य
Q169612	पोप मार्टिन पाचवा
Q170072	डच प्रजासत्ताक
Q170462	सारावाक
Q170583	प्राइड अँड प्रेज्युडीस
Q171622	पोप ग्रेगोरी चौदावा
Q171714	कॅरमन
Q173000	पोप एड्रियान पाचवा
Q173822	ब्रेस्ट प्रदेश
Q176196	साल्टविक
Q179075	डायनॅमो कीव्ह
Q179726	कुमलिंगे
Q179995	क्लॉदियो मार्चिसियो
Q182436	ग्रंथपाल
Q182474	पोप लुशियस तिसरा
Q182531	युद्धनौका
Q182625	विंडसर
Q184090	प्रेस्टोन
Q184782	फॉस्फरिक आम्ल
Q184817	लिग्नीन
Q185225	सान्ती काझोर्ला
Q186614	दोमोदेदोवो आंतरराष्ट्रीय विमानतळ
Q188810	शारजा अमीरात
Q191091	कार्लोव्ही वेरे प्रदेश
Q191186	कॅरोबोबो
Q192825	दिनियार बिल्यालेत्दिनोव्ह
Q192918	सबराथा
Q199797	टॅकोमा
Q201117	टोयोटा
Q202973	किंग्सटन
Q204268	लॉट पोलिश एरलाइन्स
Q210559	ओस्लो विमानतळ
Q213115	टोयोटा प्रियस
Q213119	ज्याँ मकून
Q213717	ओ'हेर आंतरराष्ट्रीय विमानतळ
Q219117	झोंबा, मलावी
Q223312	जॉर्जियस फोटाकिस
Q223416	पॅरिस ओर्लि विमानतळ
Q229007	म्युनिच हत्याकांड
Q229633	३ इडियट्स
Q237896	रिडींग
Q239040	खेतीई प्रांत
Q240870	एम'सिल प्रांत
Q241214	मकावनी पटाका
Q253414	फिफा
Q257830	नेपल्स
Q270691	श्रीदेवी
Q271555	बिर्याणी
Q291644	एर्ना सोल्बर्ग
Q311548	आर्थर फिलिप
Q312925	जॉर्जी मार्कोव्ह
Q312966	खान अब्दुल गफारखान
Q313465	भारतीय परराष्ट्रमंत्री
Q313489	जेफ्री आर्चर
Q327012	बांगोर
Q327948	इस्रायलचे राष्ट्रपती
Q328240	जोसेफ लेनियेल
Q334868	फोंगास्ली प्रांत
Q351625	तात्त्विक भाषाशास्त्र
Q374365	जेद्दाह
Q383092	कला महाविद्यालय
Q386567	अजाक्स
Q465830	शर्मिला टागोर
Q472675	फ्रेडरिक
Q478278	झ्लाटिबोर जिल्हा
Q482657	लोगान
Q483382	स्टीव्ह वॉझनियाक
Q483881	विंडोज २०००
Q484772	अँडरसन लुइस डी अब्रेउ ओलिव्हियेरा
Q486370	चुय प्रदेश
Q486487	विंडोज एनटी
Q486839	संसद सदस्य
Q518011	२००४ ऑस्ट्रेलियन ओपन
Q519774	टेक्स्टएडिट
Q529207	रोनाल्डो
Q621427	आयफोन (मूळ)
Q622673	डग्लस डीसी-४
Q622792	मानिका प्रांत
Q641613	द अमेझिंग रेस
Q656765	बाबरी मशीद
Q705699	ग्लॅडस्‍टोन
Q712832	व्होल्टा प्रदेश
Q716029	जॉनी युनिटास
Q733738	टुलामरीन आंतरराष्ट्रीय विमानतळ
Q740756	स्ट्रॅटफोर्ड
Q753110	गीतकार
Q755149	ब्रिस्टल
Q776930	पीटरबॉरो
Q845168	पूर्व
Q856705	मायक्रोसॉफ्ट डायनॅमिक्स
Q862645	एडमंड
Q864024	पोन्से
Q912916	फीनिक्स स्काय हार्बर आंतरराष्ट्रीय विमानतळ
Q919071	खिलजी घराणे
Q944098	फिलिप दि मोर्ने
Q954894	लेबनॉन
Q956690	कॉर्नवाल
Q956732	हसन जिल्हा
Q964887	मधुर भांडारकर
Q989949	केंट
Q991329	वेस्ट व्हँकुव्हर
Q1002154	business buffet t.v. show
Q1029907	जठर
Q1048902	पिचर
Q1152115	विंडोज एम्बेडेड सीई ६.०
Q1156865	इंडियानापोलिस आंतरराष्ट्रीय विमानतळ
Q1431173	गोवा आंतरराष्ट्रीय विमानतळ
Q1435156	मेथुएनचा तह
Q1578972	आल्बुकर्की आंतरराष्ट्रीय विमानतळ
Q1623029	सत्य युग
Q1639825	लोहार
Q1781396	विंडोज लाइव्ह मेश
Q2012050	दोनेत्स्क ओब्लास्त
Q2040323	इंडसइंड बँक
Q2128862	शिउलेने जिल्हा
Q2678730	कॅलाओ
Q2745300	बडे गुलाम अली खान
Q3351160	राहुल देव बर्मन
Q3366099	डी. सुब्बाराव
Q3530678	अंगाडि तेरु
Q3883318	बीदर
Q4818776	अतुल चिटणीस
Q6064863	रवी रे
Q6933441	मुकेश तिवारी
Q13183983	बाहुन
Q13227919	टाटा कन्सल्टन्सी सर्व्हिसेस
Q15401700	पॅन नंबर
Q17	जपान
Q20	नॉर्वे
Q21	इंग्लंड
Q34	स्वीडन
Q35	डेन्मार्क
Q37	लिथुएनिया
Q41	ग्रीस
Q61	वॉशिंग्टन
Q77	उरुग्वे
Q84	लंडन
Q86	डोकेदुखी
Q152	मासा
Q176	क्वेबेक
Q191	एस्टोनिया
Q215	स्लोव्हेनिया
Q226	नूक
Q231	वालोनी
Q237	व्हॅटिकन सिटी
Q238	सान मारिनो
Q254	वोल्फगांग आमाडेउस मोझार्ट
Q282	वाईन
Q313	शुक्र ग्रह
Q318	दीर्घिका
Q336	विज्ञान
Q340	माँत्रियाल
Q376	घड्याळ
Q385	गडिन्या
Q397	लॅटिन भाषा
Q399	आर्मेनिया
Q432	इस्लाम धर्म
Q440	साल्व्हादोर आयेंदे
Q515	शहर
Q623	कार्बन
Q627	नत्रवायू
Q641	व्हेनिस
Q678	टोंगा
Q727	ॲम्स्टरडॅम
Q754	त्रिनिदाद व टोबॅगो
Q760	सेंट लुसिया
Q775	गेल्डरलांड
Q792	एल साल्व्हाडोर
Q797	अलास्का
Q804	पनामा
Q808	विषाणू
Q810	जॉर्डन
Q811	निकाराग्वा
Q812	फ्लोरिडा
Q817	कुवेत
Q824	ओरेगन
Q830	गाय
Q837	नेपाळ
Q842	ओमान
Q851	सौदी अरेबिया
Q862	जोसेफ ब्रॉडस्की
Q902	बांगलादेश
Q924	टांझानिया
Q935	आयझॅक न्यूटन
Q954	झिंबाब्वे
Q962	बेनिन
Q967	बुरुंडी
Q970	कोमोरोस
Q974	काँगोचे लोकशाही प्रजासत्ताक
Q983	इक्वेटोरीयल गिनी
Q1000	गॅबन
Q1008	कोत द'ईवोआर
Q1013	लेसोथो
Q1016	लीबिया
Q1022	श्टुटगार्ट
Q1035	चार्ल्स डार्विन
Q1055	हांबुर्ग
Q1065	संयुक्त राष्ट्रे
Q1069	भूगर्भशास्त्र
Q1142	अल्सास
Q1174	हरियाणा
Q1179	अ‍ॅकितेन
Q1185	कर्नाटक
Q1195	मेघालय
Q1197	नीडर जाक्सन
Q1207	नॉर्थ डकोटा
Q1212	मोंटाना
Q1214	वायोमिंग
Q1221	आयडाहो
Q1246	कोसोव्हो
Q1261	कॉलोराडो
Q1289	ग्रेनोबल
Q1290	ब्लेझ पास्काल
Q1308	कोमो
Q1371	वेस्ट व्हर्जिनिया
Q1393	डेलावेर
Q1410	जिब्राल्टर
Q1508	मकाती
Q1527	मिनेसोटा
Q1568	हिंदी भाषा
Q1617	उर्दू भाषा
Q1663	स्प्लिट
Q1697	मॉस्को ओब्लास्त
Q1729	एरफुर्ट
Q1735	इन्सब्रुक
Q1741	व्हियेना
Q1754	स्टॉकहोम
Q1829	कालिनिनग्राद
Q1865	क्वालालंपूर
Q1867	ताइपेइ
Q1874	ओदेसा
Q1899	क्यीव
Q1953	येरेव्हान
Q2051	जांबी
Q2123	रेजिना, कॅनडा
Q2280	मिन्‍स्‍क
Q2329	रसायनशास्त्र
Q2331	लेड झेपेलिन
Q2514	विली ब्रांट
Q2604	पोप पायस बारावा
Q2768	तोरिनो एफ.सी.
Q2795	केम्निट्झ
Q2807	माद्रिद
Q2871	हगेन
Q3068	लावार-अतलांतिक
Q3114	कॅनबेरा
Q3141	मेलबर्न
Q3142	लाल
Q3375	त्सुगस्पिट्से
Q3392	नाईल नदी
Q3492	सुमात्रा
Q3718	डकार
Q3733	कोनाक्री
Q3766	दमास्कस
Q3894	कंपाला
Q3915	अंतानानारिव्हो
Q3926	प्रिटोरिया
Q3953	काल्मिकिया प्रजासत्ताक
Q3968	बीजगणित
Q4087	अमोनिया
Q4341	प्रिमोर्स्की क्राय
Q4421	वन
Q4916	युरो
Q4948	व्हेनिसचे प्रजासत्ताक
Q5112	ॲडलेड
Q5282	सल्फर डायॉक्साईड
Q5328	काराचाय-चेर्केस प्रजासत्ताक
Q5334	सारातोव ओब्लास्त
Q5443	ग्रेटा गार्बो
Q5592	मिकेलेंजेलो
Q5687	जेरिचो
Q5690	स्पार्टा
Q5891	तत्त्वज्ञान
Q6346	इंडियानापोलिस
Q6407	यमेलो-नेनेत्स स्वायत्त ऑक्रूग
Q6454	कॅलिस
Q6475	एअरबस ए३२०
Q6478	एअरबस ए३३०
Q6487	अंताल्या
Q6576	इरकुत्स्क
Q7020	जीनोम
Q7198	ओव्हिड
Q7205	जीवाश्मशास्त्र
Q7294	योहानेस ब्राम्स
Q7411	डच भाषा
Q7637	वॉर्ड कनिंगहॅम
Q7880	तुलूझ
Q8461	वर्णद्वेष
Q8495	दूध
Q8680	ब्रिटिश साम्राज्य
Q8692	बिल्बाओ
Q8752	बास्क भाषा
Q8818	वालेन्सिया
Q9041	जेम्स वॅट
Q9056	चेक भाषा
Q9123	अर्नेस्ट रुदरफोर्ड
Q9309	वेल्श भाषा
Q9358	फ्रीडरिक नित्ची
Q9418	मानसशास्त्र
Q9422	वर्धमान महावीर
Q9592	कॅथलिक चर्च
Q9595	त्रिमूर्ति
Q9633	मान
Q9676	आईल ऑफ मान
Q10524	रायन गिग्स
Q10717	जॉर्जटाउन, गयाना
Q10978	द्राक्ष
Q11002	sakhar
Q11024	संचार
Q11233	विंडोज सर्व्हर २००८
Q11248	विंडोज एक्सपी
Q11299	मॅनहॅटन
Q11368	युनिक्स
Q11402	बल
Q11423	वस्तुमान
Q11427	पोलाद
Q11854	राजकोट
Q12121	लुत्सर्न
Q12136	रोग
Q12323	धरण
Q12506	हागिया सोफिया
Q12748	जीवाष्म इंधन
Q12758	सीन-मरितीम
Q12791	तलवार
Q13160	हालिस्को
Q13369	रिमिनी
Q14116	ओएस एक्स
Q15176	क्वांग्शी
Q15180	सोव्हियेत संघ
Q15777	सी
Q16275	सिएना प्रांत
Q16568	जॅक्सनव्हिल
Q16611	रशियाचा ध्वज
Q16645	संयुक्त राज्य अमेरिकाचे छोटे दूरस्थ द्वीपसमूह
Q16987	नोर-पा-द-कॅले
Q17152	मध्यवर्ती मॅसिडोनिया प्रदेश
Q17515	दिएगो मारादोना
Q18426	द ब्राँक्स
Q19523	ए.एस. नॅन्सी
Q19771	जी-२०
Q19809	नाताळ
Q23106	लेस्टरशायर
Q23107	रटलँड
Q23112	केंब्रिजशायर
Q23140	वॉरविकशायर
Q23148	कॉर्नवॉल
Q23197	नॅशव्हिल
Q23337	सॉल्ट लेक सिटी
Q23873	पोप जॉन तेविसावा
Q25280	हॅरिसबर्ग
Q25287	योहतेबोर्य
Q25289	कॉर्निश भाषा
Q25330	ट्रेंटन, न्यू जर्सी
Q26273	सिंट मार्टेन
Q26600	फुकुओका
Q27564	डॉज
Q28813	घोटाळा
Q29445	जुनू
Q29943	अलेग्ज़ॅंड्रिया गव्हर्नोरेट
Q30805	कैरो गव्हर्नोरेट
Q30974	रोआँ
Q32190	बीजिंग राजधानी आंतरराष्ट्रीय विमानतळ
Q33349	मेलिटोपोल
Q33935	तेल अवीव
Q34106	सार्नीया
Q34404	न्यू ऑर्लिन्स
Q34754	सोमालीलँड
Q34804	आल्बुकर्की
Q34990	तोराह
Q35339	wwe
Q35555	वालिस व फुतुना
Q35749	संसद
Q35765	ओसाका
Q36014	हो चि मिन्ह
Q36268	ब्रिजिट बार्दो
Q36620	टायको ब्राहे
Q36647	कॉर्क
Q37312	इंटरनेट मुव्ही डेटाबेस
Q37333	लुब्लिन
Q37340	अपोलो
Q37610	डेव्हिड बेन-गुरियन
Q38453	कोलंबिया, साउथ कॅरोलिना
Q38872	प्रशिया
Q39193	बोहेमिया
Q39709	दे मॉईन
Q40269	पोर्तू अलेग्री
Q40357	तुरुंग
Q41087	रॅले, नॉर्थ कॅरोलिना
Q41183	अलेप्पो
Q41262	नॉटिंगहॅम
Q41843	बेरशेबा
Q41984	आंतरराष्ट्रीय अणुऊर्जा संस्था
Q42247	सली प्रुडहॉम
Q42267	स्पेन फुटबॉल संघ
Q42372	तेजोमेघ
Q42891	कृष्ण
Q42973	वास्तुविशारद
Q43027	एडविन हबल
Q43183	विमा
Q43274	वेल्सचा युवराज चार्ल्स
Q43637	एकाधिकार
Q43727	पोप लिओ बारावा
Q43734	पोप ग्रेगोरी सोळावा
Q44137	जेफ हार्डी
Q44517	ब्रुनो क्राइस्की
Q44559	परग्रह
Q45805	ज्यूरासिक काळ
Q46311	धनुष्य
