sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Alexander Dalgarno:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.34092
"[CLS] Edward Shippen:2 , IV is a member of American Philosophical Society . [SEP]",American Philosophical Society,American Philosophical Society,1,American Philosophical Society,1,-1.88234
[CLS] Tajikistan:3 is a member of Shanghai Cooperation Organisation . [SEP],Shanghai Cooperation Organisation,Shanghai Cooperation Organisation,1,Shanghai Cooperation Organisation,1,-5.44667
[CLS] Isaura:2 Navarro is a member of Workers ' Commissions:2 . [SEP],Workers ' Commissions:2,Workers ' Commissions:2,1,Workers ' Commissions:2,1,-3.43441
[CLS] Shiga:2 Highlands is a member of Man and the Biosphere:3 Programme . [SEP],Man and the Biosphere:3 Programme,Man and the Biosphere:3 Programme,1,Man and the Biosphere:3 Programme,1,-3.56742
[CLS] Leibniz - Forschungsinstitut:3 für Molekulare:3 Pharmakologie:4 is a member of Leibniz Association . [SEP],Leibniz Association,Leibniz Association,1,Leibniz Association,1,-5.15908
"[CLS] Malcolm Trustram:2 Eve , 1st Baron Silsoe:3 is a member of Inner Temple . [SEP]",Inner Temple,Inner Temple,1,Inner Temple,1,-2.98749
[CLS] John Bayley:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.41104
[CLS] Trevor Horn is a member of The Buggles:2 . [SEP],The Buggles:2,The Buggles:2,1,The Buggles:2,1,-1.83082
[CLS] Joe Beats is a member of Non - Prophets:2 . [SEP],Non - Prophets:2,Non - Prophets:2,1,Non - Prophets:2,1,-3.88822
[CLS] Equatorial:3 Guinea is a member of Community of Portuguese Language Countries . [SEP],Community of Portuguese Language Countries,Community of Portuguese Language Countries,1,Community of Portuguese Language Countries,1,-3.47444
[CLS] Chris Goodnow:2 is a member of Australian Academy of Science . [SEP],Australian Academy of Science,Australian Academy of Science,1,Australian Academy of Science,1,-2.49872
[CLS] Michael Bickle:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.77479
[CLS] Howard Petch:2 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.87578
[CLS] Gilbert N . Lewis is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.02289
[CLS] J . B . S . Haldane:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.18477
[CLS] Antoine - Tristan Danty:2 d ' Isnard:2 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.56471
[CLS] Mark Sainsbury:3 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.19507
[CLS] Henry Taube:2 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.73114
[CLS] Robert Calderbank:2 is a member of American Mathematical Society . [SEP],American Mathematical Society,American Mathematical Society,1,American Mathematical Society,1,-2.79293
[CLS] Aaron Bank is a member of Special Forces . [SEP],Special Forces,Special Forces,1,Special Forces,1,-2.70904
[CLS] Martin Barre is a member of Jethro:2 Tull:2 . [SEP],Jethro:2 Tull:2,Jethro:2 Tull:2,1,Jethro:2 Tull:2,1,-0.02449
[CLS] Joseph Petavel:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.70923
[CLS] James Thomson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-0.37304
[CLS] Arnold Brown is a member of The Salvation:2 Army . [SEP],The Salvation:2 Army,The Salvation:2 Army,1,The Salvation:2 Army,1,-1.08575
[CLS] Ernest Vessiot:3 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.31591
[CLS] Peter Riddel:3 is a member of Short Parliament . [SEP],Short Parliament,Short Parliament,1,Short Parliament,1,-8.20358
[CLS] Panagiotis:3 Anagnostopoulos:5 is a member of Filiki:3 Eteria:2 . [SEP],Filiki:3 Eteria:2,Filiki:3 Eteria:2,1,Filiki:3 Eteria:2,1,-5.23161
[CLS] Suez Environnement:3 is a member of TEAM2:4 ecotechnology:4 cluster . [SEP],TEAM2:4 ecotechnology:4 cluster,TEAM2:4 ecotechnology:4 cluster,1,TEAM2:4 ecotechnology:4 cluster,1,-3.17453
[CLS] Paul A . David is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-6.12079
[CLS] Ian Graham Gass:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.45772
[CLS] James R . Williams is a member of Alpha Phi Alpha . [SEP],Alpha Phi Alpha,Alpha Phi Alpha,1,Alpha Phi Alpha,1,-1.25005
[CLS] Jacques Charles is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.44850
[CLS] Janet Watson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.35609
[CLS] Dugald:3 Stewart is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.28749
[CLS] Hans Werner Richter is a member of Group 47 . [SEP],Group 47,Group 47,1,Group 47,1,-6.18698
[CLS] Erina:2 Ikuta:2 is a member of Morning Musume:2 . [SEP],Morning Musume:2,Morning Musume:2,1,Morning Musume:2,1,-0.25505
[CLS] Alfred Elmore:2 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.31548
"[CLS] Sir Vincent Corbet:2 , 1st Baronet is a member of Short Parliament . [SEP]",Short Parliament,Short Parliament,1,Short Parliament,1,-5.57018
[CLS] George Julius Poulett:2 Scrope:3 is a member of Geological Society of London . [SEP],Geological Society of London,Geological Society of London,1,Geological Society of London,1,-1.46885
[CLS] Boris Babkin:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.37362
[CLS] Ana Matronic:3 is a member of Scissor:3 Sisters . [SEP],Scissor:3 Sisters,Scissor:3 Sisters,1,Scissor:3 Sisters,1,-0.66946
[CLS] Frederick William IV of Prussia is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.40072
[CLS] John Evershed:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.18408
[CLS] Alec Jeffreys:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.32413
[CLS] Renato Corsetti:2 is a member of Universal Esperanto Association . [SEP],Universal Esperanto Association,Universal Esperanto Association,1,Universal Esperanto Association,1,-6.66925
[CLS] Fu Ssu:2 - nien:2 is a member of Academia Sinica:2 . [SEP],Academia Sinica:2,Academia Sinica:2,1,Academia Sinica:2,1,-1.36026
[CLS] Otto Wagner is a member of Vienna Secession:2 . [SEP],Vienna Secession:2,Vienna Secession:2,1,Vienna Secession:2,1,-1.83008
[CLS] Samuel Bond is a member of Inner Temple . [SEP],Inner Temple,Inner Temple,1,Inner Temple,1,-4.11644
[CLS] Max Planck is a member of Kaiser Wilhelm Society . [SEP],Kaiser Wilhelm Society,Kaiser Wilhelm Society,1,Kaiser Wilhelm Society,1,-4.21169
[CLS] Estonian Pirate Party is a member of Pirate Parties:2 International . [SEP],Pirate Parties:2 International,Pirate Parties:2 International,1,Pirate Parties:2 International,1,-1.89751
[CLS] Société Nationale de Radiodiffusion:4 et de Télévision:3 is a member of European Broadcasting Union . [SEP],European Broadcasting Union,European Broadcasting Union,1,European Broadcasting Union,1,-2.82309
[CLS] Roland Vivian Pitchforth:4 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.13639
[CLS] Spain is a member of European Union . [SEP],European Union,European Union,1,European Union,1,-0.85594
[CLS] Deng Jiaxian:3 is a member of Chinese Academy of Sciences . [SEP],Chinese Academy of Sciences,Chinese Academy of Sciences,1,Chinese Academy of Sciences,1,-0.55793
[CLS] Henry Chadwick:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.54111
[CLS] Robert Chambers is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-0.96206
[CLS] Kurt Lischka:3 is a member of Schutzstaffel:3 . [SEP],Schutzstaffel:3,Schutzstaffel:3,1,Schutzstaffel:3,1,-0.57574
"[CLS] Sir John Perring:2 , 1st Baronet is a member of Society of Antiquaries:3 of London . [SEP]",Society of Antiquaries:3 of London,Society of Antiquaries:3 of London,1,Society of Antiquaries:3 of London,1,-0.50398
[CLS] Choi Min - ho is a member of SHINee:3 . [SEP],SHINee:3,SHINee:3,1,SHINee:3,1,-0.29490
[CLS] Ireland is a member of European Space Agency . [SEP],European Space Agency,European Space Agency,1,European Space Agency,1,-2.00686
"[CLS] Arthur Hill , 2nd Marquess:2 of Downshire:2 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-2.10750
[CLS] Liam Gallagher is a member of Beady:2 Eye . [SEP],Beady:2 Eye,Beady:2 Eye,1,Beady:2 Eye,1,-2.89636
[CLS] Algeria is a member of World Trade Organization . [SEP],World Trade Organization,World Trade Organization,1,World Trade Organization,1,-1.45966
[CLS] Ed O ' Brien is a member of Radiohead:2 . [SEP],Radiohead:2,Radiohead:2,1,Radiohead:2,1,-2.24023
[CLS] Michael Collins is a member of Irish Republican Brotherhood . [SEP],Irish Republican Brotherhood,Irish Republican Brotherhood,1,Irish Republican Brotherhood,1,-7.70068
[CLS] Doron:2 Zeilberger:3 is a member of American Mathematical Society . [SEP],American Mathematical Society,American Mathematical Society,1,American Mathematical Society,1,-2.12621
[CLS] Neil D . Jones is a member of Academia Europaea . [SEP],Academia Europaea,Academia Europaea,1,Academia Europaea,1,-4.92253
[CLS] Alfred Turner is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-1.99511
[CLS] Visakham:3 Thirunal:3 is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.45107
[CLS] Hermann Flohn:2 is a member of German Academy of Sciences Leopoldina:2 . [SEP],German Academy of Sciences Leopoldina:2,German Academy of Sciences Leopoldina:2,1,German Academy of Sciences Leopoldina:2,1,-1.06807
[CLS] Rowland Gwynne:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.42692
[CLS] Richard Edwin Hills is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.58237
[CLS] Valentine Telegdi:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.94537
[CLS] Walter Thomas Monnington:3 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.21947
[CLS] Peter Corke:2 is a member of Institute of Electrical and Electronics Engineers . [SEP],Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,1,Institute of Electrical and Electronics Engineers,1,-0.73173
[CLS] Susan Greenfield:2 is a member of Royal College of Physicians:3 . [SEP],Royal College of Physicians:3,Royal College of Physicians:3,1,Royal College of Physicians:3,1,-0.78520
[CLS] Geoffrey Hattersley:3 - Smith is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.95712
[CLS] Seán:2 McGarry:5 is a member of Irish Republican Brotherhood . [SEP],Irish Republican Brotherhood,Irish Republican Brotherhood,1,Irish Republican Brotherhood,1,-6.51701
[CLS] Christopher Thorne is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.69232
[CLS] Hugh Campbell Wallace is a member of Democratic National Committee . [SEP],Democratic National Committee,Democratic National Committee,1,Democratic National Committee,1,-6.16386
[CLS] András Róna:2 - Tas is a member of Hungarian Academy of Sciences . [SEP],Hungarian Academy of Sciences,Hungarian Academy of Sciences,1,Hungarian Academy of Sciences,1,-0.86086
[CLS] Italy is a member of World Tourism Organization . [SEP],World Tourism Organization,World Tourism Organization,1,World Tourism Organization,1,-1.54291
[CLS] Canada is a member of International Bank for Reconstruction:2 and Development . [SEP],International Bank for Reconstruction:2 and Development,International Bank for Reconstruction:2 and Development,1,International Bank for Reconstruction:2 and Development,1,-2.09668
[CLS] Carrington:2 Bonsor:2 Williams is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.20311
[CLS] Jim Oliver is a member of Peace Corps . [SEP],Peace Corps,Peace Corps,1,Peace Corps,1,-4.45552
[CLS] John Garnett:3 is a member of American Mathematical Society . [SEP],American Mathematical Society,American Mathematical Society,1,American Mathematical Society,1,-3.07685
[CLS] Peter Conheim:2 is a member of Negativland:4 . [SEP],Negativland:4,Negativland:4,1,Negativland:4,1,-3.65840
[CLS] Richard Hopkins is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-3.58597
[CLS] Inge Lehmann is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.15027
[CLS] John Tuzo:2 Wilson is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.54885
[CLS] Patrick Wilson is a member of Weezer:2 . [SEP],Weezer:2,Weezer:2,1,Weezer:2,1,-2.05552
[CLS] James Cook is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.09398
"[CLS] Henry Percy , 11th Duke of Northumberland is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-2.03073
[CLS] Badminton Europe is a member of Badminton World Federation . [SEP],Badminton World Federation,Badminton World Federation,1,Badminton World Federation,1,-1.30276
[CLS] James Black is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.30333
[CLS] David Phillips is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.44478
[CLS] Nikolay:2 Devyatkov:3 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-0.84799
[CLS] Imre Dimény:2 is a member of Hungarian Academy of Sciences . [SEP],Hungarian Academy of Sciences,Hungarian Academy of Sciences,1,Hungarian Academy of Sciences,1,-0.80800
[CLS] Germany is a member of African Development Bank . [SEP],African Development Bank,African Development Bank,1,African Development Bank,1,-5.23195
[CLS] Edward Waring:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.48261
[CLS] William Duckett:2 is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-3.46343
[CLS] John Dalrymple:4 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.00838
[CLS] Alexandru Dimitrie:2 Xenopol:3 is a member of Romanian Academy . [SEP],Romanian Academy,Romanian Academy,1,Romanian Academy,1,-4.26067
[CLS] Yugoslav Radio Television is a member of European Broadcasting Union . [SEP],European Broadcasting Union,European Broadcasting Union,1,European Broadcasting Union,1,-2.00345
[CLS] Andrew Leith:2 Hay is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.07498
[CLS] George Washington Vanderbilt II is a member of Vanderbilt family . [SEP],Vanderbilt family,Vanderbilt family,1,Vanderbilt family,1,-0.68517
[CLS] Saint Joseph ' s University is a member of Association of Jesuit:2 Colleges and Universities . [SEP],Association of Jesuit:2 Colleges and Universities,Association of Jesuit:2 Colleges and Universities,1,Association of Jesuit:2 Colleges and Universities,1,-0.94760
[CLS] Henry Eeles:2 Dresser:2 is a member of Zoological Society of London . [SEP],Zoological Society of London,Zoological Society of London,1,Zoological Society of London,1,-1.31215
[CLS] Alexander George Ogston:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.79299
[CLS] Brian Gillen:2 is a member of Provisional Irish Republican Army . [SEP],Provisional Irish Republican Army,Provisional Irish Republican Army,1,Provisional Irish Republican Army,1,-4.61519
[CLS] William Houstoun:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.97027
[CLS] James Mangles:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.28879
[CLS] Canada is a member of North American Free Trade Agreement . [SEP],North American Free Trade Agreement,North American Free Trade Agreement,1,North American Free Trade Agreement,1,-3.18172
[CLS] Tommy Gagliano:3 is a member of Lucchese:3 crime family . [SEP],Lucchese:3 crime family,Lucchese:3 crime family,1,Lucchese:3 crime family,1,-2.04065
[CLS] University of Massachusetts Amherst:3 is a member of Five College Consortium . [SEP],Five College Consortium,Five College Consortium,1,Five College Consortium,1,-7.92927
[CLS] Murdoch Mitchison:2 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.02247
[CLS] Matthew Curling:2 Friend is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.36303
[CLS] Anson:2 Chan is a member of Legislative Council of Hong Kong . [SEP],Legislative Council of Hong Kong,Legislative Council of Hong Kong,1,Legislative Council of Hong Kong,1,-0.94010
[CLS] George Taylor Denison:2 III is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.59755
[CLS] Giovanni Battista Beccaria:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.68950
[CLS] Bradley M . Kuhn is a member of Software Freedom Conservancy:4 . [SEP],Software Freedom Conservancy:4,Software Freedom Conservancy:4,1,Software Freedom Conservancy:4,1,-2.75111
[CLS] Taiwan is a member of United Nations . [SEP],United Nations,United Nations,1,United Nations,1,-1.21577
[CLS] Daniel E . Noble is a member of Institute of Electrical and Electronics Engineers . [SEP],Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,1,Institute of Electrical and Electronics Engineers,1,-0.71049
[CLS] Allan H . Meltzer:2 is a member of Mont Pèlerin:3 Society . [SEP],Mont Pèlerin:3 Society,Mont Pèlerin:3 Society,1,Mont Pèlerin:3 Society,1,-3.20617
"[CLS] Philip Stanhope:3 , 2nd Earl Stanhope:3 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-1.42695
[CLS] Janet Treasure is a member of Royal College of Physicians:3 . [SEP],Royal College of Physicians:3,Royal College of Physicians:3,1,Royal College of Physicians:3,1,-0.85913
[CLS] Alexander E . Shilov:2 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-1.24356
[CLS] John Terence Coppock:3 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.15789
[CLS] Henry Beighton:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.96600
[CLS] Gyula Vályi:3 is a member of Hungarian Academy of Sciences . [SEP],Hungarian Academy of Sciences,Hungarian Academy of Sciences,1,Hungarian Academy of Sciences,1,-0.67797
[CLS] Thomas Jervoise:3 is a member of Short Parliament . [SEP],Short Parliament,Short Parliament,1,Short Parliament,1,-7.67949
[CLS] Margaret Cole is a member of Fabian Society . [SEP],Fabian Society,Fabian Society,1,Fabian Society,1,-6.23526
[CLS] Barry Simon is a member of American Mathematical Society . [SEP],American Mathematical Society,American Mathematical Society,1,American Mathematical Society,1,-3.30734
[CLS] Desmond Dickinson is a member of British Society of Cinematographers:4 . [SEP],British Society of Cinematographers:4,British Society of Cinematographers:4,1,British Society of Cinematographers:4,1,-1.03976
[CLS] Hugh Edward Richardson is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.36331
[CLS] George Jobberns:3 is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.87322
[CLS] Setsuro:3 Ebashi:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-4.27765
[CLS] Richard Roderick:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.09874
[CLS] Robert Mond is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.49814
[CLS] Noodles:3 is a member of The Offspring:2 . [SEP],The Offspring:2,The Offspring:2,1,The Offspring:2,1,-0.61325
[CLS] William Hamilton is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.99499
[CLS] Margareta Steinby:2 is a member of Society of Antiquaries:3 of London . [SEP],Society of Antiquaries:3 of London,Society of Antiquaries:3 of London,1,Society of Antiquaries:3 of London,1,-0.87575
"[CLS] Sir John Holland , 1st Baronet is a member of Cavalier:2 Parliament . [SEP]",Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-2.45316
[CLS] Willem Maris:2 is a member of Hague School . [SEP],Hague School,Hague School,1,Hague School,1,-7.02327
[CLS] Donald J . Savoie is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.38007
[CLS] Edward Poole is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-3.22577
[CLS] Washington Redskins:2 is a member of National Football League . [SEP],National Football League,National Football League,1,National Football League,1,-0.46620
[CLS] Anders Fridén:3 is a member of In Flames . [SEP],In Flames,In Flames,1,In Flames,1,-4.28273
[CLS] George Peard:2 is a member of Short Parliament . [SEP],Short Parliament,Short Parliament,1,Short Parliament,1,-7.47517
[CLS] Walter William Ouless:2 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.30709
[CLS] Percy Powell - Cotton is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.42832
[CLS] Agnes Arber:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.32515
[CLS] A . H . Armstrong is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.84723
[CLS] Archibald Hill is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.55016
[CLS] Charles Frederick Cross is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.63545
[CLS] Ron Welty:2 is a member of Steady:2 Ground . [SEP],Steady:2 Ground,Steady:2 Ground,1,Steady:2 Ground,1,-5.02716
[CLS] Lavrentiy:4 Beria:2 is a member of Central Committee of the Communist Party of the Soviet Union . [SEP],Central Committee of the Communist Party of the Soviet Union,Central Committee of the Communist Party of the Soviet Union,1,Central Committee of the Communist Party of the Soviet Union,1,-0.33573
[CLS] Belgium is a member of European Space Agency . [SEP],European Space Agency,European Space Agency,1,European Space Agency,1,-1.26645
[CLS] Nicholas Carlisle is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.50029
[CLS] Amos Bairoch:2 is a member of Swiss Institute of Bioinformatics:4 . [SEP],Swiss Institute of Bioinformatics:4,Swiss Institute of Bioinformatics:4,1,Swiss Institute of Bioinformatics:4,1,-1.37238
[CLS] Monfragüe:4 is a member of Man and the Biosphere:3 Programme . [SEP],Man and the Biosphere:3 Programme,Man and the Biosphere:3 Programme,1,Man and the Biosphere:3 Programme,1,-3.04428
[CLS] Gabriel Cleary:2 is a member of Provisional Irish Republican Army . [SEP],Provisional Irish Republican Army,Provisional Irish Republican Army,1,Provisional Irish Republican Army,1,-5.09433
[CLS] Tony Imi:2 is a member of British Society of Cinematographers:4 . [SEP],British Society of Cinematographers:4,British Society of Cinematographers:4,1,British Society of Cinematographers:4,1,-0.79882
[CLS] Standards Australia is a member of International Organization for Standardization:2 . [SEP],International Organization for Standardization:2,International Organization for Standardization:2,1,International Organization for Standardization:2,1,-1.83090
[CLS] Óscar Ramírez is a member of Shining Path . [SEP],Shining Path,Shining Path,1,Shining Path,1,-6.36975
[CLS] Léon Binet:2 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.23286
[CLS] John Maddox:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.70138
[CLS] John Cornforth:3 is a member of Australian Academy of Science . [SEP],Australian Academy of Science,Australian Academy of Science,1,Australian Academy of Science,1,-2.30342
[CLS] Christopher Evans is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.82298
[CLS] Slovenský:3 rozhlas:3 is a member of European Broadcasting Union . [SEP],European Broadcasting Union,European Broadcasting Union,1,European Broadcasting Union,1,-2.12272
[CLS] Jonas Moore is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.87636
[CLS] Brunei is a member of United Nations . [SEP],United Nations,United Nations,1,United Nations,1,-1.46869
[CLS] George Arthur Pollard:2 is a member of The Salvation:2 Army . [SEP],The Salvation:2 Army,The Salvation:2 Army,1,The Salvation:2 Army,1,-1.09356
[CLS] Jørn:3 Inge Tunsberg:2 is a member of Hades:2 Almighty:4 . [SEP],Hades:2 Almighty:4,Hades:2 Almighty:4,1,Hades:2 Almighty:4,1,-1.78733
[CLS] Lionel Penrose:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.03154
[CLS] Robin Milner:2 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-2.36941
[CLS] Henry Drury:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.98265
[CLS] George Witt is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.25886
[CLS] Denis Mack Smith is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.71872
[CLS] François - Joseph Hunauld:3 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.69178
[CLS] Steven Wilson is a member of Porcupine:3 Tree . [SEP],Porcupine:3 Tree,Porcupine:3 Tree,1,Porcupine:3 Tree,1,-1.22177
[CLS] Edward Gourdin:3 is a member of Alpha Phi Alpha . [SEP],Alpha Phi Alpha,Alpha Phi Alpha,1,Alpha Phi Alpha,1,-1.35360
[CLS] Helen Carter is a member of The Carter Sisters . [SEP],The Carter Sisters,The Carter Sisters,1,The Carter Sisters,1,-2.21570
[CLS] Mariëtte:3 Hamer:2 is a member of Social - Economic Council . [SEP],Social - Economic Council,Social - Economic Council,1,Social - Economic Council,1,-4.57420
[CLS] Winston Churchill is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.15221
[CLS] Robert Muir is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.23875
[CLS] William Baird is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.64602
[CLS] David MacMillan:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.37252
[CLS] Louis - Edmond Hamelin:2 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.46267
[CLS] Vineeta:3 Rastogi:3 is a member of Peace Corps . [SEP],Peace Corps,Peace Corps,1,Peace Corps,1,-4.23261
[CLS] Rugby Canada is a member of World Rugby . [SEP],World Rugby,World Rugby,1,World Rugby,1,-1.46465
[CLS] Tadeusz Kotarbiński:3 is a member of Polish Academy of Learning . [SEP],Polish Academy of Learning,Polish Academy of Learning,1,Polish Academy of Learning,1,-5.60778
