Q2	पृथ्वी
Q160609	पोप इनोसंट चौथा
Q160642	सॉल्झब्री
Q160687	वल्दिव्हिआ
Q160734	तोकुशिमा
Q160813	१९६२ फिफा विश्वचषक
Q160826	स्वीडन फुटबॉल संघ
Q160852	विल्यम इवार्ट ग्लॅडस्टोन	विल्यम इवार्ट ग्लॅड्स्टोन	विल्यम ग्लॅडस्टोन
Q161057	फ्राउनहॉफर	फ्राउनहोफर गेजेलशाफ्ट
Q161062	टोगोलँड
Q161072	फुटबॉल-बुंदेसलीगा २००७-०८
Q161076	पॉल रेनॉ
Q161092	व्लादिमिर क्रॅमनिक	व्लादिमीर क्रॅमनीक
Q161176	फुकुशिमा	फुकुशिमा-शी
Q161205	सफाविद घराणे	सफावी घराणे	सफावी राजघराणे	सफावी राजवंश	सफावी वंश
Q161337	ऑरलँडो मॅजिक
Q161345	ह्युस्टन रॉकेट्स
Q161376	मिस युनिव्हर्स
Q161437	नेत्रशल्यचिकित्सा
Q161562	कॅलिफोर्निया इन्स्टिट्यूट ऑफ टेक्नॉलॉजी
Q161595	मायस्लोविच
Q161598	भूजल
Q161672	पॅट्रिस एमेरी लुमुम्बा	पॅट्रिस लुमुम्बा	पॅत्रिस लुमुम्बा
Q161718	संयुक्त राष्ट्रे विकास कार्यक्रम
Q161810	युएफा यूरो १९९२
Q161885	ग्रेट ब्रिटनचे राजतंत्र
Q161983	पोप पायस चौथा
Q162174	एर डोलोमाइट	एर डोलोमिटी
Q162279	क्यूआपियो
Q162442	प्रयाग	प्रयागराज
Q162475	काउंटी कॉर्क
Q162548	ओस्केमेन
Q162615	कार्ताजिना
Q162677	मुरोम
Q162691	मारियाचे स्वर्गारोहण
Q162737	अंगारा नदी
Q162753	सोफी मार्सू
Q162880	डेझहोऊ
Q162986	तेलपूरक नौका
Q163271	खेर्सन ओब्लास्त
Q163480	शार्लट बॉबकॅट्स
Q163534	ऑस्ट्रिया फुटबॉल संघ
Q163547	आयर्लंड फुटबॉल संघ	आयर्लंडचे प्रजासत्ताक फुटबॉल संघ
Q163584	डेरी
Q163700	नाइट ऑफ लीजन ऑफ ऑनर
Q163740	विना-नफा संस्था
Q163798	तृशुर
Q163829	sinthezizer
Q163900	फ्रान्सिस झेवियर
Q163974	राफेल व्हान डेर वार्ट	राफेल व्हान दर वार्ट
Q164079	हानोव्हरचे राजतंत्र
Q164089	मेक्सिको फुटबॉल संघ
Q164103	अ ब्युटिफुल माइंड
Q164134	अमेरिका फुटबॉल संघ
Q164177	फिनिक्स सन्स	फीनिक्स सन्स
Q164193	लिव्हिव ओब्लास्त
Q164234	कावासाकी
Q164236	विशेष प्रतिनिधी
Q164346	आयनार गेर्हार्डसन
Q164389	विल्हेल्म फ्रिमन कोरेन ब्येर्कनेस	विल्हेल्म ब्येर्कनेस	विल्हेल्म ब्येर्क्नेस
Q164535	मोबुटु सेसे सेको	मोबुटु सेसे सेको न्कुकु न्गबेंडू वा झा बांगा
Q164819	गॅगाउझिया
Q165094	अ ँग्री बर्ड् स	अँग्री बर्डस्
Q165141	स्वित्झर्लंड फुटबॉल संघ
Q165199	मिरची
Q165204	मेरिडा	मेरिदा, मेक्सिको
Q165264	चित्रदुर्ग जिल्हा
Q165352	कर्मान प्रांत	कार्मेनिया
Q165420	प्लीव्हन
Q165421	जॅकलीन	जॅकलीन केनेडी	जॅकलीन केनेडी ऑनासिस	जॅकलीन केनेडी ओनासिस	जॅकलीन ली बूव्हिये केनेडी ओनासिस
Q165459	सातू मेअर काउंटी
Q165550	ओमानचा ध्वज
Q165658	अॅडोबे फ्लॅश
Q165862	रॉयल एअरफोर्स	रॉयल एर फोर्स	रॉयल एरफोर्स
Q165956	नॉर्थ वेस्ट	नॉर्थ-वेस्ट	वायव्य प्रांत
Q165972	फोर्ट लॉडरडेल
Q165980	व्हियेना विद्यापीठ
Q166002	अप्पर हट
Q166032	वॉशिंग्टन पोस्ट
Q166065	लेलीस्टॅड
Q166121	१९७४ फिफा विश्वचषक
Q166196	पोलंड फुटबॉल संघ
Q166542	आंतरराष्ट्रीय संबंध
Q166620	पाणलोट क्षेत्र
Q166635	स्टॅन्ली बाल्डविन
Q166776	बेल्जियम फुटबॉल संघ
Q167024	बासे-तेर
Q167186	नॅशनल जिओग्राफिक सोसायटी
Q167253	पोर्टलंड ट्रेल ब्लेझर्स	पोर्टलंड ट्रेलब्लेझर्स
Q167394	क्रागुयेवाश
Q167485	नुरिस्तान
Q167715	तिरुअनंतपुरम	तिरुअनंतपुरम्	तिरुवअनंतपुरम	तिरुवनंतपुरम	तिरुवनन्तपुरम	तिरूअनंतपुरम	तिरूवनंतपुरम	त्रिवेंद्रम	थिरुवनंतपुरम
Q167874	चेर्निहिव्ह ओब्लास्त
Q167895	कलामाता
Q168041	झिबिग्न्यू ब्रेझिन्स्की
Q168057	क्रेओवा
Q168193	नजफ
Q168360	आफ्रिकन फुटबॉल मंडळ	आफ्रिकन फुटबॉल संघटन
Q168397	रोमेनिया फुटबॉल संघ
Q168652	हार्जेस
Q168691	दुसरा वित्तोरियो इमानुएले	व्हिक्टर इमॅन्युएल दुसरा
Q168734	पोप व्हिजिलियस
Q168811	कझाक सोव्हियेत साम्यवादी गणराज्य
Q168843	सारी, इराण
Q168866	एसकीसेहिर
Q168929	कांपो ग्रांदे
Q168949	सेमनान प्रांत
Q168959	झ्डेनो श्ट्रबा
Q169134	नारा
Q169138	मायामी हीट
Q169376	नागासाकी
Q169470	भौतिकशास्त्रज्ञ
Q169501	पोल्ताव्हा ओब्लास्त
Q169577	अर्नेस्ट ओरलँडो लॉरेंस	अर्नेस्ट ओरलँडो लॉरेन्स	अर्नेस्ट लॉरेंस	अर्नेस्ट लॉरेन्स
Q169637	मिलवॉकी बक्स
Q169846	रुबिन्हो बॅरीकेलो	रुबेन्स गोन्साल्वेस बॅरीकेलो	रुबेन्स बॅरीकेलो
Q169898	स्कुदेरिआ फेरारी	स्कुदेरिआ फेर्रारी
Q169923	काउंटी गॅलवे
Q169943	सॅन माटेओ
Q169962	Lake Tahoe	टाहो सरोवर	लेक टाहो
Q169986	मकालु
Q170024	रास अल-खैमाह
Q170040	एफ.सी. रुबिन कझान
Q170041	गोलेस्तान प्रांत
Q170047	समरा
Q170072	डच प्रजासत्ताक
Q170075	संयुक्त राष्ट्रे आर्थिक व सामाजिक परिषद
Q170115	श्रीनगर
Q170247	जिनॅन
Q170263	चेस्टर
Q170287	सुबोटिका
Q170313	नेल्सप्रुइट	नेल्स्प्रूट	म्बोम्बेला
Q170322	क़िंग्डाओ
Q170323	निन्टेन्डो डीएस
Q170327	दक्षिण आफ्रिका फुटबॉल संघ
Q170329	इंडियाना पेसर्स
Q170386	पोप इनोसंट दुसरा
Q170389	पोप बेनेडिक्ट बारावा
Q170395	पोप क्लेमेंट आठवा
Q170403	युक्रेन फुटबॉल संघ
Q170446	सुमी ओब्लास्त
Q170454	अगरतला	अगरताळा	आगरताळा
Q170457	एडिन
Q170462	सरावाक	सारायाक	सारावाक
Q170467	फिलिप पाचवा
Q170482	अव्हारुआ
Q170497	ग्लॉस्टर
Q170502	पोप ऑनरियस पहिला
Q170513	टॅगॅनरॉग
Q170521	काशी	काश्गर
Q170525	अगादिर
Q170532	अमेजिया
Q170561	हंगेरी फुटबॉल संघ
Q170566	जपान फुटबॉल संघ
Q170568	याज प्रांत
Q170570	इलाम प्रांत
Q170573	कॉम
Q170588	टेक्सासचे गणराज्य	टेक्सासचे प्रजासत्ताक	टेक्सासाचे प्रजासत्ताक	प्रजासत्ताक टेक्सास
Q170616	चिबा
Q170645	२०१८ फिफा विश्वचषक
Q170649	युटा जॅझ
Q170666	खार्कीव्ह ओब्लास्त
Q170688	सान्ता क्रुझ	सान्ता क्रुझ दे ला सियेरा
Q170714	रामोत्स्वा
Q170741	कार्ल मान जॉर्ज सीगबान	मान सीगबान
Q170790	गणितज्ञ
Q170863	पोप क्लेमेंट सहावा
Q170903	गिमार्येस
Q170967	डेनिझली
Q170972	समाजवादी पक्ष
Q170996	गालाटी
Q171080	कोटर
Q171195	आचार्य नागार्जुन
Q171223	नायरीजीहझा
Q171224	युजीन, ओरेगन
Q171238	पोप सेलेस्टीन चौथा
Q171313	ऑटोड्रोमो आंझो इ दिनो फेरारी
Q171382	बामयान
Q171400	सर्किट दे मोनॅको
Q171416	ट्रफालगारची लढाई	ट्रफाल्गरची लढाई
Q171417	ऑटोड्रोमो नॅझियोनाल मोंझा
Q171421	हेन्री मॉर्टन स्टॅन्ले
Q171617	कांपिनास
Q171632	माराकाईबो
Q171639	अशदोद
Q171684	ली सिंगमन	सिंगमन र्ही	सिंगमन ऱ्ही
Q171702	चहर्महल अँड बख्तीरी प्रांत
Q171771	भुबनेश्वर	भुवनेश्वर
Q171809	इंग्लंडच्या काउंट्या
Q171810	अलन्या जिल्हा
Q171852	ओदेसा ओब्लास्त
Q171899	धर्म स्वातंत्र्य
Q171943	नांचांग
Q171965	लुहान्स्क ओब्लास्त
Q171985	मॅसेच्युसेट्स बे ट्रान्सपोर्टेशन ऑथोरिटी
Q172012	२००९ चायनीज ग्रांप्री
Q172014	घाना फुटबॉल संघ
Q172020	पेराग्वे फुटबॉल संघ
Q172025	चिली फुटबॉल संघ
Q172030	Team मॅक्लरीन	मॅकलारेन	मॅक्लरीन
Q172107	पोलिश-लिथुएनियन राष्ट्रकुल
Q172114	कुफरा
Q172157	विंचेस्टर
Q172221	स्लोवेनिया फुटबॉल संघ	स्लोव्हेनिया फुटबॉल संघ
Q172383	पोप सिल्व्हेस्टर दुसरा
Q172385	फिरोजपुर जिल्हा	फिरोजपूर जिल्हा
Q172415	कुतैसी
Q172435	न्यू ऑर्लिअन्स सेंट्स	न्यू ऑर्लिन्स सेंट्स
Q172438	पीटरबॉरो
Q172455	ब्लॉंग बिलेनकोर्ट
Q172466	स्टीवन चु	स्टीवन चू
Q172491	Data mining	डाटा मायनिंग	डेटा मायनिंग	विदा उत्खनन
Q172530	कतारचा ध्वज
Q172582	केंद्र साहित्य अकादमी पुरस्कार	साहित्य अकादमी पुरस्कार
Q172587	निष्कलंक स्टील
Q172637	निज्नेवार्तोव्स्क
Q172697	मार्क्वेसास आईसलँड
Q172722	रेनॉ एफ१	रेनो एफ१	रेनोल्ट एफ१
Q172771	ब्रिटीश नौदल	रॉयल नेव्ही
Q172831	१९६० युरोपियन देशांचा चषक	१९६० यूरोपियन देशांचा चषक
Q172840	मरे गेल-मान
Q172906	बुद्ध आंतरराष्ट्रीय सर्किट
Q172931	२००० ब्रिटिश ग्रांप्री	२००० ब्रिटीश ग्रांप्री
Q172969	एफ.सी. शख्तार दोनेत्स्क
Q173121	केरेतारो	सान्तियागो दे केरेतारो
Q173158	क्रिष्ण भांजी	क्रिष्ण भानजी	बेन किंग्जली	बेन किंग्जले	बेन किंग्सले	बेन किंग्स्ले
Q173253	जाणीव
Q173277	ब्लेगोवग्रॅड
Q173332	काउंटी केल्ल्डर
Q173395	सिस्को सिस्टिम्स
Q173402	मिस वर्ल्ड
Q173474	वेलिको टारनोवो
Q173690	जजिरोकास्टर
Q173699	सिटयूबल
Q173731	गझनी
Q173761	लिथुएनियन सोव्हियेत साम्यवादी गणराज्य
Q173821	हेलमंड
Q173830	फर्याब
Q173985	फैसलाबाद
Q174010	कर्मानशाह प्रांत
Q174091	छांग्षा
Q174096	सर्सोगोन शहर
Q174158	हिब्रू विद्यापीठ
Q174193	ग्रेट ब्रिटन व आयर्लंडचे एकत्रित राजतंत्र	ग्रेट ब्रिटन व आयर्लंडचे संयुक्त राजतंत्र
Q174224	विलमिंग्टन
Q174389	सीझर पुरस्कार	सेझार पुरस्कार
Q174461	रांची
Q174512	स्लोव्हाकिया फुटबॉल संघ	स्लोव्हेकिया फुटबॉल संघ
Q174570	लंडन स्कूल ऑफ इकॉनॉमिक्स
Q174684	तुजला
Q174736	विनाशिका
Q174744	व्हिला आलममन
Q175117	मोस्कवा नदी
Q175145	आयवोरी कोस्ट फुटबॉल संघ	आयव्हरी कोस्ट फुटबॉल संघ	कोट दि आईव्होर फुटबॉल संघ	कोत द'ईवोआर फुटबॉल संघ
Q175157	आंतरराष्ट्रीय एकदिवसीय सामने
Q175309	कामेरून फुटबॉल संघ
Q175315	न्यू झीलँड फुटबॉल संघ	न्यू झीलंड फुटबॉल संघ
Q175477	सोल विश्वचषक मैदान
Q175517	नॉरिल्स्क
Q175651	ओबनिंस्क
Q176132	Tom Marvolo Riddle	Tom Riddle	टॉम मारवोलो रिडल	टॉम रिडल	लॉर्ड व्हॉल्डेमॉर्ट	लॉर्ड व्होल्डेमॉर्ट
Q176178	जोमाला
Q176186	लेमेन्ड
Q176371	पी.एफ.सी. सी.एस.के.ए. मॉस्को
Q176636	ओरेकहोवो-झुयेवो
Q176659	आंद्रे मार्कोव्ह
Q176883	२०१० फिफा विश्वचषक
Q177220	गवई	गायक
Q177310	बोरीस स्पस्क्य	बोरीस स्पास्की
Q177567	अॅमेझॉन वर्षावन
Q177918	पहिले बाल्कन युद्ध
Q178021	डब्लिन विमानतळ
Q178067	टॉमसीना
Q178093	पोघकिप्सी
Q178169	प्रेस्बिटेरियन
Q178179	ग्वातेमालाचा ध्वज
Q178283	काउंटी लिमरिक
Q178373	रश
Q178382	जुर्मला
Q178476	मौद्रिक अर्थशास्त्र
Q178531	वायडॅन
Q178577	नॉर्बर्ट वीनर
Q178626	काउंटी मेयो
Q178725	निटेरोई
Q178777	जेट इंजिन
Q178837	Disney Channel	डिज्नी चॅनल	डिस्नी चॅनल	डिस्नी चॅनेल
Q178865	मिखाइल बॉट्विनिक	मिखाइल बोट्विनिक	मिखाइल मॉइसेयेविच बोट्विनिक	मिखाईल बॉट्व्हिनिक	मिखैल बोट्विनिक
Q178878	बेकस्साबा
Q178903	अलेक्झांडर हॅमिल्टन
Q178994	ऑस्ट्रेलियन अँटार्क्टिक टेरिटोरी	ऑस्ट्रेलियन अँटार्क्टिक प्रदेश
Q179023	फ्रेंच वसाहती साम्राज्य
Q179029	साबा
Q179126	जॉन रस्किन
Q179224	डोव्हर
Q179294	युनुक
Q179325	काउंटी स्लिगो
Q179351	वेस्टमिन्स्टर	वेस्टमिन्स्टरचे शहर	सिटी ऑफ वेस्टमिन्स्टर
Q179379	२००८ हंगेरियन ग्रांप्री	२००८ हंगेरीयन ग्रांप्री
Q179424	काउंटी डोनेगल
Q179437	काउंटी रॉसकॉमन
Q179461	धर्मग्रंथ
Q179552	थर्मिस्टीकलीस	थेमिस्टोक्लीस
Q179559	आर्द काउंटी
Q179570	केअरौआन
Q179588	बिहोर काउंटी
Q179608	नॅनिंग
Q179645	शिन्जुकु-कु
Q179722	फॉगलो
Q179726	कुमलिंगे
Q179730	कोकर
Q179830	जेऌगवा	जेलगावा
Q179957	लिपिशास्त्र
Q180131	गॅबरोवो
Q180187	होंडुरास फुटबॉल संघ	होन्डुरास फुटबॉल संघ
Q180192	सिनॉप
Q180200	हरजू काउंटी
Q180231	काउंटी किलकेनी
Q180233	पोरी
Q180330	फराह
Q180344	ओशनिया फुटबॉल मंडळ	ओशनिया फुटबॉल संघटन	ओशेनिया फुटबॉल संघटन
Q180522	अकाबा
Q180563	युएफा यूरो १९९६	१९९६ युएफा युरोपियन फुटबॉल अजिंक्यपद
Q180573	दक्षिण व्हिएतनाम	दक्षिण व्हियेतनाम	व्हियेतनामचे प्रजासत्ताक	व्हियेतनामाचे प्रजासत्ताक
Q180589	बोरिस जॉन्सन
Q180717	सॉस
Q180845	बल्गेरिया फुटबॉल संघ
Q180857	वेल्स फुटबॉल संघ
Q180950	ओक्लाहोमा सिटी थंडर
Q180967	आदि शंकराचार्य	आद्य शंकराचार्य
Q181114	क्राइस्लर कॉर्पोरेशन	क्रायस्लर	क्रायस्लर कॉर्पोरेशन	क्रायस्लर ग्रुप एल.एल.सी.	क्रायस्लर ग्रूप एल.एल.सी.
Q181190	बॉस्निया आणि हर्झगोव्हिना फुटबॉल संघ	बोस्निया आणि हर्जेगोविना फुटबॉल संघ
Q181209	सुसेवा काउंटी
Q181238	आफ्रिका
Q181276	स्लोनोक
Q181278	२०२० उन्हाळी ऑलिंपिक
Q181363	ब्रायन डेव्हिड जोसेफसन
Q181376	ग्रोडनो
Q181557	काऊशुंग शहर
Q181633	मिकोलाइव्ह ओब्लास्त
Q181765	पवित्र रोमन सम्राट
Q181830	शुमेन
Q181832	मोशे कात्साव्ह
Q181839	सापेक्ष अर्थच्छटाशास्त्र	सापेक्ष अर्थछटाशास्त्र
Q181854	लॅपिनरांटा
Q181862	काउंटी क्लेअर
Q181875	रॉबर्ट पील	सर रॉबर्ट पील
Q181882	काउंटी कार्लो
Q181903	अल्जीरिया फुटबॉल संघ
Q181912	के.एल.एम.
Q181930	नायजेरिया फुटबॉल संघ
Q181966	नाहा
Q182009	टेकीरडाग
Q182025	एकसारे
Q182059	कुमासी
Q182070	मॅक्झेंटियस	मॅक्झेन्टियस	मॅक्झेन्टियस, रोमन सम्राट	मॅग्नॅन्टीयस
Q182072	चेकोस्लोव्हाकिया फुटबॉल संघ	चेकोस्लोव्हेकिया फुटबॉल संघ
Q182081	इलिस पार्क मैदान
Q182196	युएफा यूरो १९८०
Q182201	युएफा यूरो १९६८
Q182205	१९६४ युरोपियन देशांचा चषक
Q182299	चेनीया
Q182343	नायगारा नदी
Q182386	युएफा यूरो १९७२
Q182394	यझ्ड	याझद
Q182428	सिलिस्ट्रा
Q182436	ग्रंथपाल
Q182474	पोप लुशियस तिसरा
Q182481	तूरक्वाँ
Q182521	रुस्तवी
Q182531	युद्धनौका
Q182547	रोमन प्रांत
Q182565	फुकेट
Q182591	काउंटी विस्कॉ
Q182624	क्लुज काउंटी
Q182625	विंडसर
Q182633	काउंटी वेस्टमेथ
Q182642	जॉन ग्लेन
Q182740	सर्बिया फुटबॉल संघ
Q182770	युएफा यूरो १९८४
Q182844	हेरात
Q182852	कुन्मिंग
Q182874	त्साओ श्वेछिन
Q182923	स्टर्लिंग
Q182930	एफ.सी. रोस्तोव
Q182984	कानो
Q182985	मतदान प्रणाली
Q183002	सुरगुत
Q183021	निमरुझ
Q183028	उरोजगण
Q183032	जोहोर
Q183111	जिहलावा
Q183124	कोचाबम्बा
Q183126	Ramakrishna	गदाधर चट्टोपाध्याय	पुराण	रामकृष्ण परमहंस
Q183167	गिल्बर्ट कीथ चेस्टरटन	जी.के. चेस्टरटन
Q183197	स्प्रेडशीट
Q183266	सॅम्युअल जॉन्सन	सॅम्युएल जॉन्सन
Q183270	एडवर्ड मिल्स पर्सेल
Q183303	जलालाबाद
Q183314	खैबर पख्तूनख्वा	नॉर्थवेस्ट फ्रंटियर प्रॉव्हिन्स	वायव्य सरहद्दी प्रांत
Q183405	सॅफी
Q183445	जस्टिन पहिला	जस्टीन पहिला	पहिला जस्टिन	फ्लाव्हियस यस्टीनस
Q183498	ब्रॅटिस्लावा प्रदेश
Q183539	काउंटी लोऊथ
Q183544	काउंटी मिथ
Q183551	वॉटरफोर्ड
Q183584	लॅन्झू
Q183698	आयव्हन पाचवा	आयव्हन पाचवा अलेक्सेयेविच	इव्हान पाचवा	इव्हान पाचवा अलेक्सेयेविच
Q184046	झेंका
Q184090	प्रेस्टोन
Q184184	नाऊदिबाऊ
Q184345	विना डेल मार
Q184348	लंबवर्तुळाकार दीर्घिका
Q184387	नॉर्वे फुटबॉल संघ
Q184445	काउंटी ऑफली
Q184469	काउंटी केरी
Q184478	कॅलिफोर्निया विद्यापीठ
Q184539	ऑर्डू
Q184587	Grand Rapids	ग्रँड रॅपिड्स
Q184590	धावपट्टी
Q184592	जेरार्ड एट हॉफ्ट	जेरार्डस ट हूफ्ट
Q184594	काउंटी वॉटरफोर्ड
Q184599	काउंटी वेक्सफोर्ड
Q184602	इराण फुटबॉल संघ
Q184759	कॅरॅक्टर एनकोडिंग
Q184760	काउंटी मोनाघन
Q184817	लिग्नीन
Q184851	डियेगो गार्सिया
Q184945	हास्टिंग्ज बंडा
Q185085	मिगेल दि उनामुनो	मिगेल दि उनामुनो इ युगो
Q185103	रोमन ब्रिटानिया
Q185107	कार्लोस मेनेम	कार्लोस सौल मेनेम अकिल
Q185111	टोबॅगो
Q185114	टर्गोविष्ठ
Q185125	हमामात्सू
Q185134	टलेमसन
Q185163	ओ.जी.सी. नाईस	ओ.जी.सी. नीस
Q185221	मलाक्का
Q185280	बॅआ मारे
Q185332	सटू मरे
Q185350	सन मरीनो फुटबॉल संघ	सान मरीनो फुटबॉल संघ	सान मारिनो फुटबॉल संघ
Q185351	कायदेपंडित
Q185371	कोस्ट प्रांत
Q185374	झला काउंटी
Q185404	बंडॅबर्ग
Q185442	लगमन
Q185458	क्वेटा	क्वेट्टा
Q185582	नॉक्सव्हिल
Q185591	पिटरमारित्झबर्ग	पीटरमारित्झबर्ग
Q185632	लाईमासॉल
Q185667	ए.एम. ट्युरिंग पारितोषिक	ट्युरिंग पारितोषिक
Q185682	फ्रेंच इंडोचीन
Q185684	हफै
Q185700	विटेब्स्क प्रदेश
Q185741	अर्न्स्ट हॅपल स्टेडियॉन	अर्न्स्ट हॅपल स्टेडीयॉन	अर्न्स्ट हॅपेल स्टेडियोन	अर्न्स्ट-हॅपल-स्टेडियोन	एरंस्ट हपल स्टेडीऑन
Q185944	कलांतान	केलांतान	क्लांतान
Q186012	एच.टी.सी.	एचटीसी	एचटीसी कॉर्पोरेशन
Q186141	गंगटोक	गांतोक	गान्तोक
Q186237	जोएनसूयू
Q186243	इराक फुटबॉल संघ
Q186249	औषधनिर्माण शास्त्र
Q186262	आल्बेनिया फुटबॉल संघ
Q186276	लिथुएनिया फुटबॉल संघ
Q186349	तार्ग्यू म्यूर
Q186444	अण्वस्त्र प्रसारबंदी करार
Q186481	रिकार्डो जियाकोनी	रिकार्दो जियाकोनी
Q186517	परजीवीपणा
Q186569	एम्बॉल
Q186576	पझरजॅक
Q186591	पाकिस्तान पीपल्स पार्टी
Q186614	दोमोदेदोवो आंतरराष्ट्रीय विमानतळ
Q187009	लिकुड
Q187136	लुओयांग
Q187346	कॉन्सटॅटीन
Q187352	कॅवला
Q187373	हमादान प्रांत
Q187402	काउंटी कावन
Q187593	लुबुंबाशी
Q187693	फेजर काउंटी
Q187712	अबू धाबी अमिरात
Q187821	तत्ताब्यआ
Q187861	वूलाँगाँग
Q187899	डीप ब्ल्यु
Q188022	मार्डीन
Q188094	अर्थ तज्ञ	अर्थतज्ज्ञ	अर्थतज्ञ
Q188096	पिनांग	पेनांग
Q188161	डच ईस्ट इंडीज	डच ईस्ट इंडीझ	डच ईस्ट ईंडीझ	नेदरलंड ईस्ट ईंडिझ
Q188228	एल साल्वाडोर फुटबॉल संघ	एल साल्व्हाडोर फुटबॉल संघ
Q188304	संडरलँड
Q188336	सफेड
Q188363	युगोस्लाव्हिया फुटबॉल संघ
Q188373	दक्षिण बोहेमिया प्रदेश
Q188399	सेंट्रल बोहेमियन प्रदेश
Q188457	डॅनी वेल्बेक
Q188478	ब्रायला
Q188509	उपनगर
Q188514	टाटा मोटर्स	टेल्को	रजनीश
Q188518	कुंडली
Q188548	युएफा यूरो १९७६
Q188575	आयमॅक्स
Q188586	सिसिलीचे राजतंत्र
Q188650	लुसिटानिया
Q188673	टर्गोविस्ट
Q188693	ब्लँटायर
Q188712	जपानी साम्राज्य
Q188791	सायप्रस फुटबॉल संघ
Q188901	सोरोकाबा
Q188914	हुगो पुरस्कार
Q188920	डेल्टा एर लाइन्स	डेल्टा एरलाइन्स	डेल्टा एरलाईन्स
Q188933	काबुल प्रांत
Q188939	एमिलियो अग्विनाल्डो	एमिलियो अग्विनाल्दो	एमिलियो अग्विनाल्दो इ फामी
Q188947	कदा	केदा
Q188953	पराक	पेराक
Q189059	म्यतिलीन
Q189128	लिऑन
Q189133	केर्न्स
Q189134	युझ्याक
Q189138	हर्मोसिलो
Q189144	वॉल्टर रॅले
Q189150	ब्लॅक पँथर पार्टी
Q189198	आइसलँड फुटबॉल संघ	आइसलैंड फुटबॉल संघ
Q189275	सोव्हिएत संघ फुटबॉल संघ	सोव्हियेत संघ फुटबॉल संघ
Q189322	लात्व्हिया फुटबॉल संघ
Q189328	लॅव्हेच
Q189471	कुपर्टिनो	कुपर्तिनो
Q189490	जेनिफर लॉरेन्स
Q189502	व्र्यास्टा
Q189546	बिझर्टे
Q189571	युएफा यूरो २०१६
Q189602	मिसोला
Q189655	जस्स-नाजिकुक-सोलोन्क काउंटी
Q189701	तरंगानू	तरेंगानू	तेरेंगानू	त्रिंगानू
Q189710	सलांगोर	सेलंगोर	सेलांगोर
Q189723	सौदी अरेबिया फुटबॉल संघ
Q189747	वासिट गव्हर्नोरेट
Q189823	हायकूउ
Q189901	आर्गोस
Q189987	निकोलास ब्लूमबर्गेन
Q189990	अँटोनी ह्युइश
Q190018	कॉमरोम-एसझेटर्गोम काउंटी
Q190042	विश्व बुद्धिबळ अजिंक्यपद	विश्व बुद्धिबळ अजिंक्यपद स्पर्धा
Q190211	डग्लस डी.सी. ३	डग्लस डीसी-३	डी.सी.३
Q190464	Hsbc	एचएसबीसी
Q190499	सेवेरोडेव्हीन्स्क
Q190503	आर्थर लिओनार्ड शॉलो	आर्थर लियोनार्ड शाव्लो	आर्थर लियोनार्ड शॉलो	आर्थर लियोनार्ड श्वालो
Q190550	मोरावियन-सिलेसियन प्रदेश
Q190572	व्हिसेंटे फॉक्स	व्हिसेंते फॉक्स	व्हिसेन्ते फॉक्स
Q190618	न्यू यॉर्क जायंट्स	न्यूयॉर्क जायन्ट्स
Q190643	प्लाटून
Q190687	अरागुआ
Q190756	विल्यम डॅनियेल फिलिप्स
Q190828	पेताह तिक्वाह
Q190929	मॅक्सि रॉड्रिगेझ	मॅक्सि रॉड्रिग्स	मॅक्सि रॉद्रिगेस	मॅक्सिमिलियानो रुबेन रॉद्रिगेझ	मॅक्सी रॉद्रिगेझ
Q190930	व्हिस्चेना प्रदेश
Q190978	उत्तर आयर्लंड फुटबॉल संघ
Q191065	डोलज काउंटी
Q191077	युगोस्लाव्हियाचे राजतंत्र
Q191123	लेवी एश्कोल	लेव्हि एश्कॉल	लेव्हि श्कॉलनिक	लेव्ही एश्कॉल	लेव्ही श्कॉलनिक
Q191130	कॅनझवा
Q191164	बोलिवार
Q191186	कॅरोबोबो
Q191204	सुलेमानिया
Q191299	बेनगो प्रांत
Q191314	गोदावरी	गोदावरी नदी
Q191346	पहांग	पाहांग
Q191406	इस्रायल फुटबॉल संघ
Q191477	पिट्सबर्ग स्टीलर्स
Q191582	कोमेकॉन
Q191595	टोगो फुटबॉल संघ
Q191600	नागरी अधिकार
Q191651	मासबाट शहर
Q191670	इल्फॉव काउंटी
Q191718	बरबेरा
Q191766	समांथा स्टोसर	समांथा स्टोसुर
Q191789	मार्था डँड्रिज कस्टिस वॉशिंग्टन	मार्था वॉशिंग्टन
Q191838	द काउंट ऑफ मॉन्टे क्रिस्टो
Q192049	यून बॉ-सिऑन	यून बॉसिऑन	यून बो-सिऑन
Q192088	एटोन कॉलेज
Q192149	त्रिनिदाद आणि टोबॅगो फुटबॉल संघ
Q192170	प्राकृत
Q192225	नेटानिया
Q192265	फोकनी
Q192271	जुयांग
Q192517	बोल्डर
Q192606	लेस्कोवॅक
Q192611	सांसदीय मतदारसंघ	सासंदीय मतदारसंघ
Q192689	बर्ट्राम नेव्हिल ब्रॉकहाउस	बर्ट्राम ब्रॉकहाउस
Q192697	दक्षिण मोरावियन प्रांत
Q192702	उस्ति नाद लाबेम प्रदेश
Q192703	इलिया फ्रँक	इल्या फ्रँक	इल्या मिखाइलोविच फ्रँक
Q192711	भारताचे पंतप्रधान
Q192712	कै मान बोर्ये सीगबान	कै सीगबान
Q192746	खरवस
