Q2	כדור הארץ
Q366289	סאיאת נובה
Q366355	ואן קלייברן
Q366547	ג'יימס דוליטל
Q366791	סקרנות
Q366830	Adrenalize
Q367120	אורסט קיפרנסקי
Q367129	רוי רוג'רס
Q367143	חואן איגנסיו מולינה
Q367415	גוליילמו הראשון, מלך סיציליה
Q367447	לואי פרימה
Q367508	אריק דולפי
Q367557	תורוואלד סטאונינג
Q367566	יוגי ברה
Q367635	אוטו סטרוב
Q367973	ארמן
Q368037	וס בנטלי
Q368045	צ'סטר
Q368215	App Store
Q368254	ג'אקומו באלה
Q368338	Microsoft Publisher
Q368354	ריצ'רד אשקרופט
Q369013	מייקל לייטון
Q369089	Google Arts & Culture
Q369100	סטיקלסטאד
Q369576	נסטולה
Q369662	ולדימיר ובודסקי
Q369668	ויליאם אוסלר
Q369907	סיד אבו אל-אעלא מודודי
Q369924	Hey Joe
Q369957	מוחמד אסד
Q370060	סלומון מאיר רוטשילד
Q370241	רולנד היל
Q370633	Pink Flag
Q370765	מארק בול
Q370822	The Beatles in Mono
Q370847	יואל לינדפרה
Q370925	דיילי סיטי, קליפורניה
Q371060	גוגל רידר
Q371207	קולומבו
Q371232	פטרי לינדרוס
Q371267	טאניוג
Q371451	התאחדות הכדורגל הגאורגית
Q371495	בריאן מקנאמרה
Q371576	הפרלמנט הקרואטי
Q371599	פאנטליס קאפס
Q371652	אלבין אקדל
Q371795	ריקרדו שאיי
Q371862	ז'אן-ז'וזף דה מונדונוויל
Q371909	פרפקט
Q372026	אנדריי טיכונוף
Q372075	ראיסיו
Q372092	זיטו
Q372143	Low-Life
Q372313	אנריקה וילה-מאטאס
Q372436	מדינאי
Q372549	סלוודור אספריו
Q372617	The Lemon Song
Q372989	Fortune
Q373064	אייטור קראנקה
Q373065	פיזיקה יישומית
Q373160	כחול רקיע
Q373703	סלבטורה אקרדו
Q373770	יוהאן סימון מאייר
Q373808	חוג'אנד
Q373940	הנרי יוז וילסון
Q374024	ניקולאי לוזין
Q374053	ורה זבונרבה
Q374152	סיימאס
Q374365	ג'דה
Q374451	בואינג הליקופטרים
Q374727	עורף
Q375033	התאחדות הכדורגל הקריבי
Q375063	אדריאנה לקוברר
Q375606	בירקבק, אוניברסיטת לונדון
Q375733	וירג'יליו מאצוקי
Q375835	אקונומטריקה
Q376150	איגוד הטלקומוניקציה הבינלאומי
Q376264	פארק החתירה האולימפי שוניי
Q376724	תחבושת
Q376749	צ'יטגונג
Q376793	מותחן ברגי
Q378154	חומצות שומן חיוניות
Q378427	פרס ספרות
Q378605	מג'לס
Q378839	דוד ינובסקי
Q378896	מחוז סמית'
Q379079	התאחדות ההתעמלות הבינלאומית
Q379138	פאדג'
Q379267	אילדבראנדו פיצטי
Q379339	Let It Bleed
Q379685	איזידור הפועל
Q379723	נוגאי חאן
Q379787	חואן פרים
Q379885	אשלג
Q379931	פייר רוורדי
Q379956	אנרי דה מונטרלאן
Q380075	פרקליט
Q380088	אלפונסו הרביעי, מלך אראגון
Q380241	ביאזיד בסטאמי
Q380243	איוואן סצ'נוב
Q380289	סקיפ ג'יימס
Q380319	Dynamic-Link Library
Q380344	סטטיסטיקה תאורית
Q380456	אדוארד טיצ'נר
Q380669	נוסח המסורה
Q380719	קוטון מת'ר
Q380865	דייוויד פרוסט
Q381069	קנוד, נסיך הכתר של דנמרק
Q381077	גוטפריד הלנוויין
Q381082	ולדמר השלישי, מלך דנמרק
Q381124	התאחדות הכדורגל הבלגית המלכותית
Q381129	התאחדות הכדורגל של אזרבייג'ן
Q381150	נורי א-סעיד
Q381296	פאיז אחמד פאיז
Q381375	מלחמת נגורנו-קרבאך
Q381397	מנחם מנדל שניאורסון
Q381700	פבלוס, נסיך הכתר של יוון
Q381759	מישה מייסקי
Q381779	אארוסוויט
Q381884	סרגיי לזרב
Q381896	אזור ניאגרה
Q381912	אטארנוס
Q382101	קואוטו, מיה,
Q382193	אלסיו טקינארדי
Q382303	מריאנו ריברה
Q382389	ז'אק אודיאר
Q382530	פאבלו דה לוקאס
Q382616	פלוגלהורן
Q382919	קמפוס סאלס
Q382984	דיניטרוגן טטרוקסיד
Q382987	ג'ובאני פרארי
Q383092	בית ספר לאמנות
Q383108	הצבא הלאומי האפגני
Q383179	התאחדות הכדורגל של אפגניסטן
Q383260	חיסון לשפעת
Q383295	Windows Update
Q383322	האפיפיור הנבחר סטפנוס
Q383541	בסהאנטר
Q383568	אוניברסיטת ולנסיה
Q383663	Wind & Wuthering
Q383853	הנרי ליטולף
Q384060	טאמבלר
Q384544	קרלובי וארי
Q384593	שוטר
Q384796	אודה (עיר)
Q384811	אגם דון חואן
Q385268	פרארי 599 GTB פיוראנו
Q385437	דומיניק סטראוס-קאהן
Q386120	האומות המאוחדות
Q386122	ריליאו-לה-פאפ
Q386459	פאולו טיראלונגו
Q386496	ממלכת מונטנגרו
Q386551	ז'אן איטאר
Q386854	מתופף
Q387422	תלמוד ירושלמי
Q387555	מחוז טרהבון
Q389008	After Forever
Q389458	אפטונבלודט
Q389688	הממלכה האחמנית
Q389763	התאחדות הכדורגל של יוון
Q389870	ליידי אנטבלום
Q389933	הקמצן
Q389936	American Historical Review
Q390018	פסטיבל הסרטים הבינלאומי בטורונטו
Q390028	היכל העצמאות האמריקני
Q390107	בורברי
Q390162	חוש
Q390389	איטניום
Q390598	התאחדות הכדורגל של אלבניה
Q390776	המושל הכללי של קנדה
Q391038	שמש-שום-אוכין
Q391331	אצטדיון טדי
Q391461	גרוייץ
Q392125	טוקיו מיו מיו
Q392227	GTP
Q392564	המסגד הגדול של פריז
Q392599	אוורט
Q392904	הפוליטכניקום של מילאנו
Q393593	איה נאפה
Q394423	אגנר קרארוף ארלנג
Q395725	אגוסטינו סטפאני
Q396154	אוסביו די פרנצ'סקו
Q397905	קולומביה
Q398845	אגוסטה
Q398878	אגוסטה-ווסטלנד
Q399495	שפה תקנית
Q399963	אהרן ברק
Q400515	רדסטון
Q400678	אחמד כסרווי
Q401976	מהיר ועצבני 5
Q402563	סירופ מייפל
Q403494	אחמד איסמאעיל עלי
Q403671	נמל התעופה ליסבון
Q403740	מוסטפא ח'ליל
Q404394	הקורבטות מסדרת פלאואר
Q405789	סבילנגראד
Q406426	חדז'ידימובו
Q406599	טיסה 901 של אייר ניו זילנד
Q406972	מרכז אייר קנדה
Q407199	השטחים הפלסטיניים
Q407258	סידן גופרתי
Q407314	ברקוביצה
Q407373	אראבינוז
Q407473	אתילן אוקסיד
Q407478	אייר מקאו
Q407490	המיצלולוז
Q407548	מגנזיום הידרוקסיד
Q407646	מניטול
Q407699	חומצה ארכידונית
Q407784	התפתחות גופנית בינקות
Q407891	ביסולפיט
Q407993	ברזל גופריתי
Q408050	דימתיל אתר
Q408683	חומצה מינרלית
Q408744	פולס צ'רץ'
Q409017	צלוביוז
Q409184	אתיל בנזן
Q409389	זאב מעופף
Q409747	אלסטין
Q409990	חומצה איקוסאפנטאנואית
Q410185	נתרן ציאניד
Q410271	טרופאן
Q410744	אשלגן סורבט
Q411301	חמצן דו-פלואורי
Q411624	וימנטין
Q411713	גליום ניטריד
Q412037	TCR
Q412158	פרגננולון
Q412356	צורן קרביד
Q412824	אצטדיון טוקיו
Q414636	אקדמיק סופיה
Q415294	AKAI
Q415945	פיטול
Q417718	ITO
Q417800	CD8
Q419547	קסילאן
Q419557	אנזימי עיכול
Q420061	אלדול
Q420291	אובלבומין
Q420766	טירוזין הידרוקסילאז
Q420769	Apple III
Q420927	תצמד חלבוני
Q420953	אייר ג'ורדן
Q421023	הארגון של האיברו-אמריקאי
Q421724	ציאנוגן
Q421773	טרהלוז
Q421811	נמל התעופה הבינלאומי שנגחאי הונגצ'ייאו
Q421888	אמוניום הידרוקסידי
Q421894	כחול פרוסי
Q421948	חומצה אורגנית
Q422021	אוסמיום ארבע-חמצני
Q422080	כלור דו-חמצני
Q422281	כוליציסטוקינין
Q422404	ממשלת קנדה
Q422426	פלואוריד האשלגן
Q422835	טרונדור
Q423026	אתר פעיל
Q423143	ספינגומיילין
Q423185	קורטיזון
Q423298	פסקל קיניאר
Q423604	בית המדרש לרבנים בברלין
Q423643	עלי בן סעיד
Q423772	עוקבה בן נאפע
Q424418	תחמוצות חנקן
Q424724	קטלאז
Q424984	אוקוויל
Q425057	מילטון
Q425281	מסגד אל-אקצא
Q425772	מיניסטרי
Q426015	וויזארד
Q426127	...But Seriously
Q426135	...Famous Last Words...
Q426367	קרבוקסיפפטידאז
Q426663	מקס הלוחם 3
Q426745	גוף
Q427048	סמל קוויבק
Q427402	דאגלס DC-5
Q427583	עיקר החדשות (סדרת טלוויזיה)
Q427941	אמירות האסלאמית של אפגניסטן
Q428124	סגול
Q428130	סוניק X
Q428152	גיטרת סלייד
Q428570	נווה המדבר ח'ארגה
Q428672	שמואל סלנט
Q428688	דודג' צ'אלנג'ר
Q428732	פוקיאה
Q429220	ורוד
Q429557	ג'יה
Q430035	פרס אסטריד לינדגרן
Q430161	הממשלה הצ'כוסלובקית הגולה
Q430464	דירבורן
Q430525	סרט קונצרט
Q430682	גלריית טייט
Q430776	נצרת
Q431146	כריסטין בויסון
Q431195	DB2
Q431289	מותג
Q431319	Reckoning Night
Q431575	השושלת האידריסית
Q431603	קבוצת אינטרס
Q431826	מחוז שלבי
Q432272	מדוזה
Q432616	יתומי איידס
Q432686	אן קיוזאק
Q432743	גאווין רוסדייל
Q432931	ג'ון אלווי
Q432938	ריינלדו האן
Q433076	הנרי סידג'וויק
Q433193	דומיניק רושטו
Q433287	ולשנופן
Q433497	מרתה אבה
Q433505	AltaVista
Q433721	פאול גרביס
Q433841	יוהנס דה סקרובוסקו
Q433942	לידיה צ'וקובסקיה
Q434171	מייקל באלף
Q434182	יגאל הורביץ
Q434328	לאופולד גודובסקי
Q434522	בוב בראדי
Q434601	פרנץ שמידט
Q434724	אולטה אדמס
Q434805	אוגוסטו בואל
Q434972	פייר מונטה
Q435090	פבלו סקורופדסקי
Q435262	רוז טרמיין
Q435296	ג'ירולמו פבריציו
Q435584	סמואיל מרשק
Q435699	הנרי תומאס באקל
Q435716	תומאס ווטסון
Q435781	קרל יקוב סונדול
Q435857	מארי ולס
Q436002	איזק קזובון
Q436126	ריינהרדט קייזר
Q436169	נרקיסו יֶפֶּס
Q437094	דלפין דה ז'ירארדן
Q437983	אלבר קלמט
Q438131	צ'ארלס ג'יימס פוקס
Q438820	אריאן לאבד
Q438998	קניה סינקלר
Q441112	ארתור גרומיו
Q441178	ריימונד סמוליאן
Q441185	ראול בוט
Q441235	לואי ז'ול טרושו
Q441272	רומן דוריס
Q441430	אלטין ללה
Q441537	פרנסס רייט
Q441563	אדוארד ג'יי קינג
Q442010	עברי גיטליס
Q442441	פירי
Q442492	סטיבן אנזונזי
Q442983	ויליאם ברנסייד
Q443153	הפלמים הפרימיטיביים
Q443166	בוב רוק
Q443528	ג'. ב. פריסטלי
Q443615	מוניקה אנג'ל
Q445275	סקסופון אלט
Q445460	שאנטידבה
Q445829	מאנו דיבנגו
Q446605	ברנרד קורנוול
Q446692	דומיטרו פרונאריו
Q447101	קיקי די
Q447117	מצרית קדומה
Q447433	מאנוס חג'ידאקיס
Q447682	ברתולומאיוס שפרנגר
Q447907	הנק ג'ונס
Q448644	הרולד ארלן
Q448820	טופיק בחראמוב
Q448822	לואי מרשאן
Q448930	קורופט
Q449571	רביע אבו ח'ליל
Q450100	אשלנד
Q450229	הנסיך עלי ח'אן
Q450467	אדוארד מקדואל
Q450602	גילה אלמגור
Q450821	טניה ריינהרט
Q450890	אנג'ם צ'ודארי
Q451444	ויליאם מורדוך
Q451476	סקוטיה בנק
Q451489	אנטואן לואי בארי
Q451566	מנכמוס
Q451587	טימוליאון
Q451727	צ'ארלס בל
Q451901	בטינה ויגמן
Q452773	ארנו אמורי
Q453371	קלוד מילר
Q453393	לי קוניץ
Q453406	סטנלי קלארק
Q453589	לואי ז'וזף דה מונקאלם
Q453611	דניס וילסון
Q453698	אמנדוס הקדוש
Q453980	קוונטין בלייק
Q454031	סטיב גאד
Q454041	ריצ'ל ווייטריד
Q454188	ג'ף ביל
Q454331	אמנדוס אדמסון
Q454656	יאן דוידס דה היים
Q454674	אמאר אקבאר אנתוני
Q454925	ניקולאי בוגוליובוב
Q454945	צ'ארלס וילסון פיל
Q455199	ג'וזפה סארטי
Q455236	אלכסיס קורנר
Q455413	נבחרת בליז בכדורגל
Q455424	באירם חאן
Q455428	התאחדות הכדורגל השוודית
Q455438	אלן אוקטביאן יום
Q455464	נורדוויק
Q455605	אל קופר
Q455773	רוי אייקוף
Q455963	אפו
Q455991	הפועל חיפה
Q456122	אלכסנדר דה בוארנה
Q456157	Amazon Web Services
Q456365	אלסיו צ'רצ'י
Q456544	טרבורן
Q456598	סייריטה רייט
Q456639	ג'ון לורי
Q457089	אודרה פלרו
Q457262	פישר, הלן
Q457334	מונקטון
Q457376	צסק"א מוסקבה
Q457460	ריד
Q458625	אלכס קפרנוס
Q458743	גאורגי אספרוחוב
Q458761	A Love Trilogy
Q459081	דויגו אסנה
Q459381	תורת הספרות
Q459720	פחות או יותר
Q459842	ספר מורמון
Q459897	ויקטור ווניאמה
Q459983	אני מספר ארבע
Q460061	ריד, הרברט,
Q460124	ז'אק קאלו
Q460143	טבח לורנס
Q460162	מוזיאולוגיה
Q460201	אלזה זילברשטיין
Q460358	יעל אבקסיס
Q460363	קיארה מרגריטה קוצולאני
Q460375	אנדרס לימפאר
Q460824	ז'אן-לוק מריון
Q460925	מיכאלובצה
Q461011	לואיס ג'ורדן
Q461096	אבן השאם
Q461557	קארון
Q461568	ריקרדו גאייגו
Q461569	אברהם הרמן
Q461659	סוציולוגיה של הדת
Q461736	מועדון פריז
Q461793	נמל התעופה הבינלאומי של קהיר
Q461891	אמנת סבאלברד
Q462262	בונזאי רקורדס
Q462266	הלן דנמור
Q462364	גוסטב קהן
Q462381	תומאס ליירד קנדי
Q462463	דוקטרינה ואמנה
Q462562	ליל הארדין ארמסטרונג
Q463090	סמית' וסון
Q463198	לייף
Q463303	האקדמיה האמריקאית לאמנויות ולמדעים
Q463345	אמריקן איירליינס סנטר
Q463478	אלטה יאקובס
Q463632	הונדה אקורד
Q463640	פורשה בוקסטר
Q463671	הנס-מרטין לינדה
Q463884	היום הבינלאומי למגוון ביולוגי
Q463999	משפחת קוסבי
Q464009	אביר על גלגלים
Q464097	להסה דה סלה
Q464123	צוות לעניין
Q464213	איימי גרנט
Q464344	קאפות
Q464458	עיד אל-פיטר
Q464497	דונה קארן
Q464626	אלכסנדר מיכאילוביץ', הנסיך הגדול של רוסיה
Q464658	נורברט ביסקי
Q464699	בהר דר
Q464728	ממפיס מיני
Q464862	דורה בקויאניס
Q464865	נני
Q464946	הנרי אדוארד מאנינג
Q464955	וינדזור
Q464971	פלורסטאן הראשון, נסיך מונקו
Q465004	רוב לי
Q465014	טרמפולינה
Q465071	נמל התעופה פרדריק שופן
Q465072	מאטה אמריטננדמאיי
Q465104	ברודי
Q465459	פול טורטלייה
Q465472	צער גידול בנות
Q465488	לאופולד אינפלד
Q465501	פעלולן
Q465640	אלכסנדר פטושקו
Q465770	ויליאם תומאס קוסגרייב
Q465877	אליס רז'ינה
Q465910	תא טלפון
Q465952	אמוקו
Q465971	לורה סמט
Q466006	גאפסה
Q466047	יוהאן אוגוסט נאהל
Q466061	מחוז פטן
Q466062	ג'ק הולבורן
Q466066	ב.מ.וו סדרה 3
Q466186	דג ושמו וונדה
Q466221	סילט (עיר)
Q466320	מירה נאיר
Q466508	רוזמרי קלוני
Q466518	קרן פלס
Q466538	מחוז קאבו דלגאדו
Q466640	מאמן סוסים
Q466797	אסנה
Q466835	נמל התעופה הבינלאומי וושינגטון דאלס
Q466956	נשיא צ'ילה
Q467021	מוזפר א-דין שאה קאג'אר
Q467132	ארקואיל
Q467172	עובדיה יוסף
Q467454	RTF
Q467487	קורשיקי
Q467606	תורת המודלים
Q467644	אלכסיי מילר
Q467649	B-47 סטרטוג'ט
Q467650	נג'ינגה מבנדה
Q467732	מוסה מנארוב
Q467754	פאקו רבאן
Q467770	פרדריך מאריאט
Q467864	הרפובליקה העממית הסוציאליסטית של אלבניה
Q468083	כריסטיאן נובואה
Q468267	אנדריי סיניאבסקי
Q468374	שרי שרי ראווי שנקר
Q468402	אריח
Q468557	מחוז מיאמי-דייד
Q468563	נובה פריבורגו
Q468625	הלומברדים במסע הצלב הראשון
Q468697	ראן לולה ראן
Q468811	אלינור ברון
Q469093	בריאן אונולן
Q469262	צ'ארלי בירד
Q469571	אנה לואיזה קרש
Q469801	טיכון
Q469862	השמש העירומה
Q469866	ג'סיקה הרפר
Q469942	איוואן דיאס
Q470098	המין השני
Q470169	אוסיפ ברנשטיין
Q470182	פול וייטמן
Q470200	מרטן טרומפ
Q470362	מטה מאריט, נסיכת נורווגיה
Q470457	שלמה מינץ
Q470557	ז'אן פולאן
Q470592	אמהרסט
Q470617	פרעה סנדרס
Q470626	מחוז אמהרסט
Q470795	נור א-דין אל-בטרוג'י
Q470804	מישל דושוסואה
Q470890	לסקי, הרולד,
Q471067	ז'אן לוק פונטי
Q471154	התזמורת הפילהרמונית של ניו יורק
Q471550	דייוויד קריסטל
Q471753	קובה ליברה
Q471806	Microsoft Surface
Q471886	חדרה
Q471891	דה בירס
Q471927	פרדריק בארטלט
Q472051	גלן פריי
Q472270	מקס נורדאו
Q472311	ארגון ההגירה הבינלאומי
Q472451	סימנס בריאות
Q472675	פרדריק
Q472756	פיירו מנצוני
Q472971	מרחב
Q472989	לוסיאן ברנהארד
Q473004	Empty Glass
Q473201	טורבו פסקל
Q473245	התאחדות הכדורגל הבלארוסית
Q473248	התאחדות הכדורגל הקפריסאית
Q473435	בולוסן
Q473873	VEVO
Q473937	ז'אן-בטיסט אניבאל אובר דה בייה
Q473984	נשיא פקיסטן
Q474026	Amor Prohibido
Q474181	התאחדות הכדורגל השווייצרית
Q474200	בניית אוניות
Q474333	עמוס טברסקי
Q474915	הונדה דומני
Q474947	התאחדות הכדורגל הפינית
Q474952	התאחדות הכדורגל הנורווגית
Q475403	הרמה הברנית
Q475658	נשיא אוסטריה
Q475689	הפרלמנט של קנדה
Q475736	פלדת דמשק
Q476294	מזרחנות
Q476590	פסיכולוגיה של המוזיקה
Q476757	הרפובליקה הדמוקרטית של אפגניסטן
Q476786	גוגל באז
Q476825	אלן יסואה
Q477089	הפרלמנט ההלני
Q477115	משחקי אסיה 1974
Q477125	מקדש העם
Q477328	G77
Q477369	פסטיבל הסרטים של שאנגחאי
Q477406	עוצר
Q477677	נמל התעופה הבינלאומי בוריספיל
Q477928	החתולים הסמוראים
Q477951	מחוז גלאזקוק
Q478076	חוק התשוקה
Q478258	קלטג'ירונה
Q478278	מחוז זלאטיבור
Q478320	התאחדות הכדורגל הסקוטית
Q478360	הסמויה
Q478381	גן הדובדבנים
Q478456	אמסטרדם
Q478546	מצעד הגאווה באמסטרדם
Q478601	טוני וילסון
Q478629	דבלינרס
Q478654	קאימק
Q478720	בורסת אמסטרדם
Q480085	מחוז משנה ברואון
Q480700	דלקת אוזניים
Q482455	An Innocent Man
Q482542	שברולט קפטיבה
Q482635	הטבח בקנט סטייט
Q482657	לוגן, יוטה
Q482853	עמוד השדרה
Q482980	מחבר
Q482994	אלבום מוזיקה
Q483020	פריז סן-ז'רמן
Q483042	איסקנדר
Q483047	אוזבקים
Q483110	אצטדיון
Q483132	Windows 98
Q483269	יצקת
Q483318	סימביאן
Q483379	גוון סטפאני
Q483382	סטיב ווזניאק
Q483453	מזרקה
Q483501	אמן
Q483577	ריבאלדו
Q483659	דגל סינגפור
Q483718	פו פייטרס
Q483738	אנאדולו אפס
Q483745	לאוצין
Q483802	ניקלבק
Q483810	הקרנבריז
Q483868	נבחרת צ'כיה בכדורגל
Q483881	Windows 2000
Q483915	נייקי
Q483992	ויליאם אדולף בוגרו
Q483994	קאזו
Q484141	מוחמד איקבאל
Q484195	השושלת הטימורית
Q484255	אליס אין צ'יינס
Q484265	אנדרו קרנגי
Q484342	מחוז פרשינג
Q484523	ג'ארד לטו
Q484591	ידיעת הטבע
Q484616	מחוז גארבין
Q484678	ברקלי
Q484761	פילוסופיה של הלשון
Q484772	אנדרסון
Q484779	לוק בסון
Q484799	מרבייה
Q484892	Windows Me
Q485021	Windows 2.0
Q485038	מחוז אוקלהומה
Q485172	אן ארבור
Q485176	פסדינה
Q485207	ארגון שאנגחאי לשיתוף פעולה
Q485470	מחוז פאושיק
Q485537	ריח
Q485547	אורנגזב
Q485581	אוויירו
Q485592	מחוז דארקה
Q485646	מחוז סקיוטו
Q485679	דה ראסמוס
Q485716	גלנדייל
Q485724	קורלאונה
Q486007	מחוז המערב (קזחסטן)
Q486282	פבלודר
Q486306	פנסקולה
Q486348	מחוז הרד
Q486414	הרי אנארי
Q486472	קנזס סיטי
Q486479	רוצ'סטר
Q486487	Windows NT
Q486748	פסנתרן
Q486839	חבר פרלמנט
Q486882	מיצ'יו קאקו
Q486972	יישוב
Q486986	הקווקז הגדול
Q487016	מחוז גלין
Q487119	קומפטון
Q487192	קנה (נשק)
Q487315	מונטריי
Q487322	מחוז פיאט
Q487439	אוראל
Q487522	קלוסטרנויבורג
Q487596	דרמטורג
Q487616	מחוז שנאנגו
Q487648	הלסינגבורג
Q487679	אלקובנדס
Q487704	מחוז הונולולו
Q487865	דרוויש
Q487921	קלוו
Q487940	Hurricane Venus
Q488111	שחקן פורנוגרפיה
Q488134	אונטריו
Q488192	MacBook Air
Q488194	מחוז אטקינסון
Q488201	מחוז בנקס
Q488205	זמר-יוצר
Q488398	לונר
Q488545	ספיקניסה
Q488659	מחוז מונטגומרי
Q488701	מחוז אן ארנדנל
Q488821	מחוז סיטרוס
Q488864	קים סון אה
Q488981	הבנק האירופי לשיקום ופיתוח
Q489048	Microsoft Silverlight
Q489097	ארנסט אנד יאנג
Q489157	מכלב
Q489197	טורנס
Q489328	פיזיקה מולקולרית
Q489481	מחוז טולסה
Q489709	קרן התוכנה אפאצ'י
Q489801	INXS
Q489839	טורחון דה ארדוז
Q489935	מחוז פרהבל
Q490059	העורק התת-בריחי
Q490168	מחוז גרנסי
Q490385	בלומינגטון
Q490434	ונטורה
Q490665	ארנשטאט
Q490796	מחוז אלפהאלפה
Q490863	פרטיניקו
Q490994	מחוז סנגמון
Q491092	כריס ברבר
Q491096	מדינת האגמים
Q491102	טלדיקורגן
Q491106	ח'אנות חיווה
Q491114	הייוורד
Q491123	קיזלורדה
Q491239	קנטון
Q491391	קרואסי סור סן
Q491507	איילט מצרים
Q491525	מחוז אוגלתורפ
Q491540	סרסוטה
Q491603	קיטה
Q491954	מחוז אנדרוסקוגין
Q492038	מוח האדם
Q492234	שר החינוך והמחקר
Q492264	פסקול סרטים
Q492321	ג'יי מור
Q492677	מרסר אלינגטון
Q493069	פיאט 132
Q493136	בילאל אבן רבאח
Q493228	מחוז פרי
Q493378	קלבר סיטי
Q493517	האסיפה הלאומית של ויילס
Q493806	לאנגרו
Q493840	לורנס
Q494077	מחוז הנטינגדון
Q494110	הלמברכטס
Q494146	מחוז אינדיאנה
Q494158	קבוצת SK
Q494287	עמנואל ולרשטיין
Q494511	דווי
Q494636	מחוז מקמין
Q494639	אולימפיאדת הנכים סיאול
Q494660	סלים הראשון
Q494711	לנקסטר
Q494720	מורנו ואלי
Q494744	פיאט 124
Q494751	מחוז אוברטון
Q494817	גוגל סקולר
Q494895	לוטה מגדל העולם
Q495015	אוניברסיטת פודן
Q495464	רד ניקולס
Q495479	מחוז פיטסבורג
Q495547	מינדלו
Q495552	גרוסיה
Q495584	התאחדות הכדורגל של קוריאה הדרומית
Q495687	מחוז מונטור
Q495738	מחוז מוביל
Q495862	מחוז קליין
Q495877	נשיא סלובניה
Q495919	מגרש השדים הכחול
Q495974	מחוז פסאיק
Q496036	ניסוי פילדלפיה
Q496255	אליבי
Q496548	התאחדות הכדורגל הארגנטינאית
Q496900	מחוז פילדלפיה
Q497172	מחוז קנבק
Q497226	שברולט סוניק
Q497256	טיסה נעימה
Q497294	לפידופטרולוג
Q497365	Keep Your Head Down
Q497777	הרפובליקה הספרדית הראשונה
Q497778	גרמנית ברלינית
Q497782	התאחדות הכדורגל של אירלנד
Q498024	מחוז אוקלנד
Q498265	הנורמלים החדשים
Q498448	פינטרול
Q498465	מארב
Q498627	תחנת מק-מרדו
Q498915	אדג'וורת דייוויד
Q499109	ניסאן GT-R
Q499169	טיילר
Q499194	סמסונג C&T
Q499312	יורה עליון
Q499497	ב.מ.וו סדרה 4
Q499508	הרולד סאקאטה
Q499510	אוניברסיטת ליברפול
Q499547	מחוז בון
Q499738	בואינג KC-46 פגסוס
Q499767	ג'פרדי!
Q499967	חברת הרכבות הלאומית של הרפובליקה הטורקית
Q500035	טויוטה קאמרי
Q500050	ריצת שדה
Q500054	יורה תיכון
Q500096	פסיכופיזיקה
Q500282	נשיא ניגריה
Q500464	ארט פארמר
Q500606	אוניברסיטת דרום פלורידה
Q500769	זרוקים ויורמים
Q501058	פרס בחירת הקהל
Q501070	ערוץ 4
Q501074	מחוז מרנגו
Q501083	נמל התעופה הבינלאומי גיברלטר
Q501151	מחוז מריוותר
Q501349	פורשה פאנאמרה
Q501613	ב.מ.וו סדרה 5
Q501636	פאטנזן
Q501700	סיכול ריגול
Q501705	הלוח האנטארקטי
Q501778	חקר התרגום
Q501785	פיירפקס
Q501796	רואנוק
Q501800	מחוז קנאווה
Q501817	גלאטה
Q501880	ברנרד לואיס
Q502018	התאחדות הכדורגל הדנית
Q502263	חבובוטף
Q502325	אנדריי מלחוב
Q502393	מחוז מורי
Q502483	מחוז קטאוובה
Q502503	מחוז גרנוויל
Q502543	מחוז מונטמורנסי
Q502587	מחוז סיילם
Q502865	הרסברוק
Q502880	מחוז ואטוגה
Q503192	וולטר קאנון
Q503218	IFAB
Q503274	ב.מ.וו סדרה 7
Q503276	צ'ארלס קיי אוגדן
Q503355	איגור מרקביץ'
Q503361	מאלמה
Q503375	טוטנהאם
Q503473	אוניברסיטת ז'נבה
Q503546	מחוז ראבון
Q503638	אדם בעקבות גורלו
Q503861	אנרי ראבו
Q503862	נאנטלי
Q503874	פרנצ'סקו פוסקארי
Q503886	סטרלינג מוריסון
Q504033	כירורגיית פה ולסת
Q504125	קופנהגן
Q504143	רנו 5
Q504166	רנו 21
Q504272	סגן קנצלר גרמניה
Q504368	נמל התעופה בומביי צ'הטרפטי שיוואג'י
Q504385	מחוז ברתולומיאו
Q504397	מחוז אלמנס
Q504415	מחוז איבריה
Q504485	ג'ק טיגרדן
Q504641	סטיב לייסי
Q504715	קרקס השמש
Q504802	צומת
Q504816	פרנסס ג'ורג'
Q504930	עטיף
Q504998	LVMH
Q505421	נמל התעופה הבינלאומי ריגה
Q505433	ולדשאוט-טיינגן
Q505447	ואלדקירך
Q505563	עמנואל אקס
Q505580	קנת אנגר
Q505601	ואסנאר
Q505610	פלינטשייר
Q505806	גופרדו פטראסי
Q505827	אנדרו לאנג
Q505921	יוזף הופמן
Q506033	טימאבו
Q506098	אנדרו לאק
Q506151	מחוז המילטון
Q506172	מחוז האנקוק
Q506191	מחוז גוצ'לנד
Q506209	מחוז סארי
Q506215	מחוז וייק
Q506220	מחוז פיט
Q506230	מחוז מריון
Q506234	אנדרטת ויטוריו אמנואלה השני
Q506240	סרט טלוויזיה
Q506250	עיריית סטוקהולם
Q506319	תרופה גנרית
Q506376	מחוז קושצ'יושקו
Q506398	קלרמונט
Q506439	מרטינז
Q506441	הפטן
Q506489	מחוז הנדריקס
Q506563	מחוז ג 'ונסון
Q506609	קיבו
Q506676	מחוז נורת'המפטון
Q506858	צילום עיתונות
Q506919	לארס ריקן
Q506951	מחוז קופה פוינט
Q507000	מחוז סבין
