Q31	Βέλγιο
Q834947	Μπορίς Ριμπακόφ
Q838380	Πρόεδρος του Ιράν
Q838833	Lexus IS
Q840654	Θερινοί Παραολυμπιακοί Αγώνες 2004
Q843813	Ντο
Q844051	The Who Sell Out
Q849489	Μονή της Χώρας
Q856788	Πρέι Βενγκ
Q858368	Windows NT 3.51
Q863217	Γουίλιαμ Σέρινγκ
Q869327	Ομοσπονδία Ποδοσφαίρου Κόστα Ρίκα
Q878942	Κυβερνήτης της Βιρτζίνια
Q879908	Επαρχία Μπλα
Q890005	Πρόεδρος της Εσθονίας
Q909554	υπολογιστική φυσική
Q910898	Γερουσία της Οκλαχόμα
Q911907	Δίεδρη γωνία
Q914157	Θεώρημα
Q917311	Γερουσία της Μινεσότα
Q918390	Sky plc
Q919789	Τζοβάνι Βιτάλι
Q921559	Ομοσπονδία Ποδοσφαίρου Τυνησίας
Q931492	START I
Q932648	Διδυμότειχο Έβρου
Q935881	Συνθήκη του Καρς
Q943299	Ferrari FF
Q951004	Ferrari 612 Scaglietti
Q960061	Radiotelevizija Slovenija
Q982769	Σαράφ Ρασίντοφ
Q984448	Τομά Πικετί
Q985459	Οουλάινεν
Q988343	Αιμοφόρο αγγείο
Q989016	Κατανεμημένες Βάσεις Δεδομένων
Q990618	κοιμητήριο Μπρούκγουντ
Q996610	Νομοθετικό Σώμα της Νεμπράσκα
Q1006398	Καγκελάριος της Αυστρίας
Q1018775	Βυζαντινό και Χριστιανικό Μουσείο Αθηνών
Q1031911	Can You Feel the Love Tonight
Q1046717	Paint it Black
Q1047060	Πανεπιστήμιο Κέις Ουέστερν Ριζέρβ
Q1047171	Μπαλμά
Q1053917	ΚΣΦ Ροσελάρε
Q1054799	Πρόεδρος της Πολωνίας
Q1059902	Μονή Παντοκράτορος
Q1062113	Μικροαρχιτεκτονική NetBurst
Q1066260	ντοματόσουπα
Q1071321	Chevrolet TrailBlazer
Q1114448	σκιτσογράφος καρτούν
Q1119538	Chevrolet Corvette C6
Q1123245	Φάση πανίδας
Q1127188	Ανάπτυξη
Q1128086	Κωνσταντίνος Μακρόπουλος
Q1128397	μοναστήρι
Q1130457	Ινστιτούτο κινηματογράφου Γερασίμωφ
Q1136614	Παλάτσο Μπαρμπερίνι
Q1138982	Χριστιανοδημοκράτες (Φινλανδία)
Q1141335	Παγκόσμιο Πρωτάθλημα Κλειστού Στίβου 2006
Q1143982	Φλάβιος
Q1156634	παγωτό πύραυλος
Q1160343	Διεθνές αεροδρόμιο του Κάλγκαρι
Q1160682	Μεξικανική Ομοσπονδία Ποδοσφαίρου
Q1186680	Μονέσεν
Q1192736	Honda Super Cub
Q1192838	Υπουργείο Εσωτερικών Υποθέσεων
Q1193832	Πρόσημα
Q1197272	Φλογοκρύπτης
Q1205051	Perfect Blue
Q1209367	Windows 2.1x
Q1247890	Παλατινή Ανθολογία
Q1249148	Ρίτσαρντ
Q1249801	Πάκπατταν
Q1285499	Κυβέρνηση Ίβιτσα Ντάτσιτς 2012
Q1322289	πανεπιστήμιο της Λιλ
Q1355095	Ερκονγουάλδος
Q1362259	Μιχάλης Ράπτης
Q1366623	Τομ Ατκινς
Q1371704	Ετρουσκολογία
Q1385654	Νιλς Στρίντμπεργκ
Q1389604	Ενιαία επιχείρηση
Q1410131	Suzuki Jimny
Q1458570	Σκωτσέζικο Δημοψήφισμα του 2014
Q1467740	Έλληνες της Οθωμανικής Αυτοκρατορίας
Q1473120	Fuji T-1
Q1475056	Ιρακινή Ποδοσφαιρική Ομοσπονδία
Q1476165	Πρωθυπουργός του Ιράκ
Q1480985	Μονάρκας Μορέλια
Q1494541	Γερουσία της Λουιζιάνα
Q1494665	Γερουσία της Μασαχουσέτης
Q1517021	Πανεπιστήμιο της Δυτικής Αυστραλίας
Q1519099	εμβόλιο πολιομυελίτιδας
Q1525558	Γερουσία της Μοντάνα
Q1546449	Ελληνικός Στρατός Ξηράς
Q1640726	Εθνικό Μετσόβιο Πολυτεχνείο
Q1684756	Ζαν-Κλοντ Γκρουμπέρ
Q1685775	Ζαν Προυφ
Q1711695	Μέλος του Κοινοβουλίου της Σκωτίας
Q1746023	κουιντέτο για πιάνο
Q1749063	Υπουργός Εξωτερικών της Σουηδίας
Q1768199	Μεγάλη Ρωσική Εγκυκλοπαίδεια
Q1778845	Οροσειρά Σέντινελ
Q1809086	Νομοθετική Συνέλευση του Οντάριο
Q1815344	Υπουργός Άμυνας της Δανίας
Q1889587	Ρόνι Λέβι
Q1889748	Συνθήκη μείωσης στρατηγικής επιθέσεων
Q1898464	Ναυτική αεροπορία
Q1908389	μαθηματική ψυχολογία
Q2000845	BBC Ουαλία
Q2001305	τηλεοπτικός σταθμός
Q2061821	Supermarine
Q2095353	Θεός στο Ισλάμ
Q2129100	Μακάμπι Χάιφα
Q2142347	Περιβαλλοντικός παράγοντας
Q2200417	Νόηση
Q2213391	Κρόιντον
Q2336063	ψωμί σόδας
Q2347909	Ανατολική Βεγγάλη
Q2363616	Βικτώρια
Q2402934	HMS Bermuda
Q2455704	υποοικογένεια
Q2556248	Άννα Γκοντζάγκα
Q2602559	MyFootballClub
Q2629065	Προεδρικό Μέγαρο
Q2632248	Αχόοντ
Q2725442	κανονιστική ηθική
Q2727213	Κλοπή
Q2876754	BBC Persian Television
Q2899864	Στάδιο Σάμι Οφέρ
Q2910025	Ντάλια Ράμπιν-Πελόσοφ
Q2914452	Πρόεδρος της Αλγερίας
Q2920963	γιαχνί
Q2978540	Αντιπρόεδρος της Βραζιλίας
Q2980988	Chevrolet Camaro 5ης γενιάς
Q2991162	Κυβέρνηση της Αυστραλίας
Q3068744	Συριακός Στρατός Ξηράς
Q3114762	Πολεμικό πλοίο
Q3297966	Πρόεδρος της Γερουσίας του Πακιστάν
Q3300775	Μορίς Φορ
Q3324644	Μορβάν Μαρσάλ
Q3544805	Partitio Terrarum Imperii Romaniae
Q3546121	είδος τυριού
Q3567184	Λευτέρης Παπαδόπουλος
Q4063387	κολέγιο τέχνης και σχεδίου της Αλμπέρτα
Q4117119	Αντιπρόεδρος του Ιράκ
Q4173083	Ευρασιατική Οικονομική Ένωση
Q4394526	Διεθνές Δίκαιο
Q5289407	Nokia N80
Q5589725	Κυβερνήτης του Τέξας
Q6064424	Γενική Συνέλευση της Αϊόβα
Q6723069	Ε.Π.Σ. Μακεδονίας
Q7854718	Google Keep
Q9197118	The Thundermans
Q11832497	Πλάμεν Ορεσάρσκι
Q14743726	Nintendo 2DS
Q15106029	PAW Patrol
Q15140437	Εξολοθρευτής: Η Γένεση
Q15660894	Τορτίγια καλαμποκιού
Q15678788	Fiat Chrysler Automobiles
Q16335075	Πόλεμος στο Ντονμπάς
Q16746854	Λαϊκή Δημοκρατία του Λουχάνσκ
Q17269143	Εβραιοχριστιανικό Κέντρο Κατανόησης και Συνεργασίας
Q33	Φινλανδία
Q55	Ολλανδία
Q62	Σαν Φρανσίσκο
Q99	Καλιφόρνια
Q100	Βοστώνη
Q156	Αλκοόλες
Q216	Βίλνιους
Q217	Μολδαβία
Q218	Ρουμανία
Q220	Ρώμη
Q228	Ανδόρρα
Q244	Μπαρμπάντος
Q286	Ζωικό δέρμα
Q291	Πορνογραφία
Q327	Βρετάνη
Q332	Ποσειδώνας
Q403	Σερβία
Q414	Αργεντινή
Q419	Περού
Q424	Καμπότζη
Q495	Τορίνο
Q538	Ωκεανία
Q584	Ρήνος
Q592	ομοφυλόφιλος
Q656	Αγία Πετρούπολη
Q683	Σαμόα
Q685	Νήσοι Σολομώντα
Q701	Βόρεια Ολλανδία
Q726	Άλογο
Q735	τέχνη
Q744	Νικέλιο
Q757	Άγιος Βικέντιος και Γρεναδίνες
Q763	Άγιος Χριστόφορος και Νέβις
Q770	Φρίσλαντ
Q777	Google Chrome
Q816	Αριζόνα
Q847	αντισφαίριση
Q866	YouTube
Q870	Τρένο
Q876	σελήνιο
Q905	Φραντς Κάφκα
Q909	Χόρχε Λουίς Μπόρχες
Q917	Μπουτάν
Q937	Άλμπερτ Αϊνστάιν
Q977	Τζιμπουτί
Q1009	Καμερούν
Q1014	Λιβερία
Q1025	Μαυριτανία
Q1026	Πολωνοί
Q1029	Μοζαμβίκη
Q1045	Σομαλία
Q1098	ουράνιο
Q1107	Anime
Q1115	θόριο
Q1156	Μουμπάι
Q1171	Γκόα
Q1173	Βουργουνδία
Q1193	Μανιπούρ
Q1216	Πεδεμόντιο
Q1224	Κάρλο Ατζέλιο Τσιάμπι
Q1256	Λιγουρία
Q1284	Αμπρούτσο
Q1339	Γιόχαν Σεμπάστιαν Μπαχ
Q1341	Τολιάττι
Q1348	Καλκούτα
Q1397	Οχάιο
Q1398	Βιργίλιος
Q1471	Σηκουάνας
Q1486	Μπουένος Άιρες
Q1490	Τόκιο
Q1520	Αστανά
Q1530	Βαγδάτη
Q1537	Ουισκόνσιν
Q1555	Πόλη της Γουατεμάλας
Q1599	Ναγκαλάντ
Q1649	Οκλαχόμα
Q1748	Κοπεγχάγη
Q1834	Death Note
Q1835	Ζινεντίν Ζιντάν
Q1914	Δημοκρατία της Καρελίας
Q1928	Χατέμ Μπεν Αρφά
Q1948	Μανιτόμπα
Q2009	Γιούκον
Q2025	μονοξείδιο του άνθρακα
Q2079	Λειψία
Q2110	Λαμπούνγκ
Q2131	Σαντιάγκο Μετροπόλιταν
Q2492	Κόνραντ Αντενάουερ
Q2494	Πάπας Βενέδικτος ΙΣΤ΄
Q2598	Γουότφορντ
Q2656	Παλέρμο
Q2684	Βλαντίμιρ
Q2773	Μπράουνσβαϊγκ
Q2842	Περιφέρεια Καλούγκα
Q2966	Χαϊδελβέργη
Q3002	2 Παλλάς
Q3037	Κατμαντού
Q3083	Αν
Q3125	Ωτ-Αλπ
Q3183	Περθ
Q3235	Βόρεια Επικράτεια
Q3659	Ντζαμένα
Q3818	Μαλάμπο
Q3876	Λιλόνγκουε
Q3899	Ανατολικό Καλιμαντάν
Q3907	Ντέλμενχορστ
Q3918	πανεπιστήμιο
Q3919	Γκαμπορόνε
Q3930	Επιτραπέζια αντισφαίριση
Q3962	Φορητός υπολογιστής
Q4040	Αραγωνία
Q4127	Λίμνη Κωνσταντίας
Q4191	Λουκέρνη
Q4287	Μαργαρίνη
Q5113	Πτηνά
Q5171	Πρωτοστόμια
Q5219	Δημοκρατία της Ινγκουσετίας
Q5375	Κρίκετ
Q5400	Κράι Περμ
Q5468	Ντέρμπαν
Q5481	Δημοκρατία του Ταταρστάν
Q5513	Βαϊκάλη
Q5582	Βίνσεντ βαν Γκογκ
Q5673	Χανς Κρίστιαν Άντερσεν
Q5684	Βαβυλώνα
Q5788	Πέτρα Ιορδανίας
Q5994	πιάνο
Q6343	Καρχηδόνα
Q6481	Airbus A340
Q6527	Ζαν Ζακ Ρουσσώ
Q6649	λεσβία
Q6733	Έντουαρντ Τέλερ
Q6809	Δημοκρατία της Μπουργιατίας
Q6838	Κράι Υπερβαϊκάλης
Q7100	βιοφυσική
Q7174	δημοκρατία
Q7243	Λέων Τολστόι
Q7283	Τρομοκρατία
Q7317	Τζουζέπε Βέρντι
Q7397	Λογισμικό
Q7881	Ερειστικό σύστημα
Q7913	Ρουμανικά
Q7937	Κλίμα
Q8054	Πρωτεΐνη
Q8072	Ηφαίστειο
Q8078	λογική
Q8097	Τελούγκου
Q8102	αργκό
Q8142	νομισματική μονάδα
Q8366	αλγόριθμος
Q8385	Οστράβα
Q8452	Έκτρωση
Q8459	Τζορτζόνε
Q8513	βάση δεδομένων
Q8514	Έρημος
Q8646	Χονγκ Κονγκ
Q8717	Σεβίλλη
Q8778	Γαληνός
Q8828	Μαγιόρκα
Q8928	Αστερισμός
Q9129	Ελληνικά
Q9141	Τατζ Μαχάλ
Q9199	Βιετναμικά
Q9211	Λαοτινά
Q9248	Μπακού
Q9299	Σερβικά
Q9331	Φλαμανδική κοινότητα του Βελγίου
Q9334	Gmail
Q9340	Google Drive
Q9368	Ήπαρ
Q9531	BBC
Q9734	Συμφωνία
Q9779	Αλφάβητο
Q9794	Ρέγκε
Q10305	Σαραγόσα
Q10557	Σουηβία
Q10818	Βομβιστικές επιθέσεις της 7ης Ιουλίου
Q10987	μέλι
Q11158	οξύ
Q11230	Windows Vista
Q11261	Microsoft Word
Q11276	σφαιρωτό σμήνος
Q11631	αστροναύτης
Q11720	Σενγιάνγκ
Q11751	Ναγκόγια
Q11910	Γκαντχιναγκάρ
Q11911	Καντόνι της Βέρνης
Q11923	Γαλλική γραμματική
Q11972	Άαργκαου
Q11988	Non, je ne regrette rien
Q12107	Βρετονική γλώσσα
Q12130	Βρετάνη
Q12140	φάρμακο
Q12271	Αρχιτεκτονική
Q12479	θεωρία αριθμών
Q12536	Χαλιφάτο των Αββασιδών
Q12538	Ωτ-Γκαρόν
Q12543	Ω-ντε-Σεν
Q12640	Κάντον οφ Φρίμπουργκ
Q12697	Σαφχάουζεν (καντόνι)
Q12745	Σαβοΐα
Q12837	Ιβηρική Χερσόνησος
Q13317	Γιαούρτι
Q13318	Ιμπέρια
Q13513	Ζαν-Μπατίστ Σε
Q14274	Άαραου
Q14279	Τζιοβάνι-Ντομένικο Κασίνι
Q14294	Τάγος
Q14674	Μολύβι
Q15277	αδενίνη
Q15619	Ελ Πρατ ντε Λομπρεγκάτ
Q15935	Kanye West
Q16010	Ες-συρ-Αλζέτ
Q16183	Γένοβα
Q16470	Απόβαση στη Νορμανδία
Q16520	Μπούσαν
Q16556	Φοίνιξ
Q16557	Ντάλας
Q16957	Λαϊκή Δημοκρατία της Γερμανίας
Q17151	Θεσσαλονίκη
Q17943	Άρλινγκτον
Q17985	Κορεατική Βικιπαίδεια
Q18366	πειραματική φυσική
Q18522	Μάνσφιλντ Τάουν ΦΚ
Q18536	Σαρντ
Q19014	Εδέμ
Q19032	Γιάκομπ Μπάκερ
Q19634	Σουίντον Τάουν
Q19686	Τάμεσης
Q19689	Τίρανα
Q19786	Παλαιά Διαθήκη
Q21196	Πάσχα
Q23183	Γουίλτσαϊρ
Q23306	Μείζον Λονδίνο
Q23317	Audi
Q23374	Τσορίθο
Q23543	Σελίνα
Q23558	Ιατρικές Υποθέσεις
Q23681	Τουρκική Δημοκρατία της Βόρειας Κύπρου
Q23767	Ανθρακικό ασβέστιο
Q24905	Ρήμα
Q25228	Ανγκουίλα
Q25257	Υετός
Q25271	Διεθνής Διαστημικός Σταθμός
Q25338	Ο Μικρός Πρίγκιπας
Q26678	BMW
Q26793	Μπέργκεν
Q27038	Ζάγκρεμπ
Q28198	Τζάκσον
Q28515	Σπρίνγκφιλντ
Q29050	Μοχάμαντ Χατά
Q29553	άδυτο
Q30985	Χάμιλτον
Q32556	Αντόνιο Καντρέβα
Q32999	Διεθνές Αεροδρόμιο της Βιέννης
Q33277	Kombank Arena
Q33487	Ομοφοβία
Q33760	Μπέρτραντ Ράσελ
Q33788	Νέα Καληδονία
Q33999	ηθοποιός
Q34038	καταρράκτης
Q34109	Φάργκο
Q34467	Compact Disc
Q34589	Ευφράτης
Q34670	Αλμπέρ Καμύ
Q34679	άμμος
Q34713	Σάλτσμπουργκ
Q34749	κοινωνικές επιστήμες
Q34863	Οκλαχόμα Σίτι
Q35086	Νήσοι Νότια Γεωργία και Νότιες Σάντουιτς
Q35178	Πόλη του Κουβέιτ
Q35395	Φωνητική
Q35509	σπήλαιο
Q35760	δοκίμιο
Q35886	Lamborghini
Q36107	Μοχάμεντ Άλι
Q36161	Σύνολο
Q36168	Μπριτζτάουν
Q36174	Κάρολος Β΄ της Ισπανίας
Q36823	Τοκελάου
Q37100	Ώκλαντ
Q37159	Μίλκσεϊκ
Q37211	Σιντ
Q37226	δάσκαλος
Q37251	.de
Q37525	γλυκόζη
Q37731	Οθμάν ιμπν Αφφάν
Q37951	Σαππόρο
Q38112	Δασολογία
Q38511	Τούρκου
Q38554	Ντομινίκ Πινιόν
Q38695	Μαγειρική
Q38733	Χέλενα
Q39061	Βόρειο Ημισφαίριο
Q39619	Αλής
Q39715	φάρος
Q39782	ορείχαλκος
Q39816	κοιλάδα
Q39864	Πεντηκοστή
Q40244	Μαραθώνιος
Q40435	Μπάφαλο (Νέα Υόρκη)
Q40540	Ζωδιακός Κύκλος
Q40747	Πιερ
Q40821	Χειρουργική
Q40970	Διεθνής Ολυμπιακή Επιτροπή
Q40984	Skype
Q41116	Κόκκινη Πλατεία
Q41180	Η Μασσαλιώτιδα
Q41228	Νότιο Ημισφαίριο
Q41284	Τζων Ντάλτον
Q41470	Κουρδιστάν
Q41576	Κοκαΐνη
Q41585	Ντάβιντ Χίλμπερτ
Q41640	Μιχαήλ Β´
Q41975	Μογγόλοι
Q42989	Τοπολογία
Q43033	Ντέσμοντ Τούτου
Q43099	Αριθμοί
Q43399	Απόστολος Ανδρέας
Q43444	Γκυστάβ Φλωμπέρ
Q43499	Ντεζιντέριους Έρασμος
Q43631	Λέιντεν
Q43720	Πάπας Πίος Θ΄
Q43739	Πάπας Πίος Ι΄
Q43788	Μάντισον
Q43926	Αντρέα Πίρλο
Q44247	Forever, Michael
Q44377	Σήραγγα
Q44567	Triple H
Q44905	Πιέτρο Γκασπάρρι
Q45722	Καρδινάλιος
Q46033	Διεθνές Αεροδρόμιο Φρανκφούρτης
Q46052	Άντερς Φογκ Ράσμουσεν
Q46622	αυτοκινητόδρομος
Q46633	Τσαρλς Μπάμπατζ
Q46699	σλαβοφιλία
Q47089	Ρήγμα
Q47315	Ιππικό
Q47703	Ο Νονός
Q47778	Γκάρι Λίνεκερ
Q47913	υπηρεσία πληροφοριών
Q48181	Γενικός Διευθυντής του BBC
Q48183	Γερμανική Βικιπαίδεια
Q48256	Ντνίπρο
Q48461	New Horizons
Q49108	Τεχνολογικό Ινστιτούτο Μασαχουσέτης
Q49111	Κέιμπριτζ
Q49143	Κουίνσι
Q49158	Σπρίνγκφιλντ
Q49191	Πόρτσμουθ
Q49196	Νιούτον
Q49237	Πάπας Λέων Ι΄
Q49325	Άλμπερτ Σβάιτσερ
Q49740	Minecraft
Q50625	Χόρνταλαντ
Q50641	Ιστορία της τέχνης
Q51654	Β΄ Σταυροφορία
Q52139	κλιματολογία
Q53592	Από τη Γη στη Σελήνη
Q55238	Κεν Λόουτς
Q56022	Καγκελάριος της Γερμανίας
Q57147	Μάικλ Φασμπέντερ
Q57261	Γκεόργκι Παρβάνοφ
Q57275	Ερμάνο Βολφ-Φεράρι
Q57325	Βενετία
Q57784	Μάρκους Σουλτς
Q58255	Τουρκική Βικιπαίδεια
Q58339	Disco
Q58559	Πάπας Λέων Θ΄
Q59532	Εκχριστιανισμός
Q60168	Ηρωίνη
Q61411	Πολ Μάτικ
Q61759	Μόριτζ Πας
Q62825	Θαλάσσια Δημοκρατία
Q64044	Μπελλιντσόνα
Q68124	Λα-Σο-Ντε-Φον
Q68305	Βέτσικον
Q68676	Ισόβια κάθειρξη
Q72221	Μαράνο ντι Νάπολι
Q72248	Βιτρί-συρ-Σεν
Q72984	Μπινγκ Κρόσμπι
Q75866	Ρούντολφ Ες
Q76048	Ελεύθερη Πολιτεία του Κογκό
Q76465	Άουγκουστ Βάισμαν
Q76844	Ούλριχ Μπεκ
Q77253	Αλβέρτος Α΄, δούκας της Βαυαρίας
Q77274	Γκέοργκ Βίλχελμ φον Ζίμενς
Q78475	Άλμπαν Μπεργκ
Q78496	Κόνραντ Λόρεντς
Q79784	Τα Φιλαράκια
Q79931	Πρέσκοτ
Q80088	Επαρχία Μπουρντούρ
Q80434	Άιτσι
Q80621	Έντβαρ Γκρηγκ
Q80989	Μποπάλ
Q81054	Θύελλα
Q81477	Σημαία της Λιθουανίας
Q81875	Σαρκοφάγα
Q81952	Σημαία της Τουρκίας
Q82042	μέρη του λόγου
Q82445	Ανρί ντε Τουλούζ-Λωτρέκ
Q82545	Sex Pistols
Q82670	Φιέζολε
Q82778	Πλίνιος ο Πρεσβύτερος
Q82811	Ακουστική
Q83149	Σημαία της Νορβηγίας
Q83672	Σα Τζαχάν
Q83944	Ανθρώπινη εξέλιξη
Q93189	αυγό (τρόφιμο)
Q93301	λοκομοτίβα
Q98975	Γερουσία της Πολωνίας
Q101437	Πάπας Πίος Β΄
Q102356	μεραρχία
Q103114	Μισέλ Ουελμπέκ
Q104851	Firmware
Q106039	χριστιανός
Q106349	Φανί Αρντάν
Q106693	ομάδα του άνθρακα
Q106807	Μάγνους Κάρλσεν
Q107397	Κομητεία Λέιτριμ
Q109176	Πανεπιστήμιο Άντριους
Q109391	Ηφαιστειακός κρατήρας
Q110126	Χραντ Ντινκ
Q110714	Λέστερ Γιανγκ
Q112714	Κομητεία Χάρτλεϊ
Q113718	δήμος της Μποτχυρκας
Q115095	Ινστιτούτο Διεθνούς Δικαίου
Q118081	Πάπας Κελεστίνος Ε΄
Q122366	Ντάνιελ Μπερνούλι
Q122741	Sega
Q122960	Ροκοκό
Q123417	Τόμας Εράστους
Q124772	Πιέτρο Λοκατέλι
Q125121	Αρίθα Φράνκλιν
Q125761	Διεθνής Οργανισμός Πολιτικής Αεροπορίας
Q126188	Ιάκωβος Β΄ της Αγγλίας
Q127091	Περλ Χάρμπορ
Q127167	Δυτικότερο Ακρωτήριο
Q127197	Βόμβα
Q127423	Βικτόρια Σίλβστεντ
Q127974	Σημαία της Ουκρανίας
Q128085	Γκέοργκ Σόλτι
Q128593	Μετενσάρκωση
Q129286	Βρετανική Ινδία
Q129967	Πάπας Κλήμης ΙΑ΄
Q130365	ριβοφλαβίνη
Q130873	Μεναχέμ Μπέγκιν
Q131210	Δνείστερος
Q131279	Αλθίνγκι
Q131438	Μάνστερ
Q131480	Καμαμπέρ
Q131681	τεχνητή λίμνη
Q132845	Πάπας Αδριανός Δ΄
Q132952	Άνταμ Σάντλερ
Q132964	Βλαντίμιρ Μαγιακόφσκι
Q133009	Γκρο Χάρλεμ Μπρούντλαντ
Q133046	Ουρβανός Ε΄
Q133073	Ντουνεντίν
Q133108	Πάπας Κλήμης ΙΒ΄
Q133405	Bee Gees
Q134140	Αμπού Σίμπελ
Q134574	Αντλία
Q134672	Έξετερ
Q135630	Καταλανικό Κοινοβούλιο
Q136469	Amazon Kindle
Q137042	Νατ Κινγκ Κόουλ
Q140359	Πρώτη Τσεχοσλοβακική Δημοκρατία
Q140575	Σαχί Αβάς
Q144927	1862 Απόλλων
Q146491	Ποινικό Δίκαιο
Q148442	μαγεία
Q151231	Άνι Λένοξ
Q151831	Όιπεν
Q152817	Ζιράρ Ντεζάργκ
Q153080	Ανατολική Φραγκία
Q153194	Έντουαρντ Βίκτορ Άπλετον
Q153936	εθνοφυλακή
Q153943	Βασίλειο της Βεστφαλίας
Q154083	Ανρί Βαν Ντε Βέλντε
Q154958	Nickelodeon
Q155152	Polydor Records
Q155704	588 Αχιλλεύς
Q155775	Χιου Μπόνεβιλ
Q155890	Βαρύ ύδωρ
Q155956	Κλήμης Ι΄
Q156386	Ανρί Ρουσσώ
Q156511	Πιέρ Μωρουά
Q156872	Slade
Q157146	Γαλλική Αντίσταση
Q157191	Μαρσέλ Μαρσώ
Q157194	Αλμπέρτο Τζιακομέτι
Q157303	Ζωρζ Περέκ
Q158732	Διεθνές Αεροδρόμιο Εχτερντίνγκεν
Q158778	Λουί Νικολά Νταβού
Q159452	Καποέιρα
Q159943	αφηρημένη άλγεβρα
Q159979	δίδυμος
Q160278	Τζον Ντ. Ροκφέλερ
Q160420	Σάγκα
Q160453	SMTP
Q161351	Ιννοκέντιος Η΄
Q161705	Φρεγάτα
Q161985	Α' Μακκαβαίων
Q162279	Κουόπιο
Q162665	Στάση του Νίκα
Q163989	Arch Enemy
Q164348	Ουγγρική Επανάσταση 1956
Q164521	Τζορτζ Μπεστ
Q164676	Μακότο Χασέμπε
Q165352	Κέρμαν
Q165777	Windows Movie Maker
Q165784	Δυτική Περιφέρεια, Καμερούν
Q165950	Κατασκοπεία
Q167360	Α΄ Πορτογαλική Δημοκρατία
Q167782	Κάρολος Ε΄ της Γαλλίας
Q169514	Σουηδική Βικιπαίδεια
Q169612	Μαρτίνος Ε΄
Q169963	Τζέισον Στέιθαμ
Q170072	Ολλανδική Δημοκρατία
Q170304	Ντοπαμίνη
Q170305	σατράπης
Q170416	Philips
Q170462	Σαραγουάκ
Q170499	Πάπας Φορμόζος
Q170583	Περηφάνια και προκατάληψη
Q170658	δημιουργικότητα
Q171150	Βασίλειο της Ουγγαρίας
Q171219	Ντόρνμπιρν
Q171622	Γρηγόριος ΙΔ΄
Q171714	Κέρμαν
Q173000	Πάπας Αδριανός Ε΄
Q173822	Μπρεστ
Q174665	Άλμπα Ιούλια
Q176196	Σάλτβικ
Q177147	Γερουσία του Αρκάνσας
Q178412	Τζοβάννι Μπαττίστα Αμίτσι
Q179075	ΦΚ Ντιναμό Κιέβου
Q179248	Αλβανοί
Q179385	Γκρίνουιτς
Q179528	Δέλτα του Νείλου
Q179726	Κουμλίνγκε
Q179767	X Japan
Q179995	Κλαούντιο Μαρκίζιο
Q180164	Άλαν Καρβάλιο
Q180453	Ντόλι Πάρτον
Q180855	Heineken International
Q180969	Αλγεβρική γεωμετρία
Q180975	Άντριου Λόυντ Γουέμπερ
Q181055	Χοτ ντογκ
Q181154	Μωαβίας Α'
Q182436	βιβλιοθηκονόμος
Q182474	Πάπας Λούκιος Γ΄
Q182531	Θωρηκτό
Q182625	Ουίντσορ
Q182940	επιδόρπιο
Q183480	AdSense
Q184090	Πρέστον, Λανκασάιρ
Q184775	Ίπσουιτς
Q184782	Φωσφορικό οξύ
Q185225	Σάντι Καθόρλα
Q187383	Επαρχία Ποζόιν
Q188018	Νικ Νόλτε
Q188154	Πηκτίνη
Q188261	πουρίνη
Q188444	Διαφορική γεωμετρία
Q188810	Σαρτζάχ Εμιράτε οφ Σαρτζάχ
Q188913	φυτεία
Q189117	Γιαν Ματέικο
Q189280	δημοκρατικός σοσιαλισμός
Q189509	Το Βιβλίο της Ζούγκλας
Q190016	ηπαρίνη
Q190117	Αυτοκινητοβιομηχανία
Q190353	Κυρίαρχο Στρατιωτικό Τάγμα της Μάλτας
Q190583	Μίκκελι
Q190640	Rubber Soul
Q190901	Αμμώνιο
Q191091	Περιφέρεια Κάρλοβυ Βάρυ
Q191186	Καραμπόμπο
Q191316	δρόμος με διόδια
Q191472	BBC One
Q191768	χοιρινό
Q192151	Άγιος Βαλεντίνος
Q192825	Ντίνιαρ Μπιλιαλεντίνοφ
Q192918	Σαμπράθα
Q193405	Εμίλ Τσιοράν
Q193619	Νοτιοαφρικανική Ένωση
Q196680	Οξείδιο του σιδήρου
Q199612	Πάπας Βιταλιανός
Q199693	Καταλανική Βικιπαίδεια
Q199797	Τακόμα
Q200694	Προτασιακός λογισμός
Q201117	Τογιότα
Q201652	Apple II
Q201824	Sigur Rós - Heima
Q202648	διαιτητής
Q202973	Κίνγκστον
Q203098	Ποταμός Όνυξ
Q203245	Διαγωνισμός Τραγουδιού Eurovision 1960
Q203925	Φις εντ τσιπς
Q204092	Γουίλι Ντίξον
Q204268	LOT Πολωνικές Αερογραμμές
Q205772	Τζάρεντ Ντάιαμοντ
Q206467	Ουρανινίτης
Q206988	Τσέλτεναμ
Q207534	Άλφρεντ Τάρσκι
Q207539	Intel 8086
Q208713	Ισέλ
Q209212	Τζιρόλαμο Φρεσκομπάλντι
Q210122	Atom Heart Mother
Q210431	Πολωνικό Σοσιαλιστικό Κόμμα
Q212198	Παμπ
Q212919	Παλυνολογία
Q212938	Ανατολική Ιερουσαλήμ
Q213115	Toyota Prius
Q213119	Ζαν Μακούν
Q213283	Διπλωματική αποστολή
Q213322	Κατάλογος έργων του Μουσείου Βικτωρίας και Αλβέρτου
Q213430	Λάρι Κινγκ
Q213588	Ο Μπάρνι και οι φίλοι του
Q213624	Υπουργείο Εσωτερικών
