sentence,prediction,gold,is_same,is_single_word
"[CLS] Wyboston , Chawston and Colesden is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]",hamlet,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England,False,False
[CLS] Concerto is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],thermodynamic,manga | Japanese comics | manga | seinen | seinen manga | manga series | Japanese comics | manga | Shojo manga | Shoujo manga | Shōjo | shōjo,False,True
[CLS] Swissôtel Berlin is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],recreation centre,hotel | hotel | hotels | hotel | hotels,False,True
[CLS] Shelburne River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],river in the United States,river | river | rivers | river | rivers,False,True
[CLS] North Town Centre is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Town Centre,shopping mall | mall | shopping arcade | shopping center | shopping mall | shopping precinct | mall | shopping arcade | shopping center | shopping mall | shopping precinct,False,False
[CLS] Juniper Level Botanic Garden is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Botanic Garden,botanical garden | botanic garden | botanical garden | hortus botanicus | botanic garden | botanical garden | hortus botanicus,True,False
[CLS] Olympic Studios is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Olympic Studios,recording studio | music recording facility | recording studio | sound recording studio | music recording facility | recording studio | sound recording studio,False,False
[CLS] Surya River is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Full Speed is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],DS DS DS DS,album | album | audio album | music album | record album | full - length album | studio album | album | audio album | music album | record album,False,True
[CLS] 2001 IAAF World Indoor Championships is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],Grand Prix,IAAF World Indoor Championships in Athletics | IAAF World Indoor Championships in Athletics | IAAF World Indoor Championships in Athletics,False,False
[CLS] Downtown Detroit is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],part of Downtown Detroit,"central business district | CBD | Central business district , CBD | central business district | unincorporated community | unincorporated community of the United States of America | unincorporated place | unincorporated place of the United States | unincorporated settlement | unincorporated settlement of the United States | unincorporated village | unincorporated village of the United States | CBD | Central business district , CBD | central business district | neighborhood | neighbourhood | quarter",False,False
[CLS] Dez Dam is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],dam in the United States,dam | dam | dam,False,True
[CLS] Madden NFL 2005 is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Madden NFL,video game | game | video game | video games | videogame | videogames | game | video game | video games | videogame | videogames,False,False
[CLS] Pearl Harbor Commemorative Medal is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],medal,award | award | honour | medal | prize | award | honour | medal | prize,True,True
[CLS] Elm Street Stone Arch Bridge is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Stone Arch Bridge,arch bridge | arch bridge | arch bridge,False,False
[CLS] Mickey Mouse Adventures is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Mickey Mouse,comic book | Comics | comic book | comicbook | funny book | Comics | comic book | comicbook | funny book,False,False
[CLS] Las Termas Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],airport,airport | air port | airport | airports | air port | airport | airports,True,True
[CLS] Lambersart is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],bypass in the Netherlands,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Data East is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],. S . A .,video game developer | game developer | game studio | vg dev | video game developer | game developer | game studio | vg dev | video game developer,False,False
[CLS] BAFTA Award for Best Screenplay is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],BAFTA award ceremony,British Academy Film Awards | BAFTA | BAFTA Award | British Academy Film Awards | BAFTA | BAFTA Award | British Academy Film Awards | award category | class of award | class of medal,False,False
[CLS] Evergreen Cemetery is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],cemetery,cemetery | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK] | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK],True,True
[CLS] Tournus is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],ring ring,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Black Disciples is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Black Disciples,gang | gang | street gang | gang | street gang,False,True
[CLS] The Alesha Show is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],show in the United States,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] 5th Anti - Aircraft Rocket Brigade is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],anti - aircraft rocket brigade,brigade | brigade | military brigade | brigade | military brigade | air defense brigade | anti - aircraft brigade,False,True
[CLS] The Second Stage Turbine Blade is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Second Stage Turbine Blade,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Bardufoss Air Station is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Air Station,airport | air port | airport | airports | air base | air force base | air force station | airbase | military airbase | military airfield | military airport | air port | airport | airports,False,True
[CLS] Imperial Hotel is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],hotel,hotel | hotel | hotels | hotel | hotels,True,True
[CLS] Shirenewton is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],town,village | small town | village | small town | village | civil parish | community | community in Wales,False,True
[CLS] Silent Alarm is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],film of the same name,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Drebbel is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],bypass in the Netherlands,impact crater | crater | impact basin | impact crater | meteorite crater | crater | impact basin | impact crater | meteorite crater,False,False
[CLS] Konohananosakuya - bime is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],mountain in Japan,kami | Japanese deity | kami | Japanese deity | kami,False,True
[CLS] 2826 Ahti is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],ring ring,asteroid | asteroid | planetoid | asteroid | planetoid,False,True
[CLS] Love Roma is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],film,manga | Japanese comics | manga | seinen | seinen manga | Japanese comics | manga | manga series,False,True
[CLS] Trongisvágsfjørður is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],waterfall in Iceland,fjord | fiord | fjord | fiord | fjord,False,False
[CLS] Wilde Lake is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],coal coal,reservoir | impoundment | reservoir | storage pond | water reservoir | community | human communities | human community | human settlement | human settlements | inhabited place | populated place | populated places | settlement | settlements | impoundment | reservoir | storage pond | water reservoir,False,True
[CLS] Emsdetten school shooting is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],school shooting,school shooting | school massacre | school shooting | school massacre | school shooting,True,False
[CLS] V40 Mini - Grenade is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],V40,hand grenade | grenade | hand grenade | grenade | hand grenade,False,False
[CLS] Argens is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],ring ring,river | river | rivers | river | rivers,False,True
[CLS] Tokyo Philharmonic Orchestra is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Tokyo Philharmonic,orchestra | orchestra | orchestra,False,True
[CLS] Loch Alsh is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],lake,loch | loch | lough | loch | lough | inlet,False,False
[CLS] Ivalo is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Roman Catholic church,village | small town | village | small town | village,False,True
[CLS] Belgian general strike of 1893 is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],general strike,general strike | general strike | general strike,True,False
[CLS] Tekken Comic is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Tekken Comic,manga | Japanese comics | manga | Japanese comics | manga | manga series,False,True
[CLS] Gummidipoondi taluk is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],taluk,tehsil | taluk | taluka | taluq | tehsil | taluk | taluka | taluq | tehsil,True,True
[CLS] Santa Ynez River is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] 14 Herculis b is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],ring ring,extrasolar planet | exoplanet | extrasolar planet | giant planet | exoplanet | extrasolar planet,False,False
[CLS] Nidi railway station is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,True,False
[CLS] Werse is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality in Germany,river | river | rivers | river | rivers,False,True
[CLS] H8 Club is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],H8 Club,tag team | tag team | wrestling tag team | tag team | wrestling tag team,False,False
[CLS] Männerstimmen Basel is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],handball club,choir | choir | chorale | chorus | choir | chorale | chorus,False,True
[CLS] Chapman Creek Pratt Truss Bridge is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],bridge over Chapman Creek,bridge | bridge | bridge,False,True
[CLS] Euratom Treaty is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],treaty,treaty | accord | alliance | compact | convention | covenant | exchange of letters | international agreement | international convention | international protocol | international treaty | pact | protocol | treaty | accord | alliance | compact | convention | covenant | exchange of letters | international agreement | international convention | international protocol | international treaty | pact | protocol | treaty,True,True
[CLS] La Cenicienta is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,opera | opera | opera,False,True
[CLS] Capital Hilton is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Capital Hilton,hotel | hotel | hotels | hotel | hotels,False,True
[CLS] Champtoceaux is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France | delegated commune,True,False
[CLS] Worshipful Company of Scientific Instrument Makers is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],trade union,livery company | livery company | livery company,False,False
[CLS] Ohio Range is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Ohio Range,mountain range | Oceanic range | hill range | mountain barrier | mountain belt | mountain range | mountain system | Oceanic range | hill range | mountain barrier | mountain belt | mountain range | mountain system,False,False
[CLS] Freeway 6 is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Freeway,controlled - access highway | autobahn | controlled - access highway | expressway | freeway | motorway | autobahn | controlled - access highway | expressway | freeway | motorway,True,False
[CLS] Hendijan County is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],County,county of Iran | county | county of Iran | shahrestan | county | county of Iran | shahrestan,True,False
[CLS] canton of Troyes - 2 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],canton of Troyes - 2,canton of France ( until 2015 ) | canton of France ( until 2015 ) | former canton of France | canton of France | canton of France ( until 2015 ) | former canton of France,False,False
[CLS] Lockhart River Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],airport located in Lockhart,airport | air port | airport | airports | air port | airport | airports,False,True
[CLS] Wilson Cemetery is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],cemetery,cemetery | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK] | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK],True,True
[CLS] Somerville High School is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],school in Somerville,high school | H . S . | HS | high school | senior high school | upper middle school | H . S . | HS | high school | senior high school | upper middle school,False,False
[CLS] RunBot is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],bibliograph,robot | bot | robo | robot | bot | robo | robot,False,True
[CLS] Musquash River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],tributary of the United States,river | river | rivers | river | rivers,False,True
[CLS] Swatantra Bharat Paksh is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Bharat Paksh,political party | party | political party | party | political party,False,False
[CLS] Height of Land Portage is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],party party,portage | portage | portage,False,False
[CLS] Low Level Bridge is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Low Level Bridge,bridge | bridge | bridge,False,True
[CLS] Guria is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German municipality,mkhare | mkhare | mkhare,False,False
[CLS] Letsibogo Dam is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],dam,dam | dam | dam,True,True
[CLS] Nudelman - Suranov NS - 37 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],aircraft carrier,autocannon | autocannon | automatic cannon | autocannon | automatic cannon,False,False
[CLS] Southbridge Town Hall is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Town Hall,city hall | city hall | rathaus | seat of local government | town hall | town or city hall | townhall | city hall | rathaus | seat of local government | town hall | town or city hall | townhall,True,False
[CLS] Boone Dam is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],dam,dam | dam | dam,True,True
[CLS] 1992 World Junior Ice Hockey Championships is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],World Junior Ice Hockey,IIHF World U20 Championship | IIHF World U20 Championship | game season | league season | recurring sports edition | season | season of a sports league or competition | sport season | sports competition season | sports season | sports series | sports year | IIHF World U20 Championship,False,False
[CLS] Pan American Unity is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Pan American Unity,mural | mural | mural,False,True
[CLS] Waterville Robert LaFleur Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],airport in the United States,airport | air port | airport | airports | air port | airport | airports,False,True
[CLS] North Chadderton School is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],school,secondary school | high school | secondary school | high school | secondary school | academy | academy school,False,False
[CLS] Lincoln is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],. S,miniseries | TV miniseries | event series | mini - series | miniseries | television miniseries | MOTW | MOW | TV film | TV movie | TV - Movie | Television movie | direct - to - TV film | feature - length drama | made - for - television film | movie of the week | original movie | single drama | telefilm | telemovie | television film | television movie | TV miniseries | event series | mini - series | miniseries | television miniseries,False,False
[CLS] Kallikrein related peptidase 10 is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],peptidase,protein | protein | proteins | protein | proteins,False,True
[CLS] 2008 UEFA European Under - 19 Football Championship is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],2008 UEFA European Football Championship,UEFA European Under - 19 Football Championship | UEFA European Under - 19 Championship | UEFA European Under - 19 Football Championship | UEFA European Under - 19 Championship | UEFA European Under - 19 Football Championship | game season | league season | recurring sports edition | season | season of a sports league or competition | sport season | sports competition season | sports season | sports series | sports year,False,False
[CLS] Mitchell is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],social worker,suburb | suburb | suburban area | urban district | suburb | suburban area | urban district,False,True
[CLS] KSBW s . r . o . is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],. r . o,television station | T . V . station | TV station | television station | BIZ | business | enterprise | enterprise | T . V . station | TV station | television station,False,False
[CLS] 2001 Tennis Masters Cup is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],2001 Tennis Masters Cup,ATP Finals | ATP Finals | ATP World Tour Finals | tennis competition edition | tennis tournament edition | ATP Finals | ATP World Tour Finals,False,False
[CLS] Andronikov Monastery is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],monastery,monastery | convent | monastery | cultural heritage site in Russia | convent | monastery,True,True
[CLS] Hotel Moskva is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],hotel,hotel | hotel | hotels | hotel | hotels,True,True
[CLS] Fremont National Recreation Trail is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],National Recreation Trail,trail | byway | track | trail | walking track | byway | track | trail | walking track,False,True
[CLS] Republican River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],tributary of the Republican River,river | river | rivers | river | rivers,False,True
[CLS] 2008 Sugar Bowl is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],2008 Sugar Bowl,bowl game | bowl game | bowl game,False,False
[CLS] The Legend of Mother Sarah is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Legend of Mother Sarah,manga | Japanese comics | manga | seinen | seinen manga | Japanese comics | manga | manga series,False,True
[CLS] Gombe is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],waterfall in Burkina Faso,municipality | Pouroshobha | municipalities | municipality | nagarasabha | Pouroshobha | municipalities | municipality | nagarasabha,False,True
[CLS] Columbia County Courthouse is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],County Courthouse,courthouse | court building | court house | courthouse | palace of justice | court building | court house | courthouse | palace of justice,False,False
[CLS] Abqaiq oil field is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],oil field,oil field | oil field | oilfield | oil field | oilfield,True,False
[CLS] Iskandar Coastal Bridge is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Coastal Bridge,bridge | bridge | bridge,False,True
[CLS] Pau - latina is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Pau - latina,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Karmic Hit is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Karmic Hit,record label | imprint | label | music label | record label | imprint | label | music label | record label,False,False
[CLS] Peebles High School is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],High School,state school | government school | public school | public sector school | state school | H . S . | HS | high school | senior high school | upper middle school | government school | public school | public sector school | state school,True,False
[CLS] Lesbury is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],New York Times columnist,village | small town | village | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,True
[CLS] Magerit is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],member of the Labour Party,supercomputer | supercomputer | supercomputer,False,False
[CLS] Christie Downs is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],. D . D,suburb | suburb | suburban area | urban district | suburb | suburban area | urban district,False,True
[CLS] Jaintpur is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],coal coal,village | small town | village | village in India | village of India | small town | village,False,True
[CLS] Berkshire East Ski Resort is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Berkshire East Ski Resort,ski resort | ski field | ski resort | ski station | skifield | winter sports resort | ski field | ski resort | ski station | skifield | winter sports resort,False,False
[CLS] LinuxMCE is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],LinuxMCE,home theater PC | HTPC | Home Theater Personal Computer | home theater PC | media center | multimedia framework | multimedia platform | HTPC | Home Theater Personal Computer | home theater PC | media center,False,False
[CLS] Weiswampach is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],waterfall,municipality of Luxembourg | municipality of Luxembourg | municipality of Luxembourg,False,False
[CLS] International Union of Biochemistry and Molecular Biology is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],bibliotheca,non - governmental organization | NGO | civil society organization | non - governmental organization | non - governmental organizations 、 NGO | NGO | civil society organization | non - governmental organization | non - governmental organizations 、 NGO,False,False
[CLS] Electric City is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],band,web series | web series | web series,False,False
[CLS] Bauko is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Swede,municipality of the Philippines | municipality of the Philippines | municipality of the Philippines,False,False
[CLS] Usui Pass is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Pass in the United States,mountain pass | mountain pass | mountain pass,False,False
[CLS] Sepulveda Pass is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Pass of Sepulveda,mountain pass | mountain pass | mountain pass,False,False
[CLS] West - Veluws dialect is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],dialect,dialect | dialect | dialect,True,True
[CLS] Journal of Ornithology is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],quarterly,scientific journal | scientific journal | scientific magazine | scientific journal | scientific magazine,False,False
[CLS] Heath and Reach is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],member of the Labour Party,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] Malcolm Blight Medal is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],medal,award | award | honour | medal | prize | award | honour | medal | prize,True,True
[CLS] Erin Hannon is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],New York Times columnist,fictional character | character | fictional character | fictitious character | character | fictional character | fictitious character,False,False
[CLS] Born and Raised is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],film of the same name,extended play | E . P . | EP | Extended Play | extended play | E . P . | EP | Extended Play | extended play,False,False
[CLS] Bradbourne is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],small hamlet,village | small town | village | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,True
[CLS] allantoin is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],steroid,chemical compound | chemical compound | compound | heteroatomic molecular entity | excipient | chemical compound | compound | heteroatomic molecular entity | heterocycle | heterocyclic compound | heterocyclic compounds | ring structure,False,False
[CLS] Sciacca is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],comune,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,True,False
[CLS] Blanzy is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],remembrance,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] 2010 World Matchplay is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],2010 World Matchplay,World Matchplay | BetVictor World Matchplay | World Matchplay | BetVictor World Matchplay | World Matchplay,False,False
[CLS] Stavelot Triptych is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],triumphant triptych,reliquary | reliquary | altar | reliquary,False,False
[CLS] 8 Uppers is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],band,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Hanle Monastery is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],monastery,gompa | Gonpa | Gumpa | Gunpa | gompa | Gonpa | Gumpa | Gunpa | gompa,False,False
[CLS] Traleika Glacier is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],glacial glac,glacier | glacier | glacier,False,False
