Q2	পৃথিবী
Q160173	রোইজ
Q160213	রাম
Q160278	জন রকফেলার
Q160302	এডিনবরা বিশ্ববিদ্যালয়
Q160307	ফাতেমীয় খিলাফত
Q160369	পোপ তৃতীয় ক্যালিক্সটাস
Q160398	কেলাসবিজ্ঞান
Q160402	প্রত্যক্ষণ
Q160420	সাগা প্রশাসনিক অঞ্চল
Q160450	সামসুন
Q160493	ইভারনেস
Q160506	সান্ত-দেনিই
Q160544	হেরাক্লিওন
Q160549	কনকাকাফ
Q160554	মুহাম্মদ আলী জিন্নাহ
Q160584	সিভিয়ারোডনেটস্ক
Q160614	সেকেন্দার বেগ
Q160627	আলফ্রেড রাসেল ওয়ালেস
Q160642	সল্স্বারি
Q160687	ভালদিভিয়া
Q160819	গাম্বিয়া নদী
Q161210	ফরমালিন
Q161376	মিস ইউনিভার্স
Q161389	ভজিরাভুধ
Q161414	রাশিয়ার ইতিহাস
Q161491	রিডিং
Q161595	মাইসলোভিস
Q161598	ভূগর্ভস্থ পানি
Q161701	কর্কটরাশি
Q161705	ফ্রিগেট
Q161733	অপরাধ বিজ্ঞান
Q161808	চেরকাসি ওব্লাস্ট
Q161841	এডওয়ার্ড গিবন
Q161885	গ্রেট ব্রিটেন সাম্রাজ্য
Q162005	পল অ্যালেন
Q162279	কুওপিও
Q162297	স্বাস্থ্যবিধি
Q162306	বীরেন্দ্র বীর বিক্রম শাহ দেব
Q162475	কাউন্টি কর্ক
Q162543	ষষ্ঠ মুহাম্মদ
Q162548	ওস্কেমেন
Q162677	মুরম
Q162875	সমাধিসৌধ
Q162908	তড়িৎবিশ্লেষ্য
Q163214	ব্যাপন
Q163239	বেলুচিস্তান
Q163263	ইভা লঙ্গোরিয়া
Q163335	প্রিন্সিপিয়া ম্যাথেম্যাটিকা
Q163490	সিডন
Q163727	স্নাতক
Q163740	অলাভজনক সংগঠন
Q163758	ভিনসন ম্যাসিফ
Q163798	ত্রিশূর
Q163861	হ্যারি জেমস
Q163989	আর্চ এনিমি
Q164016	বৃষরাশি
Q164038	পেপ গার্দিওলা
Q164089	মেক্সিকো জাতীয় ফুটবল দল
Q164134	মার্কিন যুক্তরাষ্ট্র জাতীয় পুরুষ ফুটবল দল
Q164193	লিভিভ ওব্লাস্ট
Q164234	কাওয়াসাকি
Q164272	মকররাশি
Q164380	বেথেলহাম পেনসিল্ভানিয়া
Q164521	জর্জ বেস্ট
Q164676	মাকোতো হাসেবে
Q164819	গাগুজিয়া
Q164974	অলিভার টুইস্ট
Q165044	গ্রীনহাউস
Q165204	মেরিডা
Q165352	কের্মন প্রদেশ
Q165420	প্লেভেন
Q165467	জিমি পেজ
Q165658	অ্যাডোবি ফ্ল্যাশ
Q165704	উচ্চ লম্ফ
Q165784	ওয়েস্ট
Q165950	গুপ্তচরবৃত্তি
Q165972	ফোর্ট লেডেডেল
Q166032	দ্য ওয়াশিংটন পোস্ট
Q166118	সংরক্ষণাগার
Q166142	এপ্লিকেশন সফটওয়্যার
Q166231	সংক্রমণ
Q166304	বিলিংস
Q166382	আমির
Q166530	মুক্তিবেগ
Q166646	র্যামসে ম্যাকডোনাল্ড
Q166709	ভিনিৎসিয়া ওব্লাস্ট
Q167037	কর্পোরেশন
Q167270	ট্রেডমার্ক
Q167394	ক্রাগুজেভাক
Q167639	বিজয়নগর সাম্রাজ্য
Q167676	সেন্সর
Q167715	তিরুবনন্তপুরম
Q167859	ভোলিন ওব্লাস্ট
Q167874	চের্নিহিভ ওব্লাস্ট
Q167895	কালা্মাথা
Q168015	ক্লাউস শুলৎস্য
Q168057	ক্রাইওভা
Q168193	নাজাফ
Q168225	হেবরন
Q168291	কর্নিয়া
Q168359	জঁ মারে
Q168360	আফ্রিকান ফুটবল কনফেডারেশন
Q168376	ভিতরিয়া
Q168652	হারগেইসা
Q168668	ডোবরিচ
Q168705	আল-মাসুদী
Q168845	তারা গুচ্ছ
Q168866	এস্কিশেইর
Q168891	সাংস্কৃতিক ভূগোল
Q168929	ক্যাম্পো গ্রান্ডি
Q168935	মালয়েশিয়ার জাতীয় পতাকা
Q168949	সেম্নন প্রদেশ
Q168954	ত্রিপলি
Q169134	নারা
Q169342	রেটিনা
Q169376	নাগাসাকি প্রশাসনিক অঞ্চল
Q169470	পদার্থবিজ্ঞানী
Q169501	পোল্টাভা ওব্লাস্ট
Q169514	সুইডিশ উইকিপিডিয়া
Q169566	এইচপি লাভক্রাফট
Q169577	আর্নেস্ট লরেন্স
Q169906	জাক লাকাঁ
Q169923	কাউন্টি গলওয়ে
Q169963	জেসন স্ট্যাথাম
Q170024	রাস আল-খাইমাহ
Q170036	কিভ ওব্লাস্ট
Q170167	ট্রাইনাইট্রোটলুইন
Q170213	জাকারপাত্তিয়া ওব্লাস্ট
Q170247	চিনান
Q170263	চেস্টার
Q170287	সোবোুটিকা
Q170304	ডোপামিন
Q170305	সাত্রাপ
Q170321	জলাভূমি
Q170322	ছিংতাও
Q170377	ব্ল্যাকপুল
Q170382	রিভলভার
Q170415	স্টারা জাগোরা
Q170416	ফিলিপস
Q170424	বিশ্ব আবহাওয়া সংস্থা
Q170457	আয়ডিন
Q170462	সারাওয়াক
Q170467	স্পেনের পঞ্চম ফিলিপ
Q170468	সংযুক্ত আরব প্রজাতন্ত্র
Q170478	বোর্ন্মাথ
Q170481	এশিয়া-প্রশান্ত মহাসাগরীয় অর্থনৈতিক সহায়তা
Q170497	গ্লঊচেস্টার
Q170513	তাগানরোক
Q170525	আগাদির
Q170532	আমাশিয়া
Q170541	পূর্ব ব্লক
Q170545	ফেনাইল অ্যালানিন
Q170570	ইলম প্রদেশ
Q170573	(কো)ওম
Q170583	প্রাইড অ্যান্ড প্রেজুডিস
Q170588	প্রজাতন্ত্রী টেক্সাস
Q170591	হাইড্রোজেন সালফাইড
Q170612	টেলিপ্যাথি
Q170616	চিবা
Q170654	পোপ দ্বিতীয় ক্যালিক্সটাস
Q170658	সৃজনশীলতা
Q170688	স্যান্টা ক্রুজ
Q170790	গণিতবিদ
Q170967	ডেনিজলি
Q170996	গালাতি
Q171038	সফটবল
Q171186	ব্লগার
Q171195	নাগার্জুন
Q171223	নিরজহাজা
Q171224	ইউজিন
Q171240	লন্ডন স্টক এক্সচেঞ্জ
Q171334	জ্যাপরিঝিঝিয়া ওব্লাস্ট
Q171349	প্রথম আব্বাস
Q171357	কেক্সকেমিট
Q171382	বামিয়ান প্রদেশ
Q171617	ক্যাম্পিনাস
Q171632	মারাকাইবো
Q171639	আশডুড
Q171689	প্যারিসের ১২শ আরোঁদিসমঁ
Q171714	কেমান
Q171852	ওডেস্যা ওব্লাস্ট
Q171866	মিডলসব্রো
Q171877	হাইড্রোজেন পারক্সাইড
Q171882	লারনাকা
Q171943	নানছাং
Q171965	লুহানস্ক ওব্লাস্ট
Q171973	থাইমিন
Q172118	পার্সি উইলিয়াম্স ব্রিজম্যান
Q172157	উইনচেস্টার
Q172183	খাইম ভাইৎসমান
Q172290	সালফেট আয়ন
Q172415	কুতাইচি
Q172438	পিটারবার্গ
Q172455	বুলান-বিয়াঙ্কুয়া
Q172495	আর্জেন্টিনার জাতীয় সঙ্গীত
Q172517	জ্যামাইকার জাতীয় পতাকা
Q172640	উত্তর ভিয়েতনাম
Q172697	মার্কেসাস দ্বীপপুঞ্জ
Q172792	ড্যারেন ফ্লেচার
Q172877	আরনো এলান পেনজিয়াস
Q173113	কৃষিতত্ত্ব
Q173121	সান্তিয়াগো দে কেরেতারো
Q173253	ইন্দ্রিয়
Q173270	বেরাক্রুস
Q173407	টের্নোপিল ওব্লাস্ট
Q173517	গ্রেনেড
Q173532	ব্যাবলস
Q173535	প্রজাতন্ত্রী চীনের জাতীয় পতাকা
Q173670	আর্জিনিন
Q173690	গিরুকাস্টার
Q173790	রক্সেট
Q173822	ব্রেস্ট অঞ্চল
Q173972	রুড হুলিট
Q173985	ফয়সালাবাদ
Q174091	চ্যাংশা
Q174187	রিভনে ওব্লাস্ট
Q174193	যুক্তরাজ্য এবং আয়ারল্যান্ড
Q174219	রঙ
Q174224	উইলমিংটন
Q174461	রাঁচি
Q174486	অ্যান্টনিও ভ্যালেন্সিয়া
Q174583	গুলি
Q174596	মোবি ডিক
Q174677	আমোষ
Q174684	তুজলাা
Q174753	ওবদিয়
Q174769	ইউনাইটেড এয়ারলাইন্স
Q174782	চত্বর
Q174908	মাইকেল মুর
Q174936	গ্লাইকোজেন
Q175021	উম্মুল কুয়াইন
Q175124	নবকুবিশেভস্ক
Q175157	একদিনের আন্তর্জাতিক ক্রিকেট
Q175482	ফিনিশীয় উইকিপিডিয়া
Q175632	নুনিয়াটন
Q175945	উত্তর লিংকনশায়ার
Q176178	জোমালা
Q176186	লেমল্যান্ড
Q176196	সাল্ভিক
Q176799	সামরিক সংগঠন
Q176815	ইন্টার-পার্লামেন্টারি ইউনিয়ন
Q177054	বার্গার কিং
Q177220	গায়ক
Q177229	আর্থার বেঞ্জামিন
Q177310	বরিস স্পাস্কি
Q177320	হালাকু খান
Q177342	অ্যালুমিনিয়াম অক্সাইড
Q177378	তফু
Q177409	অভিক্ষেপ জ্যামিতি
Q177625	তড়িচ্চুম্বকীয় ক্ষেত্র
Q177777	পণ্য স্থানান্তর বিদ্যা
Q177819	পুরাতন রাজত্ব
Q177836	পটাসিয়াম নাইট্রেট
Q177917	ইমরে নাগি
Q178032	বৈদ্যুতিক চুম্বক
Q178038	দ্বিতীয় স্পেনীয় প্রজাতন্ত্র
Q178076	মীখা
Q178269	ইভানো-ফ্রাঙ্কিভস্ক ওব্লাস্ট
Q178283	কাউন্টি লিমেরিক
Q178338	হগয়
Q178359	সস
Q178373	রাস্ট
Q178390	যিহিষ্কেল
Q178430	লাইসিন
Q178450	অ্যাস্পার্টিক অ্যাসিড
Q178470	নেটবুক
Q178498	অহিংসা
Q178531	ভিদিন
Q178561	যুদ্ধ
Q178626	কাউন্টি মায়ো
Q178663	মেকনাস
Q178715	ছড়া
Q178725	নিতেরিও
Q178794	হাতঘড়ি
Q178810	সিরীয় গৃহযুদ্ধ
Q178819	যোনা
Q178835	বালবেক
Q178878	বেকেসসাবা
Q178888	ফাতাহ
Q179029	সাবাহ
Q179034	ওয়াটারলু, বেলজিয়াম
Q179126	জন রাস্কিন
Q179161	রুশ সাহিত্য
Q179200	মেট্রো-গোল্ডউইন-মেয়ার
Q179201	জয়ন্ত বিষ্ণু নারলিকর
Q179224	ডোভার
Q179248	আলবেনীয়
Q179254	জেলাটিন
Q179266	জিদ্দু কৃষ্ণমূর্তি
Q179282	স্টিভেন ভেইনবার্গ
Q179385	গ্রীনিচ
Q179538	আবশেরন জেলা
Q179570	কায়রোয়ান
Q179585	প্লোয়েস্টি
Q179691	নিইগাতা
Q179724	ন্যাফথালিন
Q179726	কুমলিঞ্জ
Q179731	সোডিয়াম বাইকার্বনেট
Q179755	নহূম
Q179759	আল-কিন্দি
Q179760	হবক্কুক
Q179767	এক্স জাপান
Q179769	সখরিয়
Q179805	রাজনৈতিক দর্শন
Q179807	সন্ন্যাসব্রত
Q179815	ডারহাম
Q179830	জেল্গাভা
Q179833	সুমকায়িত
Q180057	লিঙ্কোন,যুক্তরাজ্য
Q180089	দ্য ইকোনমিস্ট
Q180114	আইয়ুবীয় রাজবংশ
Q180123	ফাতিমা
Q180139	হেরাডেক ক্রালাভ
Q180217	স্টেফান বানাখ
Q180231	কাউন্টি কিলকেনি
Q180233	পোরি
Q180344	ওশেনিয়া ফুটবল কনফেডারেশন
Q180350	ফ্রেডরিক বেনটিং
Q180445	নেচার
Q180494	সাগা
Q180522	আকাবা
Q180536	গণিতের দর্শন
Q180573	দক্ষিণ ভিয়েতনাম
Q180592	সামাজিক দর্শন
Q180619	স্টিভেন জে গুল্ড
Q180642	গ্যারিঞ্চা
Q180704	আয়রন ম্যান
Q180717	সোসে
Q180817	পর্তুগীজ রন্ধনশৈলী
Q180852	ঝাং জিয়ি
Q180892	সৌর ভর
Q180967	আদি শঙ্কর
Q180987	স্তূপ
Q181055	হট ডগ
Q181059	পূর্ব আর্মেনীয়
Q181071	নিউ রোম্নি
Q181103	বেলুচিস্তান
Q181136	গ্লুটামিক অ্যাসিড
Q181154	প্রথম মুয়াবিয়া
Q181162	স্টিভ বলমার
Q181163	ডেনীয় উইকিপিডিয়া
Q181278	২০২০ গ্রীষ্মকালীন অলিম্পিক
Q181376	গ্রোদনো
Q181497	যৌন দ্বিরূপতা
Q181505	জ্যোতির্মিতি
Q181557	কোসিয়োং শহর
Q181619	গ্লুটামিন
Q181633	মাইকোলাইভ ওব্লাস্ট
Q181642	সুজুকি
Q181665	আগস্টিনহো নেটো
Q181699	কার্বনেট
Q181839	প্রয়োগতত্ত্ব
Q181854	লাপ্পিনারান্তা
Q181882	কাউন্টি কারলো
Q181943	আই লাভ লুসি
Q182000	বাণিজ্য ও উন্নয়ন সংক্রান্ত জাতিসংঘ সম্মেলন
Q182015	রোমাঞ্চক
Q182025	আকসারায়
Q182056	ইনুইয়াশা
Q182059	কোমাসি
Q182168	নাইট্রেট আয়ন
Q182228	ব্রেইনস্টেম
Q182329	অ্যামোনিয়াম নাইট্রেট
Q182394	ইয়াদ
Q182408	গ্লেন্ডা জ্যাকসন
Q182428	সিলিস্ত্রা
Q182452	গেন্নাদি জিউগানোভ
Q182521	রোস্টাফি
Q182557	গণনীয় ভাষাতত্ত্ব
Q182625	উইন্ডসর
Q182778	ভ্রান্সিয়া কাউন্টি
Q182781	মুহাম্মদ আলি পাশা
Q182849	ক্যালসিয়াম হাইড্রোক্সাইড
Q182852	খুনমিং
Q182914	হাসান ইবনে আলী
Q182923	স্টারলিং
Q182940	মিষ্টান্ন
Q183124	কোচাবাম্বা
Q183126	রামকৃষ্ণ পরমহংস
Q183129	পানি দূষণ
Q183187	ফাহাদ বিন আবদুল আজিজ
Q183216	বিশ্লেষণী দর্শন
Q183231	ব্যাংক অব ইংল্যান্ড
Q183266	স্যামুয়েল জনসন
Q183275	মিতসুবিসি
Q183279	ইভানোভিচ আলফারভ
Q183290	সেরিন
Q183298	ইবাদান
Q183303	জালালাবাদ
Q183314	খাইবার পাখতুনখাওয়া
Q183397	ফ্রেড হয়েল
Q183405	সাফি
Q183412	ইএমআই
Q183480	অ্যাডসেন্স
Q183492	মার্গারেট অ্যাটউড
Q183498	ব্রাতিসাবা অঞ্চল
Q183551	ওয়াটারফোর্ড
Q183584	লেঞ্জহো
Q184030	হোশেয়
Q184090	প্রেসটন
Q184163	কোলচেস্টার
Q184184	নুয়াধিবু
Q184232	থেইয়া
Q184267	আন্দ্রেই গ্রোমিকো
Q184299	শাহ
Q184345	ভিনা ডেল মার
Q184395	সমুদ্রের পানি
Q184402	আয়াতুল্লাহ
Q184427	অজন্তা গুহাসমূহ
Q184485	করণ শিল্পকলা
Q184530	জিরোলামো কার্দানো
Q184539	অরদু
Q184563	সিন-ইতিরো তোমোনাগা
Q184579	বোল্টন
Q184587	গ্র্যান্ড রেপিডস
Q184590	রানওয়ে
Q184594	কাউন্টি ওয়াটারফোর্ড
Q184599	কাউন্টি ওয়েক্সফোর্ড
Q184663	চীনা দর্শন
Q184775	ইপ্সউইচ
Q184782	ফসফরিক এসিড
Q184876	প্রসঙ্গ কাঠামো
Q185006	ক্যালসিয়াম অক্সাইড
Q185009	ঘোল
Q185020	আয়তলেখ
Q185057	টেলোমিয়ার
Q185080	মধ্য মস্তিষ্ক
Q185111	টোবাগো
Q185125	হামামাতসো
Q185131	মিনি কম্পিউটার
Q185134	তেমচেন
Q185143	ডিটেকটিভ কোনান
Q185166	শেখ
Q185179	নোল
Q185221	মালাক্কা
Q185225	সান্তি কাজোরলা
Q185264	গণিতের ইতিহাস
Q185332	সাতু মারে
Q185343	মার্ক নফ্লার
Q185450	পিয়ের লুই নেপোলিয়ন ক্যাভানারী
Q185453	মুলতান
Q185582	নক্সভিল
Q185583	ক্যান্ডি
Q185632	লিমাসল
Q185682	ফরাসি ইন্দোচীন
Q185684	হেফেই
Q185700	ভিটেবস্ক অঞ্চল
Q185785	গোলা
Q185925	চিত্রলৈখিক নকশানির্মাণ
Q185992	মুফতি
Q186055	গিট
Q186068	ফক্স নিউজ
Q186101	জলজ উদ্ভিদ
Q186198	পূর্ব গোলার্ধ
Q186237	জোয়েনস্যু
Q186254	হাস্কোভো
Q186349	টার্গু মুরেস
Q186380	অটোজোম
Q186444	নিউক্লিয়ার নন-প্রলিফারেশন ট্রিটি
Q186465	জুলিয়ান শুইঙার
Q186474	সিস্টিন
Q186497	উইলিস ল্যাম্ব
Q186569	য়াম্বল
Q186576	পাজর্দ্যহিক
Q186579	ইংরেজি সাহিত্য
Q187099	লিওনেল জস্প্যাঁ
Q187136	লুওইয়াং
Q187205	বিস্ত্রিতা
Q187223	উপহ্রদ
Q187346	কন্সটান্টিন
Q187352	কাভালা
Q187510	রিচার্জেবল ব্যাটারী
Q187693	ফেযেঁর কাউন্টি
Q187712	আবুধাবি আমিরাত
Q187805	স্পুকান
Q187826	মসতলেস
Q187890	কের্চ প্রণালী
Q188017	টাইরোসিন
Q188018	নিক নল্টে
Q188022	মারদিন
Q188061	ভিনিয়াস কাউন্টি
Q188094	অর্থনীতিবিদ
Q188096	পেনাং
Q188261	পিউরিন
Q188304	সান্ডারল্যান্ড
Q188313	ব্ল্যাকবার্ন
Q188336	সাফেদ
Q188373	সাউথ বুহেমিয়া অঞ্চল
Q188399	সেন্ট্রাল বুহেমিয়ান অঞ্চল
Q188403	কোয়ান্টাম রসায়ন
Q188413	নিউজউইক
Q188444	ব্যবকলনীয় জ্যামিতি
Q188449	নিউরোসার্জারি
Q188468	প্রাচীন অলিম্পিক গেমস
Q188478	ব্রাইলা
Q188502	সেবাস্টিয়ান কো
Q188509	উপনগর
Q188515	লস অ্যাঞ্জেলেস টাইমস
Q188524	টেন্সর
Q188543	অ্যামোনিয়াম ক্লোরাইড
Q188563	সফনিয়
Q188567	গ্রামীণ ব্যাংক
Q188673	টারগোভিস্তে
Q188676	গরুড়
Q188688	দোলনা
Q188693	ব্লানতিরে
Q188695	ডাইরেক্টএক্স
Q188711	সাহাবা
Q188712	জাপানের সাম্রাজ্য
Q188720	মাইকেল লাউড্রপ
Q188731	রোডস
Q188732	গোমেল অঞ্চল
Q188745	প্লেটোনীয় ঘনবস্তু
Q188783	মোশে দায়ান
Q188784	সুপারহিরো
Q188801	কেনসিংটন ও চেলসি
Q188806	কিতাকিয়ুশু
Q188810	শারজাহ আমিরাত
Q188822	এশীয় উন্নয়ন ব্যাংক
Q188847	পরিবেশ বিজ্ঞান
Q188929	আর্থার ইভান্স
Q188933	কাবুল প্রদেশ
Q188942	মোল্লা
Q188959	কোভাস্না কাউন্টি
Q189022	ইম্পেরিয়াল কলেজ লন্ডন
Q189125	রূপান্তরিত লিঙ্গ
Q189128	লিও
Q189133	কেয়ার্নস
Q189134	উসাক
Q189290	কর্মকর্তা (সশস্ত্র বাহিনী)
Q189294	বোরন শ্রেণী
Q189328	লোভেক
Q189422	জঁ দ্যুজার্দাঁ
Q189445	দ্বিকক্ষ আইনসভা
Q189447	ঝুঁকি ব্যবস্থাপনা
Q189476	আবরাজ আল-বাইত টাওয়ার্স
Q189509	দ্য জাঙ্গল বুক
Q189524	নৌবহর
Q189546	বিজেরতে
Q189592	এন্ট্রিম কাউন্টি
Q189635	ঈগ্ল্স
Q189729	ফিলিপ গ্লাস
Q189803	আর্থার হার্ডেন
Q189822	মুগিলেভ অঞ্চল
Q189823	হাইকৌ
Q189842	ফাইনাল ফ্যান্টাসি
Q189912	স্কটল্যান্ড-
Q189960	ওয়েস্টমিনিস্টার শহর
Q189999	রানী মড ভূমি
Q190018	কোমারম-এজতারগম কাউন্টি
Q190080	কার্নেগী মেলন বিশ্ববিদ্যালয়
Q190117	মোটরগাড়ি শিল্প
Q190131	সালাহউদ্দিন প্রদেশ
Q190173	আন্তর্জাতিক আইস হকি ফেডারেশন
Q190227	সোডিয়াম কার্বনেট
Q190353	সার্বভৌম মাল্টার সামরিক আদেশ
Q190375	ঐতিহাসিক ভাষাবিজ্ঞান
Q190438	বামন ছায়াপথ
Q190499	সিভেরজভিন্সক
Q190503	আর্থার লিওনার্ড শলো
Q190679	ক্যাপ্টেন আমেরিকা
Q190770	ফিলিপ ওয়ারেন অ্যান্ডারসন
Q190828	পেটা ঠিকভা
Q190897	ফিয়ের
Q190901	অ্যামোনিয়াম ক্যাটায়ন
Q190928	শিপইয়ার্ড
Q191061	গ্রোদনো অঞ্চল
Q191064	লিভ উলমান
Q191066	প্যারিসের ১৫শ আরোঁদিসমঁ
Q191075	বাগদাদ প্রদেশ
Q191091	কার্লোভি ভেরি অঞ্চল
Q191095	এডওয়ার্ড স্যাপির
Q191130	কানাযাওয়া
Q191168	চেক উইকিপিডিয়া
Q191174	মিরান্ডা
Q191186	ক্যারাবোবো
Q191384	আন্তর্জাতিক পুনর্গঠন ও উন্নয়ন ব্যাংক
Q191633	মাঙ্গাকা
Q191670	ইলফোভ
Q191768	শূকরের মাংস
Q191838	দ্য কাউন্ট অব মন্টি ক্রিস্টো
Q191949	ব্রেইভ নিউ ওয়ার্ল্ড
Q191954	ফ্রান্সের রাষ্ট্রপতি
Q192055	নানচিং গণহত্যা
Q192207	অরবিন্দ ঘোষ
Q192225	নেতানিয়া
Q192240	নর্থাম্পটন
Q192265	ফোসানি
Q192276	পরিমাপ
Q192324	অ্যাডোব ড্রিমওয়েভার
Q192334	ইউনিভার্সিটি অব নর্থ ক্যারোলাইনা অ্যাট চ্যাপেল হিল
Q192373	বিশ্ব এইডস দিবস
Q192374	মারসিলিও ফিচিনো
Q192410	জেনিফার হাডসন
Q192517	বুল্ডার
Q192519	জ্যাক রুবি
Q192606	লেসকোভাস্ক
Q192611	নির্বাচনী এলাকা
Q192625	ভাষাতাত্ত্বিক শ্রেণীকরণবিদ্যা
Q192628	গরুর মাংস
Q192702	উস্টি নাড লাবেম অঞ্চল
Q192711	ভারতের প্রধানমন্ত্রী
Q192726	ভার্চুয়াল মেশিন
Q192845	এমএসএন
Q192864	সায়েন্স
Q192870	নোকিয়া
Q192888	স্মলিয়ান
Q192896	চার্লিসলে
Q192907	আর্থিক প্রতিবেদন
Q192912	স্টিভেন ফ্রাই
Q192918	সাব্রাতা
Q192926	কাজানলাক
Q192959	মিন্সক অঞ্চল
Q192960	বাইবার্স
Q193007	সুখোই
Q193043	ফেরহাত আব্বাস
Q193055	গিউরগিউ কাউন্টি
Q193116	খালেদ হোসেইনি
Q193190	ফামাগোস্তা
Q193250	বুলাওয়ে
Q193266	লাইবেরেক অঞ্চল
Q193272	ইকোয়াস
Q193275	সৌরজগতের ক্ষুদ্র বস্তু
Q193279	অনাথ
Q193289	ইকিতোস
Q193295	হারডেক ক্রালোভ অঞ্চল
Q193370	মনতাই
Q193375	টেইট মডার্ন যাদুঘর
Q193391	কূটনীতিবিদ
Q193411	ব্রাই
Q193431	পার্ক দেস প্রিন্সেস
Q193439	দুবাই আন্তর্জাতিক বিমানবন্দর
Q193445	আর্তভিন
Q193452	আরমাহ
Q193544	সঙ্গীত তত্ত্ব
Q193589	প্লেটোবাদ
Q193592	মধ্যমাঠের খেলোয়াড়
Q193660	র্যামন লাল
Q193670	ফ্রানজ ফানো
Q193701	স্পেস এক্স
Q193714	মেন্ডেটরি প্যালেস্টাইন
Q193727	জনস হপকিন্স বিশ্ববিদ্যালয়
Q193793	ইলেকট্রনের শক্তিস্তর
Q193802	ওজদা
Q193803	রজার পেনরোজ
Q193814	হীনযান
Q193944	সংঘ
Q193968	মোল্লা ওমর
Q194284	শুল্ক ও বাণিজ্য বিষয়ক সাধারন চুক্তি
Q194316	সুবর্ণভূমি বিমানবন্দর
Q196546	সৈয়দ আহমদ খান
Q197736	রাজেন্দ্র প্রসাদ
Q199500	গিউম্রি
Q199609	ওইটা
Q199693	কাতালান উইকিপিডিয়া
Q199698	ইউক্রেনীয় উইকিপিডিয়া
Q199739	আমার সোনার বাংলা
Q199797	টাকোমা
Q199821	গ্রান কলম্বিয়া
Q199841	গণতন্ত্রী ইয়েমেন প্রজাতন্ত্র
Q199877	হাইড্রক্সাইড আয়ন
Q199889	কুমামোতো
Q200028	হ্যামিল্টন
Q200030	লাটাকিয়া
Q200036	ভোলোস
Q200054	জামশেদপুর
Q200060	এস্তোনিয় উইকিপিডিয়া
Q200061	প্রিজরেন
Q200078	ওকায়ামা
Q200092	ভৌতিক চলচ্চিত্র
Q200124	ভায়োত জুর অঞ্চল
Q200130	আজাদ কাশ্মীর
Q200180	ভিয়েতনামী উইকিপিডিয়া
Q200183	সহজ ইংরেজি উইকিপিডিয়া
Q200251	কোচি
Q200273	জিগমে সিংয়ে ওয়াংচুক
Q200386	সার্বিয় উইকিপিডিয়া
Q200397	আব্রাআম দ্য মোয়াভ্র্
Q200589	উটসোনোমিয়া
Q200942	সুইন্ডন
Q201051	রিশন লেজিওন
Q201117	টয়োটা
Q201149	ফিফে
Q201442	ক্রোসেভাক
Q201484	জন ডি
Q201486	বিজ্ঞানের ইতিহাস
Q201492	ম্যাকগিল বিশ্ববিদ্যালয়
Q201538	এডওয়ার্ড সাইদ
Q201565	নরি
Q201652	অ্যাপল ২
Q201759	বস্তি
Q201788	ইতিহাসবেত্তা
Q201812	হাডারসফিল্ড
Q201897	ইতালীয় ফুটবল ফেডারেশন
Q201948	স্নাইপার
Q201970	শ্রিউবুরি
Q202158	হামিনলিন্না
Q202177	অ্যাঙ্গাস
Q202628	ওল্ডহ্যাম
Q202631	জন আর্চিবল্ড হুইলার
Q202648	রেফারী
Q202800	সোমালি অঞ্চল
Q202943	ব্রহ্মগুপ্ত
Q202973	কিংস্টন
Q203000	পার্থ
Q203233	পলাশীর যুদ্ধ
Q203245	১৯৬০ ইউরোভিশন সঙ্গীত প্রতিযোগিতা
Q203263	অ্যাথেন্স
Q203308	সিমোনোসেকি
Q203349	পুল
Q203380	নেপিয়ার
Q203415	কালো চা
Q203488	ক্রোয়েশীয় উইকিপিডিয়া
Q203591	আনাস্তাসিয়া মিসকিনা
Q203874	জার্মান রূপা
Q203889	লুটন
Q203920	বহুভাঁজ
Q203925	ফিশ অ্যান্ড চিপ্স
Q203960	জেমস আর্ল জোন্স
Q203983	১৯৬৪ ইউরোভিশন সঙ্গীত প্রতিযোগিতা
Q204200	ইব্রাহিমী মসজিদ
Q204245	কুয়ের্নাবাকা
Q204382	কুওভোলা
Q204622	প্যারিসের ১৯শ আরোঁদিসমঁ
Q204720	হেরফোর্ড
Q204848	ম্যাথু ফ্লামিনি
Q204952	জিংক সালফাইড
Q204954	জিঙ্ক সালফেট
Q205047	ইরাকি কুর্দিস্তান
Q205084	গণনামূলক জটিলতা তত্ত্ব
Q205375	আবিষ্কারক
Q205458	মেডল
Q205545	এলেফথেরিওস ভেনিজেলোস
Q205648	গ্রানাডা
Q205754	মেন্ডীয়বাদ
Q205776	মোনাগাস
Q205782	শিবরামকৃষ্ণ চন্দ্রশেখর
Q205832	কুরফু
Q205842	আস্পেন
Q205905	ল্যানচেস্টার
Q206033	গুগল বই
Q206112	উইলি নেলসন
Q206271	উমাগুমা
Q206467	ইউরেনাইট
Q206687	নেলসন
Q206855	রুশ উইকিপিডিয়া
Q206904	আর (প্রোগ্রামিং ভাষা)
Q206926	নর্থ আয়ারশায়ার
Q206933	লেইরিয়া
Q206954	কাস্টোরিয়া
Q206988	চেলটেনহ্যাম
Q206989	শ্যুটিং ক্রীড়া
Q207011	স্নায়ুবিজ্ঞান
Q207123	বীরুৎ
Q207162	বোরবন পুনর্নির্মাণ
Q207176	মনমউথশায়র
Q207321	মাটসো
Q207365	সাউইন
Q207615	রয়্যাল স্প্যানিশ ফুটবল ফেডারেশন
Q207628	সঙ্গীত রচনা
