Q2	पृथ्वी
Q100188	क्लुज-नापोका
Q101254	न्यूपोर्ट
Q101266	पोप इनोसंट दहावा
Q101286	पोप इनोसंट अकरावा
Q101294	पोप अलेक्झांडर आठवा
Q101430	पोप पॉल चौथा
Q101437	पोप पायस दुसरा
Q101625	माराकेश
Q101638	मेरी वोल्स्टनक्राफ्ट
Q102139	मार्ग्रेथे दुसरी, डेन्मार्क
Q102178	जागतिक बुद्धिबळ महासंघ	फिडे	फेडरेशन इंटरनॅशनल डेस इचेस	फेडेरेशन इंटरनॅशनाले देस इचेक्स
Q102296	ड्युटेरियम
Q102317	केल्स
Q102397	मिस्कोल्क
Q102865	तिसरा दारियुश	दरायस तिसरा
Q103774	पं. रवी शंकर	पंडित रविशंकर	पंडित रवीशंकर	पंडीत रविशंकर	पंडीत रवीशंकर	रवि शंकर	रविशंकर	रवी शंकर
Q103892	झॅबरझ
Q103955	गुस्टाफ श्ट्रीजमान	गुस्ताव स्ट्रेसमान	गूस्टाफ श्ट्रीजमान
Q104036	वेन्टस्पिल्स	वेन्टस्पीलस
Q104154	उर्बैन ली व्हेरिये
Q104231	स्टॉकहोम काउंटी
Q104334	कारबॉनिक आम्ल
Q104560	बालाकोवो
Q104668	व्हिटाली लाझारेविच जिन्झबर्ग	व्हिताली एल. जिन्झबर्ग	व्हिताली जिन्झबर्ग
Q104712	एलब्लॅग
Q104740	राडॉम
Q104843	क्रुझर
Q105060	सोस्नोव्हिएक
Q105674	धावणे
Q105756	अपडाइक	जॉन अपडाइक
Q106039	क्रिश्चन	ख्रिश्चन	ख्रिस्ती
Q106641	योहान क्रिस्चियन बाख
Q106789	व्हरमॅंड काउंटी
Q106807	मॅग्नस कार्लसन
Q107126	आर्लिंग्टन, व्हर्जिनिया
Q107130	राजेश खन्ना
Q107397	काउंटी लीट्रिम
Q107401	शिवास
Q107450	फ्रँक अँथनी विल्चेक	फ्रँक अँथनी विल्झेक	फ्रँक अँथोनी विल्चेक	फ्रँक अँथोनी विल्झेक	फ्रँक विल्चेक	फ्रँक विल्झेक
Q108206	जॉन बन्यन
Q108316	पोप अलेक्झांडर सहावा
Q109356	हॅमहुंग
Q109374	वॉनसन
Q111739	प्वेर्टो प्रिन्सेस	प्वेर्टो प्रिन्सेसा
Q114749	पहिला एहमेद
Q116341	कोरके
Q117040	सांतियागो डी क्युबा
Q117096	रमोन मॅग्सेसे
Q117676	वायस्यू
Q117840	पोप निकोलस दुसरा
Q118081	पोप सेलेस्टीन पाचवा
Q120730	क्योतो
Q121157	मशहद
Q121378	कोर्फू
Q121594	प्राध्यापक
Q122224	संततिनिमन	संततिनियमन
Q122304	नितीश कुमार
Q122338	आल्बर्ट हॉफमन
Q122392	जेकब बर्नोली
Q122574	बॉटेनव्हिकेन	बोथनियन समुद्र	बोथनियाचा उपसागर	बोथनियाचे आखात
Q122701	लॉर्ड केल्विन	लॉर्ड केल्व्हिन	विल्यम थॉमसन
Q122723	ओसाका
Q123022	फेलिक्स ब्लॉक
Q123029	हाइनरिक रोहरर	हाइनरिक रोह्रर	हाइनरिख रोहरर	हाइनरिश रोहरर
Q123258	फुकुओका
Q123709	डंडी
Q124020	स्वित्झर्लंडचा ध्वज
Q124086	वेस्ली एस्नाइडर	वेस्ली बेंजामिन स्नायडर	वेस्ली स्नाइडर	वेस्ली स्नायडर	वेस्ली स्नेइज्डर	वेस्ले स्नेइज्डर
Q124739	तिहुआना
Q124754	पोप पायस सातवा
Q124831	पोप ग्रेगोरी नववा
Q124976	कोल इंडिया लिमिटेड
Q125076	स्लमडॉग मिलियनेयर	स्लमडॉग मिलियोनेर
Q125080	वासा
Q125293	पूएब्ला शहर	पेब्ला	पेब्ला दे सारागोसा	पेब्ला शहर
Q125384	लुझान	लुझॉन	लुझोन
Q125631	पोप अर्बन पहिला
Q125731	एहूड बराक	एहूद बराक
Q125761	आंतरराष्ट्रीय नागरी उड्डाण संस्था
Q126148	टँजियर
Q126269	वोल्वरहॅम्प्टन
Q127063	कार्स
Q127091	पर्ल हार्बर
Q127167	वेस्टर्न केप
Q127254	पोप अलेक्झांडर सातवा
Q127513	कनागावा प्रांत	कानागावा
Q127552	पिक्सार अॅनिमेशन स्टुडिओ	पिक्सार अॅनिमेशन स्टुडिओज
Q127623	व्हंटा
Q127771	लढाऊ विमान
Q127856	बेव्हरली हिल्स्
Q127920	कोव्हॅलंट बाँड	सहसंयुज बंध	सहसंयुजी बंध
Q127955	बेलग्रेड निकोला टेस्ला विमानतळ
Q127974	युक्रेनचा ध्वज
Q127980	चरबी
Q128019	पोप पायस सहावा
Q128069	सिरॅक्युज
Q128076	पोप इनोसंट तिसरा
Q128102	इर्तिश नदी
Q128186	सैतामा
Q128267	सेंट जोसेफ
Q128306	डेंटन, टेक्सास
Q128321	मिडलँड
Q128323	त्रिनिदाद
Q128347	पाकिस्तानचा ध्वज
Q128361	ओडेसा
Q128499	याल्टा
Q128563	ब्रायन मुलरोनी
Q128593	पुनर्जन्म
Q128614	जॉन डीफेनबेकर
Q128633	विल्यम ल्योन मॅकेन्झी किंग
Q128645	आर्थर मेइघेन
Q128655	रॉबर्ट लेर्ड बोर्डेन
Q128664	विल्फ्रिड लॉरिये
Q128686	जॉन स्पॅरो डेव्हिड थॉम्पसन
Q128891	लॅफयेट
Q128896	ऍडव्हान्स्ड मायक्रो डिव्हाईसेस	ए. एम्. डी.	ए.एम.डी	ए.एम.डी.	ए.एम्.डी.
Q128902	धाकटा पिट
Q128967	एडवर्ड हीथ
Q129003	फ्रांसचे दक्षिणी व अंटार्क्टिक भूभाग	फ्रान्सचे दक्षिणी व अंटार्क्टिक भूभाग
Q129214	मिथुन	मिथुन रास
Q129259	नीस
Q129286	ब्रिटिश भारत	ब्रिटिश हिंदुस्थान	ब्रिटीश भारत	ब्रिटीश राज
Q129499	गुन्मा
Q129610	गॅलवे
Q129649	इझ्मित	निकोमेडिया	निकोमेदिया
Q129793	अॅडोबे फोटोशॉप	फोटोशॉप
Q129967	पोप क्लेमेंट अकरावा
Q130191	नॉर्विच
Q130206	लंडन ब्रिज
Q130212	झेकेसफेहरवर
Q130469	मझार ए शरीफ	मझार-ए-शरीफ	मझारी शरीफ
Q130514	लुक्सोर
Q130695	चातुर्वर्ण पद्धत	चातुर्वर्ण्य	पुराण	भारतातील जाती व्यवस्था	हिंदू वर्णव्यवस्था
Q130754	२००४ इंडोनेशिया भूकंप आणि त्सुनामी	२००४ हिंदी महासागर भूकंप व त्सुनामी
Q130774	आर्जेन्टिनाचा ध्वज
Q130800	पापीत	पापीती
Q130871	बर्लिन आंतरराष्ट्रीय चित्रपट महोत्सव
Q130873	मेनाकेम बेगिन	मेनाकेम वॉल्फोविच बेगिन
Q130949	स्कीइंग
Q130975	रॉबर्ट अँड्रुझ मिलिकन	रॉबर्ट मिलिकेन
Q131083	नखिवियन ऑटोनॉमस रिपब्लिक
Q131089	भूपृष्ठमितीशास्त्र
Q131120	अॅना कुर्निकोव्हा	आना कुर्निकोव्हा	ऍना कुर्निकोव्हा	ऍना सर्गेयेव्ना कुर्निकोव्हा	ऍना सर्जेयेव्ना कुर्निकोव्हा
Q131127	बंजा लुका
Q131144	टॉम अॅन्ड जेरी
Q131204	व्हियेतनामचा ध्वज
Q131210	द्नीस्तर नदी
Q131230	मौना किया
Q131290	गणजा
Q131301	होम्स
Q131337	अझरबैजान सोव्हियेत साम्यवादी गणराज्य
Q131350	निशापूर
Q131402	म्युनिक विमानतळ
Q131416	डरबेंट
Q131491	ब्रायटन
Q131512	शेतकरी
Q131524	उद्योजक
Q131539	बाल साहित्य
Q131559	ढाल
Q131569	करार
Q131581	हेन्री पाचवा
Q131587	पोप क्लेमेंट चौदावा
Q131596	शेत
Q131620	नाताल
Q131645	रोमेनियन लेउ
Q131647	पदक
Q131674	अनातोली कार्पोव	आंतोली कार्पोव
Q131691	आर्थर वेलस्ली	आर्थर वेलस्ली, ड्युक ऑफ वेलिंगटन	आर्थर वेलेस्ली	आर्थर वेलेस्ली ड्युक ऑफ वेलिंगटन	आर्थर वेलेस्ली, ड्युक ऑफ वेलिंग्टन
Q131694	एडन
Q131733	हेन्री कॅव्हेंडिश	हेन्री कॅव्हेन्डिश
Q131761	हम्फ्री डेव्ही
Q131818	ओरान
Q131964	ऑस्ट्रियन साम्राज्य
Q132020	Xbox	एक्सबॉक्स	एक्सबॉक्स ३६०
Q132050	राज्यपाल
Q132265	थेरवाद	स्थविरवाद	हिनयान	हीनयान
Q132410	उम्पुमालांगा
Q132537	जे. रॉबर्ट ऑपनहाइमर
Q132551	युनायटेड नेशन्स हाय कमिशनर फॉर रेफ्युजीज	यू.एन.एच.सी.आर.	संयुक्त राष्ट्रे निर्वासित उच्चायुक्त
Q132572	तिरस्पोल
Q132679	विलेमश्टाड
Q132692	पोप ग्रेगोरी पंधरावा
Q132708	पोप इनोसंट तेरावा	पोप इनोसंट बारावा
Q132711	पोप पॉल पाचवा
Q132720	यामानाशी
Q132814	बाष्पीभवन
Q132821	खून
Q132830	कामेरूनश्टाड	दौआला
Q132845	पोप एड्रियन चौथा	पोप एड्रियान चौथा
Q133001	पोप पॉल तिसरा
Q133009	ग्रो हार्लेम ब्रुंड्टलँड
Q133026	कोलोम्ना
Q133046	पोप अर्बन पाचवा
Q133073	डुनेडीन	ड्युनेडिन
Q133083	ग्वाटेंग
Q133108	पोप क्लेमेंट बारावा
Q133116	हॅमिल्टन
Q133123	पात्रा
Q133267	लेव्ह डेव्हिडोविच लँडाउ	लेव्ह डेव्हिडोविच लँडाऊ	लेव्ह लँडाउ	लेव्ह लँडाऊ
Q133315	लिमरिक
Q133327	काल अवकाश	काल-अवकाश	कालअवकाश	काळ-अवकाश	काळअवकाश
Q133356	युक्रेनियन सोव्हियेत साम्यवादी गणराज्य
Q133386	यान पीटर बाल्केनेंडे
Q133396	क्नेसेट	नेसेट
Q133566	ज्युझेप्पे मेआत्सा स्टेडियम
Q133622	थॉर हायरडाल
Q133682	हॉवर्ड कार्टर
Q134061	कन्या	कन्या रास
Q134121	नमूर
Q134279	लुआंस्क
Q134388	सॅटर्न
Q134394	तूळ	तूळ रास
Q134398	वृश्चिक	वृश्चिक रास
Q134494	गॉर
Q134509	पोर्ट सैद	बुर सैद
Q134514	सुएझ
Q134588	पोप निकोलस पाचवा
Q134627	फिलिपाईन्सचा ध्वज
Q134635	साईटामा	सैतामा
Q134646	पोप बॉनिफेस आठवा	पोप बोनिफेस आठवा
Q134672	एक्सेटर
Q134685	हॅमरलँड
Q134698	बास्तिया
Q134712	सायोलियायी
Q134737	सामंतशाही
Q134762	ऐलात
Q134808	लस
Q134817	अब्दुल हमीद दुसरा	अब्दुल हमीद दुसरा, ऑट्टोमन सम्राट	अब्दुल हमीद दुसरा, ऑट्टोमन सुलतान	दुसरा अब्दुल हमीद, ओस्मानी सम्राट
Q134874	बोलिव्हियाचा ध्वज
Q134942	डब्ल्यु. सॉमरसेट मॉम	विल्यम सॉमरसेट मॉम	सॉमरसेट मॉम
Q135410	डोमोडेडोवो
Q135615	स्प्रिंगफील्ड
Q137271	कोटा किनाबालू
Q138311	एलिझाबेथ
Q138367	कॅम्डेन, न्यू जर्सी
Q138391	पीटरसन, न्यू जर्सी
Q138518	प्रिन्स्टन
Q138765	सी.एन. अण्णादुराई
Q139918	वाइकाटो प्रदेश
Q140075	गोल्ड कोस्ट, ऑस्ट्रेलिया
Q140083	मार्लबोरो प्रदेश
Q140147	ब्रेस्त, बेलारूस
Q140631	ताईनान
Q140646	काचीन राज्य
Q141488	जाल,
Q141844	गॅटिनयु
Q145780	मृत समुद्र चर्मपत्रे	मृत समुद्राचे बाड
Q145972	जामोस्क
Q146351	लिबरेक
Q146505	द्रावक
Q147089	म्यॅणिसा
Q147235	हाऊ आय मेट यॉर मदर
Q147756	खसाव्युर्ट
Q147787	अॅना कॅरेनिना	आना कारेनिना
Q148062	जर्का
Q148540	फ्लोरेन्सचे प्रजासत्ताक	फ्लोरेन्साचे प्रजासत्ताक
Q149086	खून
Q149315	पोप सिल्व्हेरियस
Q149955	एस्मराल्डास
Q149972	कलन
Q149999	भैदिक कलन
Q150812	जर्मनीचे पोलंडवर आक्रमण	जर्मनीचे पोलंडवरील आक्रमण	पोलंडवरील आक्रमण
Q150820	प्लेबॉय
Q151075	फ्रांसिस पहिला, पवित्र रोमन सम्राट
Q151121	सिनसिनाटी/उत्तर केंटकी आंतरराष्ट्रीय विमानतळ
Q151148	चोल साम्राज्य	चोळ	चोळ घराणे	चोळ साम्राज्य	चौल
Q151374	ऑलंपिक मैदान	ऑलिंपिक मैदान
Q151509	अब्दुल अझीझ अल-सौद, सौदी अरेबिया
Q151843	फ्रांकफुर्टी विचारधारा
Q151983	पिएर लव्हाल	पियरे लव्हाल
Q151993	रुहर	रुहर गेबिट	रुहर परिसर	रुह्र	रूर
Q152057	बीपी	ब्रिटिश पेट्रोलियम
Q152265	मोहम्मद झहीर शाह
Q152433	झेरॉक्स कॉर्पोरेशन
Q152436	केफार सबा
Q152599	ईझी क्रेडिट मैदान	ईझी क्रेडीट मैदान	फ्रांकनस्टेडियोन
Q152886	लार्स बेंडर
Q153009	ब्रुनेई-मुरा जिल्हा
Q153194	एडवर्ड अॅपलटन	एडवर्ड ऍपलटन	एडवर्ड व्हिक्टर ऍपलटन	एडवर्ड ॲपलटन	सर एडवर्ड ऍपलटन	सर एडवर्ड व्हिक्टर ऍपलटन
Q153509	मकारियोस तिसरा
Q154674	युट्रेख्टचा तह
Q154958	निकेलोडियन
Q155038	जर्मन विंग्स	जर्मनविंग्स
Q155626	जॉन सिंगर सार्जंट
Q155790	ई.पी. विग्नर	युजीन पॉल विग्नर	युजीन विग्नर	विग्नर पाल येनो
Q155794	हान्स आल्ब्रेख्त बेथ	हान्स बेथ
Q155890	जड पाणी	जडपाणी
Q155956	पोप क्लेमेंट दहावा
Q155961	पोप क्लेमेंट नववा
Q156349	डॉ सर्वपल्ली राधाकृष्णन	डॉ. सर्वपल्ली राधाकृष्णन	सर्वपल्ली राधाकृष्णन
Q156511	पिएर मॉरोय	पियरे मॉरोय
Q156711	उझहोरॉड
Q156726	इवानो-फ्रँकीस्क
Q156732	खेर्सन
Q156739	रिव्ने
Q156752	सुमी
Q156814	यहुदी मेनुहिन	यहूदी मेनुहिन
Q156990	विकिपीडिया शहर
Q157024	टेटोवो
Q157061	गेव्हजेलिया
Q157137	क्रिवीइ रिह
Q157144	विनितसिया
Q157246	बिटोला
Q157259	जॉन रसेल	लॉर्ड जॉन रसेल
Q157273	कॉमर्झ बँक-अरेना	कॉमर्झबँक-अरेना	कॉमर्स बँक एरेना	कॉमर्स बॅंक एरेना
Q157725	चेर्नित्सि
Q157835	झापोरिझिया
Q158004	पिट्रोकोव ट्रिबुनल्सकी
Q158119	रामाल्ला
Q158225	अरुणा इराणी
Q159273	अरेकिपा	अरेक्विपा
Q159288	सँटा बार्बरा
Q159433	३एम
Q159457	फॅरो
Q159477	अजमान
Q159583	होली सी
Q159592	जॉन नेपियर
Q159610	वेलोर
Q159636	जोसेफ प्रिस्टली	जोसेफ प्रीस्टली
Q159675	उपनदी
Q159810	अर्थव्यवस्था
Q159835	बॅटमॅन
Q159979	जुळे
Q160030	पोप पायस तिसरा
Q160173	रुसे
Q160182	पोप ऑनरियस तिसरा
Q160199	शेरबोर्ग-ऑक्टेव्हिल
Q160213	राम	राम अवतार	श्रीराम	श्रीरामचंद्र
Q160278	जॉन डी. रॉकफेलर	जॉन डी. रॉकफेलर पहिला	जॉन डेव्हिसन रॉकफेलर
Q160342	रुळ	रूळ
Q160349	चार्ल्स सहावा	सहावा चार्ल्स	सहावा शार्ल
Q160369	पोप कॅलिक्स्टस तिसरा
Q160398	स्फटिकशास्त्र
Q160420	सागा
Q160450	सॅमसून
Q160493	इन्वरनेस
Q160506	सेंत-देनिस
Q160544	हेराक्लायं
Q160549	कॉन्ककॅफ	सी.ओ.एन.सी.ए.सी.ए.एफ.
Q160554	मुहम्मद अली जिना	मुहम्मद अली जीना	मुहम्मद अली झीणा	मोहम्मद अली जिन्ना	मोहम्मद अली झीणा
Q160556	बर्लिन ब्रांडेनबुर्ग विमानतळ
Q160584	सीवेरोदोनेत्स्क
Q160609	पोप इनोसंट चौथा
Q160627	अल्फ्रेड रसेल वॅलेस	आल्फ्रेड रसेल वॉलेस
Q160642	सॉल्झब्री
Q160687	वल्दिव्हिआ
Q160791	साइमन रोल्फेस	सायमन रोल्फ्स
Q160819	गांबिया नदी
Q160907	पोप बॉनिफेस पहिला
Q161036	प्रशियाचे मुक्त राज्य
Q161048	अलॉइज़ ज़ेनफ़ेल्डर	अलॉइज़ ज़ेनेफ़ेल्डर	अलॉइस सेनेफेल्डर	योहान अलॉइस सेनेफेल्डर
Q161351	पोप इनोसंट आठवा
Q161376	मिस युनिव्हर्स
Q161414	रशियाचा इतिहास
Q161443	पोप सिरिसियस	संत सिरिसियस
Q161595	मायस्लोविच
Q161598	भूजल
Q161701	कर्क	कर्क रास
Q161808	चेर्कासी ओब्लास्त
Q161866	हेन्री चौथा
Q161885	ग्रेट ब्रिटनचे राजतंत्र
Q162005	पॉल अॅलन
Q162080	पोप फेलिक्स चौथा
Q162279	क्यूआपियो
Q162475	काउंटी कॉर्क
Q162543	महमद सहावा, ऑट्टोमन सम्राट	मेहमेद सहावा, ऑट्टोमन सम्राट	सहावा मेहमेद, ओस्मानी सम्राट
Q162548	ओस्केमेन
Q162677	मुरोम
Q162753	सोफी मार्सू
Q163239	बलुचिस्तान
Q163740	विना-नफा संस्था
Q163798	तृशुर
Q163829	sinthezizer
Q164016	वृषभ रास
Q164079	हानोव्हरचे राजतंत्र
Q164089	मेक्सिको फुटबॉल संघ
Q164134	अमेरिका फुटबॉल संघ
Q164193	लिव्हिव ओब्लास्त
Q164234	कावासाकी
Q164380	बेथलेहम, पेनसिल्व्हेनिया
Q164389	विल्हेल्म फ्रिमन कोरेन ब्येर्कनेस	विल्हेल्म ब्येर्कनेस	विल्हेल्म ब्येर्क्नेस
Q164676	माकोतो हसीबी
Q164819	गॅगाउझिया
Q165044	हरितगृह
Q165204	मेरिडा	मेरिदा, मेक्सिको
Q165352	कर्मान प्रांत	कार्मेनिया
Q165420	प्लीव्हन
Q165561	पोप बॉनिफेस नववा	पोप बोनिफेस नववा
Q165658	अॅडोबे फ्लॅश
Q165784	पश्चिम
Q165972	फोर्ट लॉडरडेल
Q166032	वॉशिंग्टन पोस्ट
Q166118	पुराभिलेख	पुराभिलेखागार
Q166142	ॲप्लिकेशन्स
Q166304	बिलिंग्स
Q166530	मुक्तिवेग
Q166635	स्टॅन्ली बाल्डविन
Q166646	रामसे मॅकडोनाल्ड
Q166709	व्हिनित्सिया ओब्लास्त
Q167394	क्रागुयेवाश
Q167541	एरेडिव्हिझी
Q167639	विजयनगर साम्राज्य
Q167676	संवेदक
Q167715	तिरुअनंतपुरम	तिरुअनंतपुरम्	तिरुवअनंतपुरम	तिरुवनंतपुरम	तिरुवनन्तपुरम	तिरूअनंतपुरम	तिरूवनंतपुरम	त्रिवेंद्रम	थिरुवनंतपुरम
Q167859	व्होलिन ओब्लास्त
Q167874	चेर्निहिव्ह ओब्लास्त
Q167895	कलामाता
Q168057	क्रेओवा
Q168193	नजफ
Q168225	अल-हलिल	हेब्रॉन
Q168360	आफ्रिकन फुटबॉल मंडळ	आफ्रिकन फुटबॉल संघटन
Q168376	व्हिटोरिया
Q168431	इग्नात्चियो सिलोने
Q168452	ज्याँ-व्हिक्टर पाँसेले
Q168497	डॅनियल डी रोस्सी	दानियेल दि रॉस्सी
Q168652	हार्जेस
Q168668	डोब्रीच
Q168691	दुसरा वित्तोरियो इमानुएले	व्हिक्टर इमॅन्युएल दुसरा
Q168866	एसकीसेहिर
Q168929	कांपो ग्रांदे
Q168935	मलेशियाचा ध्वज
Q168949	सेमनान प्रांत
Q168954	त्रिपोली, लेबेनॉन
Q169134	नारा
Q169288	पोप इनोसंट सहावा
Q169342	दृष्टिपटल
Q169376	नागासाकी
Q169470	भौतिकशास्त्रज्ञ
Q169501	पोल्ताव्हा ओब्लास्त
Q169577	अर्नेस्ट ओरलँडो लॉरेंस	अर्नेस्ट ओरलँडो लॉरेन्स	अर्नेस्ट लॉरेंस	अर्नेस्ट लॉरेन्स
Q169612	पोप मार्टिन पाचवा
Q169846	रुबिन्हो बॅरीकेलो	रुबेन्स गोन्साल्वेस बॅरीकेलो	रुबेन्स बॅरीकेलो
Q169911	पोप जुलियस तिसरा	पोप ज्युलियस तिसरा
Q169923	काउंटी गॅलवे
Q170024	रास अल-खैमाह
Q170036	क्यीव ओब्लास्त
Q170072	डच प्रजासत्ताक
Q170213	झाकारपत्तिया ओब्लास्त
Q170247	जिनॅन
Q170263	चेस्टर
Q170287	सुबोटिका
Q170297	पोप बॉनिफेस तिसरा
Q170299	पोप बॉनिफेस पाचवा	पोप बोनिफेस पाचवा
Q170303	पोप पेलाजियस पहिला
Q170304	डोपामिन
Q170322	क़िंग्डाओ
Q170323	निन्टेन्डो डीएस
Q170385	पोप लुशियस दुसरा
Q170386	पोप इनोसंट दुसरा
Q170395	पोप क्लेमेंट आठवा
Q170415	स्टारा ज़गोरा
Q170457	एडिन
Q170462	सरावाक	सारायाक	सारावाक
Q170467	फिलिप पाचवा
Q170497	ग्लॉस्टर
Q170513	टॅगॅनरॉग
Q170514	चौथा मेहमेद, ओस्मानी सम्राट	महमद चौथा, ऑट्टोमन सम्राट	महमद चौथा, ऑट्टोमन सुलतान
Q170525	अगादिर
Q170532	अमेजिया
Q170570	इलाम प्रांत
Q170573	कॉम
Q170583	प्राइड अँड प्रेज्युडीस
Q170588	टेक्सासचे गणराज्य	टेक्सासचे प्रजासत्ताक	टेक्सासाचे प्रजासत्ताक	प्रजासत्ताक टेक्सास
Q170616	चिबा
Q170654	पोप कॅलिक्सटस दुसरा	पोप कॅलिक्स्टस दुसरा
Q170688	सान्ता क्रुझ	सान्ता क्रुझ दे ला सियेरा
Q170790	गणितज्ञ
Q170863	पोप क्लेमेंट सहावा
Q170871	पोप इनोसंट पाचवा
Q170903	गिमार्येस
Q170967	डेनिझली
Q170996	गालाटी
Q171001	पोप क्लेमेंट तिसरा	पोप तिसरा क्लेमंट	पोप तिसरा क्लेमेंट
Q171038	सॉफ्टबॉल
Q171195	आचार्य नागार्जुन
Q171223	नायरीजीहझा
Q171224	युजीन, ओरेगन
Q171238	पोप सेलेस्टीन चौथा
Q171334	झापोरिझिया ओब्लास्त
Q171337	विलियम्स एफ१
Q171357	केक्सकेमेट
Q171382	बामयान
Q171520	पोप अर्बन तिसरा
Q171537	पोप कोनॉन
Q171617	कांपिनास
Q171622	निक्कोलो स्फोन्द्राती	पोप ग्रेगरी चौदावा	पोप ग्रेगोरी चौदावा
Q171626	पोप अर्बन सहावा
Q171632	माराकाईबो
Q171639	अशदोद
Q171714	कॅरमन
Q171809	इंग्लंडच्या काउंट्या
Q171852	ओदेसा ओब्लास्त
Q171866	मिडल्सब्रो
Q171943	नांचांग
Q171965	लुहान्स्क ओब्लास्त
Q171985	मॅसेच्युसेट्स बे ट्रान्सपोर्टेशन ऑथोरिटी
Q172030	Team मॅक्लरीन	मॅकलारेन	मॅक्लरीन
Q172083	अल हज ओमर बॉन्गो ओंडिंबा	आल्बर्ट बर्नार्ड बॉन्गो	ओमर बॉन्गो	ओमार बॉन्गो
Q172107	पोलिश-लिथुएनियन राष्ट्रकुल
Q172118	पर्सी विल्यम्स ब्रिजमन
Q172157	विंचेस्टर
Q172183	चैम वाइझमन	चैम वाइझमान
Q172383	पोप सिल्व्हेस्टर दुसरा
Q172398	पोप एड्रियन तिसरा	पोप एड्रियान तिसरा	पोप हेड्रियन तिसरा
Q172415	कुतैसी
Q172438	पीटरबॉरो
Q172455	ब्लॉंग बिलेनकोर्ट
Q172572	रुबिकोन नदी
Q172640	उत्तर व्हियेतनाम
Q172697	मार्क्वेसास आईसलँड
Q172721	मर्सिडीज जीपी	मर्सिडीझ जीपी
Q172740	कॉसवर्थ
Q172792	डॅरेन फ्लेचर	डॅरेन बार फ्लेचर
Q172832	डेव्हिड कुल्टहार्ड
Q172877	आर्नो अॅलन पेन्झियास	आर्नो ऍलन पेंझियास	आर्नो ऍलन पेन्झियास	आर्नो ऍलन पेन्झियासॉ
Q172916	पोप जॉन एकविसावा
Q172928	पोप क्लेमेंट चौथा
Q173000	पोप एड्रियन पाचवा	पोप एड्रियान पाचवा
Q173121	केरेतारो	सान्तियागो दे केरेतारो
Q173253	जाणीव
Q173270	बेराक्रुथ	व्हेरा क्रुझ
Q173407	तेर्नोपिल ओब्लास्त
Q173530	मॅकलारेन एम.पी.४-२५
Q173663	रेड बुल रेसिंग
Q173690	जजिरोकास्टर
Q173822	ब्रेस्ट प्रदेश
Q173985	फैसलाबाद
Q174091	छांग्षा
Q174158	हिब्रू विद्यापीठ
Q174187	रिव्ह्ने ओब्लास्त
Q174193	ग्रेट ब्रिटन व आयर्लंडचे एकत्रित राजतंत्र	ग्रेट ब्रिटन व आयर्लंडचे संयुक्त राजतंत्र
Q174224	विलमिंग्टन
Q174231	मात्सुहितो	मैजी	सम्राट मैजी
Q174249	मिनामोतो नो सानेतोमो
Q174461	रांची
Q174684	तुजला
Q174736	विनाशिका
Q174769	युनायटेड एरलाइन्स	युनायटेड एरलाईन्स
Q175021	उम अल-कुवैन	उम-अल-कुवैन
Q175124	नोवोक्यबिशेहेवस्क
Q175157	आंतरराष्ट्रीय एकदिवसीय सामने
Q175963	ज्यो थाइसमान
Q176178	जोमाला
Q176186	लेमेन्ड
Q176196	साल्टविक
Q177054	बर्गर किंग
Q177220	गवई	गायक
Q177310	बोरीस स्पस्क्य	बोरीस स्पास्की
Q177320	हुलागु खान	हुलागू खान
Q178021	डब्लिन विमानतळ
Q178032	विद्युत चुंबक
Q178269	इव्हानो-फ्रांकिव्ह्स्क ओब्लास्त
Q178283	काउंटी लिमरिक
Q178373	रश
Q178498	अहिंसा
Q178531	वायडॅन
Q178561	लढाई
Q178577	नॉर्बर्ट वीनर
Q178626	काउंटी मेयो
Q178663	मेकनेस
Q178725	निटेरोई
Q178878	बेकस्साबा
Q178994	ऑस्ट्रेलियन अँटार्क्टिक टेरिटोरी	ऑस्ट्रेलियन अँटार्क्टिक प्रदेश
Q179029	साबा
Q179075	डायनॅमो कीव्ह
Q179126	जॉन रस्किन
Q179201	जयंत नारळीकर	जयंत विष्णू नारळीकर
Q179224	डोव्हर
Q179266	जद्दू कृष्णमूर्ती	जिद्दू कृष्णमूर्ती	जे. कृष्णमुर्ती	जे. कृष्णमूर्ती
Q179282	स्टीवन वाइनबर्ग	स्टीवन वाईनबर्ग
Q179538	अब्बीरॉन जिल्हा
Q179570	केअरौआन
Q179585	प्लॉईटी
Q179678	अजिनोमोटो	आजिनोमोटो	एम.एस.जी.	मोनोसोडियम ग्लुटामेट	सोडियम ग्लुटामेट
Q179691	निगाटा	निगाटा,	निगाता	निग्गाटा
Q179726	कुमलिंगे
Q179815	डरहम
Q179830	जेऌगवा	जेलगावा
Q179833	सुमगायीत
Q179957	लिपिशास्त्र
Q179995	क्लॉदियो मार्चिसियो
Q180057	लिंकऌन
Q180139	ह्राडेक क्रालोव्ह
Q180231	काउंटी किलकेनी
Q180233	पोरी
Q180344	ओशनिया फुटबॉल मंडळ	ओशनिया फुटबॉल संघटन	ओशेनिया फुटबॉल संघटन
Q180445	नेचर
Q180522	अकाबा
Q180573	दक्षिण व्हिएतनाम	दक्षिण व्हियेतनाम	व्हियेतनामचे प्रजासत्ताक	व्हियेतनामाचे प्रजासत्ताक
Q180717	सॉस
Q180892	सौर वस्तुमान
Q180967	आदि शंकराचार्य	आद्य शंकराचार्य
Q180987	स्तूप
